"state","year","cty_fips","sample","demovote","repuvote","totalvote","o_dem","o_rep","o_tot","same"
"INDIANA",2016,18001,"HE",0.175607483891002,0.76903967083301,12881,0.175589695841092,0.769087523277467,12888,FALSE
"INDIANA",2016,18003,"HE",0.278045494945006,0.649344517275858,144016,0.278215441324215,0.649033098450047,144327,FALSE
"INDIANA",2016,18005,"HE",0.270742220684013,0.687033948966429,31783,0.270793341095761,0.687069263933033,31777,FALSE
"INDIANA",2016,18009,"HE",0.274522292993631,0.664755838641189,4710,0.274580590358887,0.664684646421746,4709,FALSE
"INDIANA",2016,18013,"HE",0.382656919586589,0.560877237206957,7934,0.382608695652174,0.560932577189666,7935,FALSE
"INDIANA",2016,18015,"HE",0.235828192294261,0.71155860784542,8591,0.235917132216015,0.711475791433892,8592,FALSE
"INDIANA",2016,18017,"HE",0.283610755441741,0.668516147389387,14058,0.283509919647301,0.668634004124298,14063,FALSE
"INDIANA",2016,18019,"HE",0.428750273234903,0.51238996085289,50323,0.42885791438329,0.512310380430466,50364,FALSE
"INDIANA",2016,18025,"HE",0.409439927732611,0.529132791327913,4428,0.409255079006772,0.529345372460497,4430,FALSE
"INDIANA",2016,18029,"HE",0.200328904660925,0.761544120829186,23107,0.200311566921978,0.76156475831927,23109,FALSE
"INDIANA",2016,18039,"HE",0.300748114538916,0.665655017526821,65899,0.301072174940182,0.665308780325287,66034,FALSE
"INDIANA",2016,18045,"HE",0.243005811596162,0.712934180294634,7399,0.243108108108108,0.712837837837838,7400,FALSE
"INDIANA",2016,18047,"HE",0.189609902475619,0.782070517629407,10664,0.189597000937207,0.782099343955014,10670,FALSE
"INDIANA",2016,18051,"HE",0.255184557193166,0.700730403025955,15334,0.255199843515681,0.700723739975223,15337,FALSE
"INDIANA",2016,18053,"HE",0.268362262937962,0.684948569591771,24888,0,1,17046,FALSE
"INDIANA",2016,18059,"HE",0.219186909865232,0.737300720069485,35691,0.219165032221911,0.737321378537405,35690,FALSE
"INDIANA",2016,18061,"HE",0.364105909857011,0.587234273908552,18393,0.36425855513308,0.587126561651277,18410,FALSE
"INDIANA",2016,18063,"HE",0.270464272170757,0.686345414161114,73836,0.270463500832758,0.686341417177831,73851,FALSE
"INDIANA",2016,18067,"HE",0.333835533884841,0.610748917986084,36506,0.333853781466568,0.61073218834744,36507,FALSE
"INDIANA",2016,18069,"HE",0.161738465460107,0.759176650522559,15692,0.163445085239876,0.757462450091894,15779,FALSE
"INDIANA",2016,18071,"HE",0.322090480027627,0.621733624956832,17374,0.322053406998158,0.621777163904236,17376,FALSE
"INDIANA",2016,18077,"HE",0.349889540641426,0.618191513674107,13127,0.349725943970767,0.618300852618758,13136,FALSE
"INDIANA",2016,18079,"HE",0.243853211009174,0.716788990825688,10900,0.243830841207229,0.716814971103569,10901,FALSE
"INDIANA",2016,18081,"HE",0.303363997522696,0.637528134016102,66201,0.303256516811485,0.637808840196449,66175,FALSE
"INDIANA",2016,18083,"HE",0.270515073678518,0.686494524807354,14794,0.271832306455934,0.685373694079829,14932,FALSE
"INDIANA",2016,18085,"HE",0.175378159155679,0.770285929034481,31931,0.175323252246329,0.770326539557309,63882,FALSE
"INDIANA",2016,18089,"HE",0.833132888852562,0,171286,0.834471388817436,0,171052,FALSE
"INDIANA",2016,18091,"HE",0.571274641851353,0.298518427819273,40835,0.570788990825688,0.298324159021407,40875,FALSE
"INDIANA",2016,18095,"HE",0.341049645390071,0.611933806146572,52875,0.341009207267502,0.611933526175486,52893,FALSE
"INDIANA",2016,18097,"HE",0.569891133753519,0.387849497189075,361269,0.569952758170513,0.38780065496869,361544,FALSE
"INDIANA",2016,18099,"HE",0.28754700287547,0.676454324264543,18084,0.287515205131041,0.676490102841977,18086,FALSE
"INDIANA",2016,18105,"HE",0.620582210056982,0.332489800134277,58089,0.620340788072417,0.332732144697516,58218,FALSE
"INDIANA",2016,18107,"HE",0.265308857028005,0.69248291571754,14926,0.265411417850442,0.692374698472259,14924,FALSE
"INDIANA",2016,18109,"HE",0.234991869918699,0.708130081300813,30750,0.235011054753544,0.708121992456756,30756,FALSE
"INDIANA",2016,18111,"HE",0.286191732629727,0.66103781882146,5685,0.286116487770544,0.661094492345592,5683,FALSE
"INDIANA",2016,18119,"HE",0.24566055930569,0.676229508196721,8296,0.245601349722825,0.676307543986503,8298,FALSE
"INDIANA",2016,18123,"HE",0.408061420345489,0.551247600767754,7815,0.408009211873081,0.551305015353122,7816,FALSE
"INDIANA",2016,18125,"HE",0.279300891021247,0.675805346127485,5836,0.279205207262761,0.675745118191161,5838,FALSE
"INDIANA",2016,18127,"HE",0.772977022977023,0,64064,0.77319892347661,0,64281,FALSE
"INDIANA",2016,18129,"HE",0.282861086303483,0.676706990338556,12317,0.282911802853437,0.676556420233463,12336,FALSE
"INDIANA",2016,18135,"HE",0.235743680188125,0.725651577503429,10206,0.235697492163009,0.725705329153605,10208,FALSE
"INDIANA",2016,18137,"HE",0.188572328034,0.78191405635133,12706,0.188542650299024,0.781790997796664,12708,FALSE
"INDIANA",2016,18141,"HE",0.492832400264093,0.470339251313683,110567,0.492846290200051,0.470327026733712,110572,FALSE
"INDIANA",2016,18151,"HE",0.197512750646266,0.739537483406693,14313,0.197598100823907,0.739491691104594,14322,FALSE
"INDIANA",2016,18153,"HE",0.374107683000605,0.588505747126437,8265,0.372754671488849,0.589993972272453,8295,FALSE
"INDIANA",2016,18157,"HE",0.421178856554211,0.522598506309555,62128,0.421334960812026,0.522484902993704,62264,FALSE
"INDIANA",2016,18163,"HE",0.358989828130481,0.591357418449667,71275,0.360244110212689,0.590026114765316,71607,FALSE
"INDIANA",2016,18165,"HE",0.376264128494944,0.569006543723974,6724,0.376544128590564,0.569429974698616,6719,FALSE
"INDIANA",2016,18167,"HE",0.422877128015224,0.529805071233863,38886,0.432947772502273,0.520582887160319,39596,FALSE
"INDIANA",2016,18175,"HE",0.355462484405632,0.585991801817858,11222,0.35554565701559,0.585924276169265,11225,FALSE
"INDIANA",2016,18179,"HE",0.166076378195257,0.777794887588543,12988,0.165974145891043,0.777777777777778,12996,FALSE
"INDIANA",2016,18181,"HE",0.257934101475642,0.68718415201132,9894,0.258451690338068,0.686937387477496,9998,FALSE
"INDIANA",2016,18183,"HE",0.155384416256795,0.774592285788247,15452,0.155374360965508,0.774606872451951,15453,FALSE
