"state","year","cty_fips","sample","demovote","repuvote","totalvote","o_dem","o_rep","o_tot","same"
"ILLINOIS",2016,17001,"HE",0.244542314882291,0.755457685117709,31561,0.244511325835577,0.755361951528592,31565,FALSE
"ILLINOIS",2016,17005,"HE",0.0981641632529207,0.901835836747079,6591,0.0980897513644633,0.901152213462705,6596,FALSE
"ILLINOIS",2016,17007,"HE",0,0.999684160656946,18997,0,0.979927760577915,19380,FALSE
"ILLINOIS",2016,17009,"HE",0.184384649316277,0.815615350683723,2267,0.18405988551299,0.814178775869661,2271,FALSE
"ILLINOIS",2016,17011,"HE",0,0.999709576708052,13773,0,0.984554880228817,13985,FALSE
"ILLINOIS",2016,17017,"HE",0.279760717846461,0.720239282153539,5015,0.279593463531287,0.719808688720606,5018,FALSE
"ILLINOIS",2016,17019,"HE",0.442360227968537,0.557639772031463,84924,0.443624657823936,0.556375342176064,85117,FALSE
"ILLINOIS",2016,17021,"HE",0.19458079717259,0.80541920282741,15279,0.194288328323095,0.804208600182983,15302,FALSE
"ILLINOIS",2016,17031,"HE",0.788578237978378,0.204560451499849,2006468,0.785469974305106,0.203754155066898,2014408,FALSE
"ILLINOIS",2016,17037,"HE",0.182068160986584,0.817181901508208,36003,0.177859177859178,0.798290598290598,36855,FALSE
"ILLINOIS",2016,17039,"HE",0.219897408207343,0.780102591792657,7408,0.219305331179321,0.778002154011847,7428,FALSE
"ILLINOIS",2016,17043,"HE",0.478163400467893,0.519356575518041,419754,0.478108727447702,0.519297192485981,419802,FALSE
"ILLINOIS",2016,17053,"HE",0,1,5660,0,0.99315669415687,5699,FALSE
"ILLINOIS",2016,17061,"HE",0.233780760626398,0.766219239373602,5364,0.233302325581395,0.764651162790698,5375,FALSE
"ILLINOIS",2016,17063,"HE",0,0.999796375483608,19644,0,0.985943775100402,19920,FALSE
"ILLINOIS",2016,17067,"HE",0.237322745320476,0.762677254679524,8815,0.237161319578279,0.762158485432491,8821,FALSE
"ILLINOIS",2016,17075,"HE",0,0.999571697789961,11674,0,0.990829583085675,11777,FALSE
"ILLINOIS",2016,17083,"HE",0.268493150684932,0.731506849315068,10585,0.268062629692511,0.73033389926429,10602,FALSE
"ILLINOIS",2016,17091,"HE",0.45760557515724,0.54239442484276,45631,0.45690466291766,0.541563641933437,45701,FALSE
"ILLINOIS",2016,17097,"HE",0.493324917046694,0.506594070568538,296251,0.492482089783595,0.505728573450421,296758,FALSE
"ILLINOIS",2016,17099,"HE",0,0.999548962614012,39908,0,0.975401017214398,40896,FALSE
"ILLINOIS",2016,17103,"HE",0,0.999389778794813,13110,0,0.984742577978204,13305,FALSE
"ILLINOIS",2016,17105,"HE",0,0.999262428086738,13558,0,0.989627465303141,13690,FALSE
"ILLINOIS",2016,17107,"HE",0.208946585083512,0.791053414916488,12094,0.208567183889072,0.78961703532519,12116,FALSE
"ILLINOIS",2016,17109,"HE",0.376647834274953,0.623352165725047,12744,0.376175548589342,0.62257053291536,12760,FALSE
"ILLINOIS",2016,17113,"HE",0.384923685769381,0.615038503711733,79343,0.384410124734106,0.614217925965085,79449,FALSE
"ILLINOIS",2016,17115,"HE",0.336637243432947,0.663362756567053,47015,0.336036858532028,0.662179664111765,47099,FALSE
"ILLINOIS",2016,17117,"HE",0.339774781037119,0.660225218962881,21579,0.33919319022946,0.65909511472983,21616,FALSE
"ILLINOIS",2016,17119,"HE",0.342731161997804,0.621010703689741,122014,0.342428063739539,0.620461505707407,122122,FALSE
"ILLINOIS",2016,17123,"HE",0.248627316403569,0.751372683596431,5828,0.248414195096863,0.750728613063604,5833,FALSE
"ILLINOIS",2016,17125,"HE",0.270810557551148,0.729189442448852,6403,0.270641485874824,0.728734196972062,6407,FALSE
"ILLINOIS",2016,17129,"HE",0.211447492904447,0.788394828129927,6342,0.211147850732168,0.787277594079672,6351,FALSE
"ILLINOIS",2016,17135,"HE",0.290274037699984,0.709725962300016,12626,0.289608850256815,0.708099565389174,12655,FALSE
"ILLINOIS",2016,17137,"HE",0.23856231565951,0.76143768434049,14579,0.238382453735435,0.760863605209047,14590,FALSE
"ILLINOIS",2016,17141,"HE",0,0.998748977529712,20783,0,0.977536027126307,21234,FALSE
"ILLINOIS",2016,17143,"HE",0.472841155416646,0.527133639159147,79348,0.472853073878961,0.52714692612104,79346,FALSE
"ILLINOIS",2016,17147,"HE",0.226693494299128,0.773306505700872,8946,0.226288774827048,0.771925909395224,8962,FALSE
"ILLINOIS",2016,17149,"HE",0.22196261682243,0.77803738317757,7276,0.22165797419709,0.776969530606643,7286,FALSE
"ILLINOIS",2016,17155,"HE",0,1,2464,0,0.991150442477876,2486,FALSE
"ILLINOIS",2016,17161,"HE",0.619787550188107,0.380212449811893,63262,0.619787550188107,0,63262,FALSE
"ILLINOIS",2016,17167,"HE",0.341404911479155,0.658595088520845,96305,0.340912861349591,0.657645887769068,96444,FALSE
"ILLINOIS",2016,17169,"HE",0.258839406207827,0.741160593792173,3705,0.258351293103448,0.739762931034483,3712,FALSE
"ILLINOIS",2016,17171,"HE",0.19347227683838,0.80652772316162,2543,0.193168433451119,0.805261091480173,2547,FALSE
"ILLINOIS",2016,17175,"HE",0.160015349194167,0.839984650805833,2606,0.159647779479326,0.838055130168453,2612,FALSE
"ILLINOIS",2016,17179,"HE",0.344573383104003,0.655410998485014,64027,0.344240041192716,0.65477695080279,64089,FALSE
