"state","year","cty_fips","sample","demovote","repuvote","totalvote","o_dem","o_rep","o_tot","same"
"ILLINOIS",2024,17001,"HE",0,0.994949679780421,27325,0,0.970721605312957,28007,FALSE
"ILLINOIS",2024,17007,"HE",0.207626708014342,0.791355751526311,20638,0.204222667047946,0.778381469831284,20982,FALSE
"ILLINOIS",2024,17009,"HE",0,1,2110,0,0.994344957587182,2122,FALSE
"ILLINOIS",2024,17011,"HE",0.196886058032555,0.803113941967445,14130,0.194736105277894,0.794344113117738,14286,FALSE
"ILLINOIS",2024,17013,"HE",0,0.996296296296296,2160,0,0.979517523896222,2197,FALSE
"ILLINOIS",2024,17017,"HE",0,0.990938661710037,4304,0,1,4265,FALSE
"ILLINOIS",2024,17019,"HE",0.56387460725507,0.431948014852899,84024,0.55566110759271,0.425656181830976,85266,FALSE
"ILLINOIS",2024,17021,"HE",0,0.998987617786777,12841,0,0.976999238385377,13130,FALSE
"ILLINOIS",2024,17029,"HE",0.0959716328547346,0.897052839620996,17203,0.0918497913769124,0.858525730180807,17975,FALSE
"ILLINOIS",2024,17031,"HE",0.727517303237612,0.267272204903969,1997892,0.727374223396563,0.267219640842022,1998285,FALSE
"ILLINOIS",2024,17037,"HE",0.510086331245021,0.489741436844711,46449,0.509067079197284,0.488762837866873,46542,FALSE
"ILLINOIS",2024,17039,"HE",0,0.995811355879615,6446,0,0.972870566838436,6598,FALSE
"ILLINOIS",2024,17041,"HE",0,0.997128911857594,6966,0,0.960188001105889,7234,FALSE
"ILLINOIS",2024,17043,"HE",0.561396980650648,0.436645049259338,451488,0.560015200993367,0.435570324479344,452602,FALSE
"ILLINOIS",2024,17045,"HE",0,0.998046875,6656,0,0.973190741283328,6826,FALSE
"ILLINOIS",2024,17051,"HE",0,1,8336,0,0.990612002376708,8415,FALSE
"ILLINOIS",2024,17053,"HE",0.187814784727864,0.811860276198213,6155,0.187388555681634,0.810017831090939,6169,FALSE
"ILLINOIS",2024,17057,"HE",0.347041847041847,0.652761380034107,15246,0.345907426778243,0.650627615062761,15296,FALSE
"ILLINOIS",2024,17061,"HE",0,0.991928974979822,4956,0,0.975590394919627,5039,FALSE
"ILLINOIS",2024,17063,"HE",0,1,20631,0,0.98224147781375,21004,FALSE
"ILLINOIS",2024,17071,"HE",0,0.999637286906057,2757,0,0.980085348506401,2812,FALSE
"ILLINOIS",2024,17073,"HE",0.196944048467569,0.802966856735567,22448,0.195714728407632,0.797954756740006,22589,FALSE
"ILLINOIS",2024,17085,"HE",0,0.997915581031787,9595,0,0.96434686272535,9929,FALSE
"ILLINOIS",2024,17089,"HE",0.554982216912783,0.444817922081462,220153,0.555093158389707,0.444906841610293,220109,FALSE
"ILLINOIS",2024,17091,"HE",0.410836629276622,0.589141757980505,46269,0.410366564483399,0.588467682742541,46322,FALSE
"ILLINOIS",2024,17093,"HE",0.52048041998596,0.479504318896316,65526,0.519980484532467,0.479043742090899,65589,FALSE
"ILLINOIS",2024,17097,"HE",0.591313473960567,0.408017181996595,307764,0.589694402950011,0.406899993195273,308609,FALSE
"ILLINOIS",2024,17099,"HE",0.377037081363573,0.622923024754154,50133,0.376698951731835,0.622364382797242,50178,FALSE
"ILLINOIS",2024,17103,"HE",0,0.999612823292551,12914,0,0.977880463601242,13201,FALSE
"ILLINOIS",2024,17105,"HE",0.205713190184049,0.794286809815951,15648,0.205371953553656,0.792969248436902,15674,FALSE
"ILLINOIS",2024,17107,"HE",0,0.998349194018256,10298,0,0.976353276353276,10530,FALSE
"ILLINOIS",2024,17109,"HE",0.267342532619919,0.732657467380081,10653,0.264782447006322,0.725641502417255,10756,FALSE
"ILLINOIS",2024,17111,"HE",0.452315186822017,0.547333266372037,159296,0.451493238755279,0.546338651260136,159586,FALSE
"ILLINOIS",2024,17113,"HE",0.309990896977533,0.690009103022467,75799,0.307150326797386,0.683686274509804,76500,FALSE
"ILLINOIS",2024,17115,"HE",0.235736580872947,0.758199866960037,39086,0.230574810440179,0.741598058106654,39961,FALSE
"ILLINOIS",2024,17117,"HE",0.373881541617564,0.626118458382436,22911,0.373506584110927,0.625490538065754,22934,FALSE
"ILLINOIS",2024,17119,"HE",0.34740771123872,0.650385561936013,121900,0.342612818147986,0.64140899309095,123606,FALSE
"ILLINOIS",2024,17123,"HE",0,0.999803227075954,5082,0,0.986410405746457,5151,FALSE
"ILLINOIS",2024,17125,"HE",0,0.999610743479953,5138,0,0.986743515850144,5205,FALSE
"ILLINOIS",2024,17129,"HE",0,0.998435360844905,5113,0,0.979658414891576,5211,FALSE
"ILLINOIS",2024,17131,"HE",0.231235682522571,0.768764317477429,7421,0.229319791527462,0.762394761459308,7483,FALSE
"ILLINOIS",2024,17135,"HE",0,0.998432312799705,10844,0,0.978137139759689,11069,FALSE
"ILLINOIS",2024,17137,"HE",0,0.990319293478261,11776,0,1,11662,FALSE
"ILLINOIS",2024,17139,"HE",0,0.99743119266055,5450,0,0.975767366720517,5571,FALSE
"ILLINOIS",2024,17141,"HE",0,0.999299425528934,21411,0,0.982549595885378,21776,FALSE
"ILLINOIS",2024,17143,"HE",0.391037916507085,0.608096798445324,70497,0.383722386937821,0.596720535627288,71841,FALSE
"ILLINOIS",2024,17147,"HE",0.263056092843327,0.735806121287974,8789,0.259687745703695,0.726384364820847,8903,FALSE
"ILLINOIS",2024,17149,"HE",0,0.998914560396961,6449,0,0.988036809815951,6520,FALSE
"ILLINOIS",2024,17155,"HE",0.316030035912504,0.683643486777669,3063,0.315412186379928,0.682306940371456,3069,FALSE
"ILLINOIS",2024,17163,"HE",0.532588344933547,0.467403259254284,119107,0.532592816482797,0.467407183517203,119106,FALSE
"ILLINOIS",2024,17167,"HE",0.409979129043072,0.588463659662821,92473,0.405953528215012,0.582685512367491,93390,FALSE
"ILLINOIS",2024,17169,"HE",0,0.997965412004069,2949,0,0.982309746328438,2996,FALSE
"ILLINOIS",2024,17171,"HE",0,0.994912118408881,2162,0,0.978171896316507,2199,FALSE
"ILLINOIS",2024,17173,"HE",0,0.998765178020169,9718,0,0.981395348837209,9890,FALSE
"ILLINOIS",2024,17175,"HE",0,1,2352,0,0.987820243595128,2381,FALSE
"ILLINOIS",2024,17177,"HE",0.352540834845735,0.647408751764469,19836,0.35124817921543,0.6450349088352,19909,FALSE
"ILLINOIS",2024,17179,"HE",0.028153879217709,0.971326742603338,55836,0.0273362779536048,0.943118978889159,57506,FALSE
"ILLINOIS",2024,17183,"HE",0.294516219632074,0.70520292093807,28484,0.293773637764393,0.703424849418686,28556,FALSE
"ILLINOIS",2024,17187,"HE",0.303897598159068,0.695670933410039,6953,0.302375500858615,0.692186605609617,6988,FALSE
"ILLINOIS",2024,17197,"HE",0.523837891112331,0.475978092719198,320624,0.523061351603862,0.475272500778574,321100,FALSE
"ILLINOIS",2024,17201,"HE",0.307488919015066,0.692434163085177,104007,0.304378033691824,0.685428761777862,105070,FALSE
"ILLINOIS",2024,17203,"HE",0,0.999663205164187,17815,0,0.981644802116635,18142,FALSE
