year,state_po,off_dem,off_rep,off_sum,off_total,our_dem,our_rep,our_total,n_counties,rel_dem,rel_rep,rel_tot,s_dem,s_rep,s_tot
2016,AZ,1031245,1359267,2530730,2530730,1031241,1359258,2547042,15,-3.878806685123322e-6,-6.6212156993438375e-6,0.006445571040766893,ok (<0.05%),ok (<0.05%),check (0.5-2%)
2016,CA,12244176,0,12244176,12244176,12238288,0,12238288,58,-4.8088168611754684e-4,0,-4.8088168611754684e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2016,CO,1370710,1215318,2743029,2743029,1370710,1215318,2743029,64,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2016,CT,1008714,552621,1596264,1596276,1008526,552621,1596051,8,-1.8637592023110615e-4,0,-1.4095306826639002e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2016,FL,4122088,4835191,9301820,9301820,4122074,4835185,9315264,67,-3.396337002024217e-6,-1.2409023759350976e-6,0.0014453085525198296,ok (<0.05%),ok (<0.05%),small (<0.5%)
2016,GA,1599726,2135806,3898605,3898605,1599726,2135806,3898605,159,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2016,IA,549460,926007,1539351,1541036,549460,926007,1541036,99,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2016,ID,188249,449017,678943,678943,188249,449017,678891,44,0,0,-7.658964007287798e-5,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2016,IL,3012940,2184692,5491878,5491878,3019553,2184692,5497852,102,0.002194866144032075,0,0.0010877881846610576,small (<0.5%),ok (<0.05%),small (<0.5%)
2016,IN,1158947,1423991,2732546,2732546,1157692,1423012,2730590,92,-0.0010828795449662496,-6.875043451819569e-4,-7.158159460078623e-4,small (<0.5%),small (<0.5%),small (<0.5%)
2016,KS,379740,732376,1177922,1177922,379744,732378,1178501,105,1.0533522936746195e-5,2.7308377117764644e-6,4.915435826820452e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2016,KY,813246,1090177,1903465,1903465,813164,1090077,1903613,120,-1.008304990125989e-4,-9.172822394895508e-5,7.7752940033045e-5,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2016,LA,347816,536191,884007,884007,695288,1185889,1933635,64,0.9990109713181682,1.2116913562517835,1.1873525888369663,BAD (>=2%),BAD (>=2%),BAD (>=2%)
2016,MD,1659907,972557,2722939,2726170,1660027,972099,2725672,24,7.229320678809113e-5,-4.709235551232473e-4,-1.8267386113118405e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2016,MO,1300200,1378458,2802641,2802641,1200098,1354410,2673937,115,-0.0769896938932472,-0.017445580496467793,-0.0459223996223562,BAD (>=2%),check (0.5-2%),BAD (>=2%)
2016,NC,2128165,2395376,4691133,4691133,2128165,2395376,4691133,100,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2016,ND,58116,268788,342135,342501,58116,268788,342501,53,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2016,NH,354649,353632,738620,739140,244747,270015,536712,10,-0.3098894963752894,-0.2364520179169306,-0.27386963227534705,BAD (>=2%),BAD (>=2%),BAD (>=2%)
2016,NV,521994,495079,1108294,1108294,521869,494833,1107900,17,-2.3946635401939485e-4,-4.968903952702498e-4,-3.5550133809259996e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2016,NY,5221945,2009355,7392833,7396305,5196132,1990527,7349821,61,-0.0049431773027100055,-0.00937017102503042,-0.0062847597550398475,small (<0.5%),check (0.5-2%),check (0.5-2%)
2016,OH,1996908,3118567,5374164,5374164,1996908,3118567,5374164,88,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2016,OK,355911,980892,1448047,1448047,355911,980892,1448047,77,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2016,OR,1105119,651106,1950420,1952478,1105119,651106,1952477,36,0,0,-5.121696633713671e-7,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2016,PA,2865012,2951702,6051856,6058511,2865009,2951706,6051857,67,-1.0471160330218513e-6,1.355150350543517e-6,-0.001098289662261899,ok (<0.05%),ok (<0.05%),small (<0.5%)
2016,SC,757022,1241609,2048036,2049893,704540,1241609,1972581,46,-0.06932691520193601,0,-0.03771513927800134,BAD (>=2%),ok (<0.05%),BAD (>=2%)
2016,SD,104140,265516,369656,369656,104125,265494,369619,66,-1.4403687343960054e-4,-8.285753024299854e-5,-1.0009305949315039e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2016,UT,301860,760241,1115608,1115608,302336,760493,1119261,29,0.0015768899489829722,3.314738352706576e-4,0.0032744476554488673,small (<0.5%),ok (<0.05%),small (<0.5%)
2016,VT,192243,103637,313641,313809,192243,103637,313809,14,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2016,WA,1913979,1329338,3243317,3243317,1913186,1328264,3241450,39,-4.1432011531996953e-4,-8.079209350819732e-4,-5.75645242201117e-4,ok (<0.05%),small (<0.5%),small (<0.5%)
2016,WI,1380335,1479471,2947345,2948741,1380335,1479479,2948741,72,0,5.407338163438148e-6,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,AZ,1191100,1135200,2384308,2384308,1191100,1135200,2387543,15,0,0,0.0013567877975496454,ok (<0.05%),ok (<0.05%),small (<0.5%)
2018,CA,11113364,0,11113364,11113364,11113364,0,11113364,58,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,CT,825579,545717,1386840,1386840,825579,545717,1386826,8,0,0,-1.0094891984655765e-5,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,DE,217385,137127,362606,362606,71957,77601,152294,3,-0.668988200657819,-0.4340939421120567,-0.5800014340634186,BAD (>=2%),BAD (>=2%),BAD (>=2%)
2018,FL,4089472,4099505,8190005,8190005,4088007,4099038,8211517,67,-3.5823695577326365e-4,-1.1391619232078019e-4,0.002626616223067019,ok (<0.05%),ok (<0.05%),small (<0.5%)
2018,IN,1023553,1158000,2282565,2282565,1023553,1158000,2282565,92,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,MA,1633371,979210,2707090,2707090,1633371,979210,2707090,14,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,MD,1491614,697017,2298239,2299889,1491614,697017,2299889,24,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,ME,66268,223502,634409,634409,65570,223253,631987,16,-0.010532987263837749,-0.001114083990299863,-0.0038177264193919066,check (0.5-2%),small (<0.5%),small (<0.5%)
2018,MI,2214478,1938818,4237271,4237271,2214478,1938818,4237287,83,0,0,3.776015270205753e-6,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,MN,1566174,940437,2596007,2596879,1566174,940437,2596879,87,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,MO,1112935,1254927,2442289,2442289,1112944,1254942,2442315,116,8.086725639862166e-6,1.1952886502561504e-5,1.064575076905313e-5,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,MS,369567,547619,936215,936215,369567,553667,936215,82,0,0.01104417487340651,0,ok (<0.05%),check (0.5-2%),ok (<0.05%)
2018,MT,253876,235963,504384,504384,253876,235963,504384,56,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,ND,144376,179720,324096,326138,144376,179720,326138,53,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,NE,269917,403151,698417,698883,269917,403151,698417,93,0,0,-6.667782733304431e-4,ok (<0.05%),ok (<0.05%),small (<0.5%)
2018,NJ,1711654,1357355,3169310,3169310,1684391,1340763,3127554,21,-0.015927868599611837,-0.012223773441730425,-0.013175107515515996,check (0.5-2%),check (0.5-2%),check (0.5-2%)
2018,NM,376998,212813,697012,697012,376998,212813,697012,33,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,NV,490071,441202,972132,972132,490071,441202,972132,17,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,NY,4056931,1998220,6055151,6059023,4051458,1992647,6045540,62,-0.0013490493183147556,-0.002788982194152796,-0.002225276253283739,small (<0.5%),small (<0.5%),small (<0.5%)
2018,OH,2358508,2057559,4417084,4417084,2358508,2057559,4416067,88,0,0,-2.3024239520914703e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,PA,2792437,2134848,5009400,5010968,2792615,2135149,5009890,67,6.374360460056932e-5,1.409936445123962e-4,-2.1512809501078435e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,RI,231477,144421,376020,376738,231338,144418,376596,5,-6.0049162551787e-4,-2.077260232237694e-5,-3.769197691764568e-4,small (<0.5%),ok (<0.05%),ok (<0.05%)
2018,TN,985450,1227483,2243740,2243740,985450,1227483,2243740,95,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,TX,4045632,4260553,8371655,8371655,4044073,4259630,8369175,254,-3.8535388290383306e-4,-2.166385443391973e-4,-2.962377212152197e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,UT,328541,665215,1062897,1062897,328537,665093,1064354,29,-1.2175040558103858e-5,-1.8339935208917416e-4,0.0013707819290109955,ok (<0.05%),ok (<0.05%),small (<0.5%)
2018,VA,1910370,1374313,3346248,3351757,1910370,1374313,3351757,133,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,VT,0,74815,272343,272624,0,74815,272624,14,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,WA,1803364,1282804,3086168,3086168,1802779,1282006,3086786,39,-3.2439374413595926e-4,-6.220747674625274e-4,2.0024833385609596e-4,ok (<0.05%),small (<0.5%),ok (<0.05%)
2018,WI,1472914,1184885,2657841,2660763,1472914,1184885,2657841,72,0,0,-0.0010981812359838136,ok (<0.05%),ok (<0.05%),small (<0.5%)
2018,WV,290510,271113,586034,586034,290510,271113,586034,55,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2018,WY,61227,136210,203095,203420,61227,136210,203420,23,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,AL,920478,1392076,2312554,2316445,920478,1392076,2316445,67,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,AR,0,793871,1193261,1193261,0,793871,1193261,75,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,CO,1731114,1429492,3235790,3235790,1731114,1429492,3235790,64,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,DE,291804,186054,490935,490935,291804,186054,490935,3,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,GA,2269923,2214979,4484902,4484902,2374519,2462617,4952175,159,0.0460790960750651,0.11180151143645155,0.10418800678364878,BAD (>=2%),BAD (>=2%),BAD (>=2%)
2020,IA,754859,864997,1670617,1671828,754859,864997,1671828,99,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,ID,285864,538446,859827,859827,285864,538446,859827,44,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,IL,3278930,2319870,5968901,5968901,3278930,2319870,5970891,102,0,0,3.3339470699882606e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,KS,571530,727962,1367755,1367755,571530,727962,1368211,105,0,0,3.333930418825009e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,KY,816257,1233315,2135057,2135057,816042,1233055,2134446,120,-2.633974348765156e-4,-2.108139445316079e-4,-2.861750295191182e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,LA,730989,1267291,2071543,2071543,730989,1267291,2071543,64,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,MA,2357809,1177765,3564136,3564136,2357809,1198899,3564136,14,0,0.017944156941325305,0,ok (<0.05%),check (0.5-2%),ok (<0.05%)
2020,ME,347223,417645,818955,819183,343155,416556,813535,16,-0.011715813756577185,-0.0026074776424954206,-0.006894674327958466,check (0.5-2%),small (<0.5%),check (0.5-2%)
2020,MI,2734568,2642233,5479720,5479720,2734610,2642291,5479820,83,1.535891592383148e-5,2.19511299722621e-5,1.824910761863745e-5,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,MN,1566522,1398145,3212027,3214256,1566522,1398145,3214256,87,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,MS,578691,709511,1311354,1311354,578691,709511,1311354,82,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,MT,272463,333174,605637,605637,272463,333174,605637,56,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,NC,2569965,2665598,5474952,5474952,2569965,2665598,5474952,100,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,NE,227191,583507,924224,930012,227191,583507,865813,93,0,0,-0.0690302920822527,ok (<0.05%),ok (<0.05%),BAD (>=2%)
2020,NH,450778,326229,795428,795914,450778,326229,795914,10,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,NJ,2541239,1817091,4440540,4440540,2541239,1817091,4440540,21,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,NM,474483,418483,917237,917237,474452,418472,916215,33,-6.533426908867125e-5,-2.628541661190538e-5,-0.0011142158460681372,ok (<0.05%),ok (<0.05%),small (<0.5%)
2020,OK,509763,979140,1556361,1556361,509763,979140,1556361,77,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,OR,1321047,912814,2318847,2321249,1321047,912814,2321249,36,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,RI,328574,164855,493429,494262,327427,164774,493034,5,-0.003490842245582426,-4.913408753146705e-4,-0.0024845122627270557,small (<0.5%),ok (<0.05%),small (<0.5%)
2020,SC,1110828,1369137,2512810,2515104,1110828,1369137,2515104,46,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,SD,143987,276232,420219,420219,143987,276232,420219,66,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,TN,1040691,1840926,2959761,2959761,1040691,1840926,2959761,95,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,TX,4888764,5962983,11144040,11144040,4887315,5961643,11140334,254,-2.963939351541617e-4,-2.2471974178024656e-4,-3.325544416567062e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,VA,2466500,1934199,4400699,4405087,2466500,1934199,4406114,133,0,0,2.331395497977679e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,WV,210309,547454,778918,778918,210309,547454,778918,55,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2020,WY,73766,198100,271866,272937,72766,198100,271937,23,-0.013556380988531302,0,-0.003663849166657507,check (0.5-2%),ok (<0.05%),small (<0.5%)
2022,AL,436746,942154,1411779,1414238,436746,942154,1414238,67,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,AR,280187,592437,901306,901306,277906,590508,897030,74,-0.008140991552070582,-0.003256042414636493,-0.004744226711017124,check (0.5-2%),small (<0.5%),small (<0.5%)
2022,AZ,1322027,1196308,2572294,2572294,1321911,1196308,2574380,15,-8.774404758753036e-5,0,8.109492927324793e-4,ok (<0.05%),ok (<0.05%),small (<0.5%)
2022,CO,1397170,1031693,2500201,2500201,1397170,1031693,2500201,64,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,CT,723864,535943,1259887,1259887,723863,535943,1259886,8,-1.3814749731993856e-6,0,-7.937219766534618e-7,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,FL,3201522,4474847,7758014,7758014,3201522,4474846,7761093,67,0,-2.2347132762304498e-7,3.968799231349673e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,GA,1820633,1721244,3541877,3541877,1820633,1721244,3541877,159,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,IA,533330,681501,1214831,1216646,533330,681501,1216646,99,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,ID,169808,358539,590890,590890,169388,357111,588918,43,-0.002473381701686611,-0.003982830319714173,-0.003337338590939092,small (<0.5%),small (<0.5%),small (<0.5%)
2022,IL,2329136,1701055,4098896,4098896,2329136,1701055,4100287,102,0,0,3.393596714822723e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,IN,704480,1090390,1860154,1860154,704411,1090165,1859851,92,-9.794458323870089e-5,-2.0634818734581204e-4,-1.6288973923664384e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,KS,372214,602976,1004956,1004956,372211,602971,1004948,105,-8.059879531667266e-6,-8.292204001485963e-6,-7.96054752645887e-6,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,KY,564311,913326,1477830,1477830,564231,913257,1477622,120,-1.4176579935532002e-4,-7.554805184567175e-5,-1.4074690593640675e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,LA,481065,876843,1383290,1383290,481065,876843,1383290,64,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,MD,1316897,682293,1999613,2002336,1317231,682293,2002336,24,2.536265174877003e-4,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,MO,872694,1146966,2069130,2069130,872346,1146224,2068008,116,-3.9876520292336147e-4,-6.469241459642222e-4,-5.422568905771991e-4,ok (<0.05%),small (<0.5%),small (<0.5%)
2022,NC,1784049,1905786,3771546,3773924,1783875,1905603,3773555,100,-9.753095346596422e-5,-9.602337303348855e-5,-9.777621382942528e-5,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,ND,59995,135474,239875,240140,59995,135474,240140,53,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,NH,332490,275631,620511,620975,332193,275928,620975,10,-8.93259947667599e-4,0.0010775275640258172,0,small (<0.5%),small (<0.5%),ok (<0.05%)
2022,NV,498316,490388,1020850,1020850,498188,490159,1020481,17,-2.568651217299866e-4,-4.6697716909875446e-4,-3.614634863104276e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,NY,3320561,2501151,5848556,5852707,3322583,2505946,5859120,61,6.089332495322326e-4,0.0019171173591678392,0.0010957322825147406,small (<0.5%),small (<0.5%),small (<0.5%)
2022,OH,1939489,2192114,4133342,4133342,1939489,2192114,4133342,88,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,OK,369370,739960,1150732,1150732,369370,739960,1150732,77,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,OR,1076424,788991,1925752,1927949,1076424,788985,1927926,36,0,-7.604649482693719e-6,-1.192977615071768e-5,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,PA,2751012,2487260,5368021,5375885,2750317,2487091,5366638,67,-2.52634303303657e-4,-6.79462541109494e-5,-0.0017200888783893257,ok (<0.05%),ok (<0.05%),small (<0.5%)
2022,SC,627616,1066274,1693890,1695702,629908,1070031,1701756,46,0.0036519145464742773,0.003523484582762029,0.0035702027832720607,small (<0.5%),small (<0.5%),small (<0.5%)
2022,SD,91007,242316,348020,348020,91007,242316,348020,66,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,UT,0,571974,1076068,1076068,0,571830,1076540,29,0,-2.517596953707686e-4,4.386339896735151e-4,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,VT,196575,80468,286488,287100,196582,80507,287077,14,3.5609818135571664e-5,4.846647114380872e-4,-8.011145942180425e-5,ok (<0.05%),ok (<0.05%),ok (<0.05%)
2022,WA,1741827,1299322,3041149,3047900,1741255,1297894,3039149,39,-3.28390821820996e-4,-0.001099034727342414,-0.0028711571901965287,ok (<0.05%),small (<0.5%),small (<0.5%)
2022,WI,1310467,1337185,2647719,2652477,1310467,1337185,2652477,72,0,0,0,ok (<0.05%),ok (<0.05%),ok (<0.05%)
