"state","year","cty_fips","sample","demovote","repuvote","totalvote","o_dem","o_rep","o_tot","same"
"INDIANA",2024,18003,"HE",0.40072522058269,0.569002790276765,159124,0.400579211217349,0.568795466824138,159182,FALSE
"INDIANA",2024,18007,"HE",0.208704504963095,0.748282005599389,3929,0.208757637474542,0.748217922606925,3928,FALSE
"INDIANA",2024,18009,"HE",0.229166666666667,0.704826732673267,4848,0.228977741137675,0.704245671887881,4852,FALSE
"INDIANA",2024,18011,"HE",0.35724006881853,0.602213491513237,38943,0.357148358277925,0.60205889148461,38953,FALSE
"INDIANA",2024,18013,"HE",0.315869488948661,0.64390129809379,8551,0.315795627265287,0.643750730737753,8553,FALSE
"INDIANA",2024,18015,"HE",0.206607064980375,0.753161796772787,9172,0.206584541589447,0.753079690395727,9173,FALSE
"INDIANA",2024,18017,"HE",0.254232445174655,0.699692835202514,13999,0.218897903989182,0.74053414469236,5916,FALSE
"INDIANA",2024,18021,"HE",0.193509718297799,0.776607586265947,11679,0.193476585908741,0.776474616899238,11681,FALSE
"INDIANA",2024,18027,"HE",0.161031466955189,0.809214678568209,11091,0.161016949152542,0.809141723764876,11092,FALSE
"INDIANA",2024,18033,"HE",0.240586103671026,0.722598603014548,19041,0.24054820415879,0.7224847721067,19044,FALSE
"INDIANA",2024,18037,"HE",0.249012045898205,0.71480264724087,21003,0.248988528725784,0.714646104050645,21009,FALSE
"INDIANA",2024,18059,"HE",0.303814399704811,0.637470596374706,43362,0.303639338972503,0.637103279784267,43387,FALSE
"INDIANA",2024,18063,"HE",0.345404107629343,0.614925298866732,80387,0.345339668167459,0.614810576851322,160804,FALSE
"INDIANA",2024,18073,"HE",0.203782068235916,0.760777572070881,15124,0.203741653996166,0.760626693990877,15127,FALSE
"INDIANA",2024,18091,"HE",0.442935373114868,0.528640966578295,46018,0.442868006518197,0.528560564910375,46025,FALSE
"INDIANA",2024,18093,"HE",0.214166748309983,0.75521700793573,20414,0.214145768025078,0.75514302507837,20416,FALSE
"INDIANA",2024,18099,"HE",0.258184290346198,0.715824704528815,19122,0.258116798243321,0.715637580383751,19127,FALSE
"INDIANA",2024,18103,"HE",0.227323795970339,0.729683169800015,13351,0.227272727272727,0.729519245169987,13354,FALSE
"INDIANA",2024,18105,"HE",0.603420768214647,0.371240843354892,58291,0.643935416119716,0.327776319243896,15236,FALSE
"INDIANA",2024,18113,"HE",0.222646866127976,0.736077746232802,18316,0.222622557047713,0.735997379626597,18318,FALSE
"INDIANA",2024,18119,"HE",0.226779124934106,0.723879810226674,9485,0.226755218216319,0.723803499894581,9486,FALSE
"INDIANA",2024,18123,"HE",0.334013442150744,0.648583773403745,8332,0.334093363734549,0.64850594023761,8333,FALSE
"INDIANA",2024,18127,"HE",0.475052754982415,0.507807737397421,85300,0.474863477629081,0.50760540933274,85334,FALSE
"INDIANA",2024,18131,"HE",0.216289592760181,0.747149321266968,5525,0.216446295960877,0.746966129324398,5521,FALSE
"INDIANA",2024,18135,"HE",0.216210860087198,0.746630994847404,10092,0.216189438224512,0.746557019716635,10093,FALSE
"INDIANA",2024,18141,"HE",0.477451511340793,0.500160634460222,108943,0.477451511340793,0.500160634460222,217886,FALSE
"INDIANA",2024,18143,"HE",0.246358183376178,0.730077120822622,9336,0.246305418719212,0.72992075390876,9338,FALSE
"INDIANA",2024,18145,"HE",0.242816091954023,0.702639421030226,18792,0.242803171393604,0.702602032671739,18793,FALSE
"INDIANA",2024,18149,"HE",0.239610519975908,0.725255972696246,9962,0.239562424729024,0.725110397430751,9964,FALSE
"INDIANA",2024,18151,"HE",0.271909827760892,0.695858662613982,15792,0.27188093730209,0.695820139328689,15790,FALSE
"INDIANA",2024,18157,"HE",0.448092678922669,0.507751637833568,64567,0.448016352318127,0.507665149121992,64578,FALSE
"INDIANA",2024,18159,"HE",0.225273295158771,0.700676730869339,7684,0.225185377910758,0.700403278262001,7687,FALSE
"INDIANA",2024,18161,"HE",0.199407407407407,0.762074074074074,3375,0.198932700859769,0.762525941298547,3373,FALSE
"INDIANA",2024,18165,"HE",0.270207517051226,0.696705848207807,6891,0.270168311085316,0.696604759141033,6892,FALSE
"INDIANA",2024,18169,"HE",0.237427681352915,0.723038124907284,13482,0.237410071942446,0.722984498998739,13483,FALSE
"INDIANA",2024,18171,"HE",0.186041137046453,0.783683845620522,4327,0.186213277816331,0.783483691880638,4323,FALSE
"INDIANA",2024,18173,"HE",0.314307102086647,0.664327375939615,32061,0.314896939412867,0.664303560274828,32020,FALSE
"INDIANA",2024,18181,"HE",0.224961197845339,0.729389208436045,10953,0.224940660945773,0.729322621873288,10954,FALSE
