year,state_po,check,official,ours,diff,rel,n_counties,status
2000,MA,cand:Gore,1616487,1616487,0,0,NA,ok (<0.05%)
2000,MD,cand:Bush,813797,813797,0,0,NA,ok (<0.05%)
2000,MD,cand:Gore,1140782,1145782,5000,0.004382958356636062,NA,small (<0.5%)
2000,ME,cand:Bush,286616,286616,0,0,NA,ok (<0.05%)
2000,ME,cand:Gore,319951,319951,0,0,NA,ok (<0.05%)
2000,MI,cand:Bush,1953139,1953139,0,0,NA,ok (<0.05%)
2000,MI,cand:Gore,2170418,2170418,0,0,NA,ok (<0.05%)
2000,MN,cand:Bush,1109659,1109659,0,0,NA,ok (<0.05%)
2000,MN,cand:Gore,1168266,1168266,0,0,NA,ok (<0.05%)
2000,MO,cand:Bush,1189924,1189924,0,0,NA,ok (<0.05%)
2000,MO,cand:Gore,1111138,1111138,0,0,NA,ok (<0.05%)
2000,MS,cand:Bush,572844,573230,386,6.738309208091557e-4,NA,small (<0.5%)
2000,MS,cand:Gore,404614,404964,350,8.650219715580776e-4,NA,small (<0.5%)
2000,MT,cand:Bush,240178,240178,0,0,NA,ok (<0.05%)
2000,MT,cand:Gore,137126,137126,0,0,NA,ok (<0.05%)
2000,NC,cand:Bush,1631163,1631163,0,0,NA,ok (<0.05%)
2000,NC,cand:Gore,1257692,1257692,0,0,NA,ok (<0.05%)
2000,ND,cand:Bush,174852,174852,0,0,NA,ok (<0.05%)
2000,ND,cand:Gore,95284,95284,0,0,NA,ok (<0.05%)
2000,NE,cand:Bush,433862,433862,0,0,NA,ok (<0.05%)
2000,NE,cand:Gore,231780,231780,0,0,NA,ok (<0.05%)
2000,NH,cand:Bush,273559,273559,0,0,NA,ok (<0.05%)
2000,NH,cand:Gore,266348,266348,0,0,NA,ok (<0.05%)
2000,NJ,cand:Bush,1284173,1284173,0,0,NA,ok (<0.05%)
2000,NJ,cand:Gore,1788850,1788850,0,0,NA,ok (<0.05%)
2000,NM,cand:Bush,286417,286417,0,0,NA,ok (<0.05%)
2000,NM,cand:Gore,286783,286783,0,0,NA,ok (<0.05%)
2000,NV,cand:Bush,301575,301575,0,0,NA,ok (<0.05%)
2000,NV,cand:Gore,279978,279978,0,0,NA,ok (<0.05%)
2000,NY,cand:Bush,2403374,2403374,0,0,NA,ok (<0.05%)
2000,NY,cand:Gore,4107697,4107697,0,0,NA,ok (<0.05%)
2000,OH,cand:Bush,2350363,2351209,846,3.599444000777752e-4,NA,ok (<0.05%)
2000,OH,cand:Gore,2183628,2186190,2562,0.0011732767669218383,NA,small (<0.5%)
2000,OK,cand:Bush,744337,744337,0,0,NA,ok (<0.05%)
2000,OK,cand:Gore,474276,474276,0,0,NA,ok (<0.05%)
2000,OR,cand:Bush,713577,713577,0,0,NA,ok (<0.05%)
2000,OR,cand:Gore,720342,720342,0,0,NA,ok (<0.05%)
2000,PA,cand:Bush,2281127,2281127,0,0,NA,ok (<0.05%)
2000,PA,cand:Gore,2485967,2485967,0,0,NA,ok (<0.05%)
2000,RI,cand:Bush,130555,130555,0,0,NA,ok (<0.05%)
2000,RI,cand:Gore,249508,249508,0,0,NA,ok (<0.05%)
2000,SC,cand:Bush,785937,786426,489,6.221872745525405e-4,NA,small (<0.5%)
2000,SC,cand:Gore,565561,566039,478,8.451785041755001e-4,NA,small (<0.5%)
2000,SD,cand:Bush,190700,190700,0,0,NA,ok (<0.05%)
2000,SD,cand:Gore,118804,118804,0,0,NA,ok (<0.05%)
2000,TN,cand:Bush,1061949,1061949,0,0,NA,ok (<0.05%)
2000,TN,cand:Gore,981720,981720,0,0,NA,ok (<0.05%)
2000,TX,cand:Bush,3799639,3799639,0,0,NA,ok (<0.05%)
2000,TX,cand:Gore,2433746,2433746,0,0,NA,ok (<0.05%)
2000,UT,cand:Bush,515096,515096,0,0,NA,ok (<0.05%)
2000,UT,cand:Gore,203053,203053,0,0,NA,ok (<0.05%)
2000,VA,cand:Bush,1437490,1436877,-613,-4.2643774913216786e-4,NA,ok (<0.05%)
2000,VA,cand:Gore,1217290,1216422,-868,-7.130593367233773e-4,NA,small (<0.5%)
2000,VT,cand:Bush,119775,119775,0,0,NA,ok (<0.05%)
2000,VT,cand:Gore,149022,149022,0,0,NA,ok (<0.05%)
2000,WA,cand:Bush,1108864,1108864,0,0,NA,ok (<0.05%)
2000,WA,cand:Gore,1247652,1247652,0,0,NA,ok (<0.05%)
2000,WI,cand:Bush,1237279,1237279,0,0,NA,ok (<0.05%)
2000,WI,cand:Gore,1242987,1242987,0,0,NA,ok (<0.05%)
2000,WV,cand:Bush,336475,336475,0,0,NA,ok (<0.05%)
2000,WV,cand:Gore,295497,295497,0,0,NA,ok (<0.05%)
2000,WY,cand:Bush,147947,147947,0,0,NA,ok (<0.05%)
2000,WY,cand:Gore,60481,60481,0,0,NA,ok (<0.05%)
2004,AL,cand:Bush,1176394,1176394,0,0,NA,ok (<0.05%)
2004,AL,cand:Kerry,693933,693933,0,0,NA,ok (<0.05%)
2004,AR,cand:Bush,572898,572770,-128,-2.2342546142594319e-4,NA,ok (<0.05%)
2004,AR,cand:Kerry,469953,468631,-1322,-0.002813047262173026,NA,small (<0.5%)
2004,AZ,cand:Bush,1104294,1104294,0,0,NA,ok (<0.05%)
2004,AZ,cand:Kerry,893524,893524,0,0,NA,ok (<0.05%)
2004,CA,cand:Bush,5509826,5501496,-8330,-0.0015118444756694676,NA,small (<0.5%)
2004,CA,cand:Kerry,6745485,6737355,-8130,-0.0012052506231946258,NA,small (<0.5%)
2004,CO,cand:Bush,1101255,1101255,0,0,NA,ok (<0.05%)
2004,CO,cand:Kerry,1001732,1001732,0,0,NA,ok (<0.05%)
2004,CT,cand:Bush,693826,693826,0,0,NA,ok (<0.05%)
2004,CT,cand:Kerry,857488,857488,0,0,NA,ok (<0.05%)
2004,DE,cand:Bush,171660,171651,-9,-5.2429220552254454e-5,NA,ok (<0.05%)
2004,DE,cand:Kerry,200152,200141,-11,-5.495823174387466e-5,NA,ok (<0.05%)
2004,FL,cand:Bush,3964522,3964522,0,0,NA,ok (<0.05%)
2004,FL,cand:Kerry,3583544,3583544,0,0,NA,ok (<0.05%)
2004,GA,cand:Bush,1914254,1914254,0,0,NA,ok (<0.05%)
2004,GA,cand:Kerry,1366149,1366149,0,0,NA,ok (<0.05%)
2004,IA,cand:Bush,751957,751957,0,0,NA,ok (<0.05%)
2004,IA,cand:Kerry,741898,741898,0,0,NA,ok (<0.05%)
2004,ID,cand:Bush,409235,409235,0,0,NA,ok (<0.05%)
2004,ID,cand:Kerry,181098,181098,0,0,NA,ok (<0.05%)
2004,IL,cand:Bush,2345946,2346608,662,2.8218893359011673e-4,NA,ok (<0.05%)
2004,IL,cand:Kerry,2891550,2891989,439,1.5182168733032455e-4,NA,ok (<0.05%)
2004,IN,cand:Bush,1479438,1479438,0,0,NA,ok (<0.05%)
2004,IN,cand:Kerry,969011,969011,0,0,NA,ok (<0.05%)
2004,KS,cand:Bush,736456,736456,0,0,NA,ok (<0.05%)
2004,KS,cand:Kerry,434993,434993,0,0,NA,ok (<0.05%)
2004,KY,cand:Bush,1069439,1069439,0,0,NA,ok (<0.05%)
2004,KY,cand:Kerry,712733,712733,0,0,NA,ok (<0.05%)
2004,LA,cand:Bush,1102169,1102169,0,0,NA,ok (<0.05%)
2004,LA,cand:Kerry,820299,820299,0,0,NA,ok (<0.05%)
2004,MA,cand:Bush,1071109,1071109,0,0,NA,ok (<0.05%)
2004,MA,cand:Kerry,1803800,1803800,0,0,NA,ok (<0.05%)
2004,MD,cand:Bush,1024703,1024703,0,0,NA,ok (<0.05%)
2004,MD,cand:Kerry,1334493,1334493,0,0,NA,ok (<0.05%)
2004,ME,cand:Bush,330201,330201,0,0,NA,ok (<0.05%)
2004,ME,cand:Kerry,396842,396842,0,0,NA,ok (<0.05%)
2004,MI,cand:Bush,2313746,2313746,0,0,NA,ok (<0.05%)
2004,MI,cand:Kerry,2479183,2479183,0,0,NA,ok (<0.05%)
2004,MN,cand:Bush,1346695,1346451,-244,-1.81184306765823e-4,NA,ok (<0.05%)
2004,MO,cand:Bush,1455713,1455713,0,0,NA,ok (<0.05%)
2004,MO,cand:Kerry,1259171,1259171,0,0,NA,ok (<0.05%)
2004,MS,cand:Bush,684981,684981,0,0,NA,ok (<0.05%)
2004,MS,cand:Kerry,458094,458094,0,0,NA,ok (<0.05%)
2004,MT,cand:Bush,266063,266063,0,0,NA,ok (<0.05%)
2004,MT,cand:Kerry,173710,173710,0,0,NA,ok (<0.05%)
2004,NC,cand:Bush,1961166,1961166,0,0,NA,ok (<0.05%)
2004,NC,cand:Kerry,1525849,1525849,0,0,NA,ok (<0.05%)
2004,ND,cand:Bush,196651,196651,0,0,NA,ok (<0.05%)
2004,NE,cand:Bush,512814,512814,0,0,NA,ok (<0.05%)
2004,NE,cand:Kerry,254328,254328,0,0,NA,ok (<0.05%)
2004,NH,cand:Bush,331237,331237,0,0,NA,ok (<0.05%)
2004,NH,cand:Kerry,340511,340511,0,0,NA,ok (<0.05%)
2004,NJ,cand:Bush,1670003,1668003,-2000,-0.0011976026390371755,NA,small (<0.5%)
2004,NJ,cand:Kerry,1911430,1911430,0,0,NA,ok (<0.05%)
2004,NM,cand:Bush,376930,376930,0,0,NA,ok (<0.05%)
2004,NM,cand:Kerry,370942,370942,0,0,NA,ok (<0.05%)
2004,NV,cand:Bush,418690,418690,0,0,NA,ok (<0.05%)
2004,NV,cand:Kerry,397190,397190,0,0,NA,ok (<0.05%)
2004,OH,cand:Bush,2859768,2858727,-1041,-3.6401554251953307e-4,NA,ok (<0.05%)
2004,OH,cand:Kerry,2741167,2739952,-1215,-4.432418747197818e-4,NA,ok (<0.05%)
2004,OK,cand:Bush,959792,959792,0,0,NA,ok (<0.05%)
2004,OK,cand:Kerry,503966,503966,0,0,NA,ok (<0.05%)
2004,OR,cand:Bush,866831,866831,0,0,NA,ok (<0.05%)
2004,OR,cand:Kerry,943163,943163,0,0,NA,ok (<0.05%)
2004,PA,cand:Bush,2793847,2793847,0,0,NA,ok (<0.05%)
2004,PA,cand:Kerry,2938095,2938095,0,0,NA,ok (<0.05%)
2004,RI,cand:Bush,169055,169046,-9,-5.3237112182425837e-5,NA,ok (<0.05%)
2004,RI,cand:Kerry,259765,259760,-5,-1.9248166612130196e-5,NA,ok (<0.05%)
2004,SC,cand:Bush,937974,937974,0,0,NA,ok (<0.05%)
2004,SC,cand:Kerry,661699,661699,0,0,NA,ok (<0.05%)
2004,SD,cand:Bush,232584,232584,0,0,NA,ok (<0.05%)
2004,SD,cand:Kerry,149244,149244,0,0,NA,ok (<0.05%)
2004,TN,cand:Bush,1384375,1381225,-3150,-0.0022753950338600453,NA,small (<0.5%)
2004,TN,cand:Kerry,1036477,1032910,-3567,-0.00344146565722153,NA,small (<0.5%)
2004,TX,cand:Bush,4526917,4526917,0,0,NA,ok (<0.05%)
2004,TX,cand:Kerry,2832704,2832704,0,0,NA,ok (<0.05%)
2004,UT,cand:Bush,663742,663742,0,0,NA,ok (<0.05%)
2004,UT,cand:Kerry,241199,241199,0,0,NA,ok (<0.05%)
2004,VA,cand:Bush,1716959,1716959,0,0,NA,ok (<0.05%)
2004,VA,cand:Kerry,1454742,1454742,0,0,NA,ok (<0.05%)
2004,VT,cand:Bush,121180,121180,0,0,NA,ok (<0.05%)
2004,VT,cand:Kerry,184067,184067,0,0,NA,ok (<0.05%)
2004,WA,cand:Bush,1304894,1304894,0,0,NA,ok (<0.05%)
2004,WA,cand:Kerry,1510201,1510201,0,0,NA,ok (<0.05%)
2004,WI,cand:Bush,1478120,1478120,0,0,NA,ok (<0.05%)
2004,WI,cand:Kerry,1489504,1489504,0,0,NA,ok (<0.05%)
2004,WV,cand:Bush,423778,423550,-228,-5.380175469231532e-4,NA,small (<0.5%)
2004,WV,cand:Kerry,326541,326541,0,0,NA,ok (<0.05%)
2004,WY,cand:Bush,167629,167629,0,0,NA,ok (<0.05%)
2004,WY,cand:Kerry,70776,70776,0,0,NA,ok (<0.05%)
2008,AL,cand:McCain,1266546,1266546,0,0,NA,ok (<0.05%)
2008,AL,cand:Obama,813479,813479,0,0,NA,ok (<0.05%)
2008,AR,cand:McCain,638017,638017,0,0,NA,ok (<0.05%)
2008,AR,cand:Obama,422310,422310,0,0,NA,ok (<0.05%)
2008,AZ,cand:McCain,1230111,1230111,0,0,NA,ok (<0.05%)
2008,AZ,cand:Obama,1034707,1034707,0,0,NA,ok (<0.05%)
2008,CA,cand:McCain,5011781,5011781,0,0,NA,ok (<0.05%)
2008,CA,cand:Obama,8274473,8274473,0,0,NA,ok (<0.05%)
2008,CO,cand:McCain,1073629,1073589,-40,-3.7256817764795845e-5,NA,ok (<0.05%)
2008,CO,cand:Obama,1288633,1288576,-57,-4.4232919690866215e-5,NA,ok (<0.05%)
2008,CT,cand:McCain,629428,628041,-1387,-0.002203588019598747,NA,small (<0.5%)
2008,CT,cand:Obama,997772,1000291,2519,0.002524624864197432,NA,small (<0.5%)
2008,DE,cand:McCain,152374,152374,0,0,NA,ok (<0.05%)
2008,DE,cand:Obama,255459,255459,0,0,NA,ok (<0.05%)
2008,FL,cand:McCain,4045624,4046212,588,1.4534222656381314e-4,NA,ok (<0.05%)
2008,FL,cand:Obama,4282074,4282366,292,6.819125498531787e-5,NA,ok (<0.05%)
2008,GA,cand:McCain,2048759,2048744,-15,-7.321505360074074e-6,NA,ok (<0.05%)
2008,GA,cand:Obama,1844123,1844137,14,7.591684502606388e-6,NA,ok (<0.05%)
2008,IA,cand:McCain,682379,682379,0,0,NA,ok (<0.05%)
2008,IA,cand:Obama,828940,828940,0,0,NA,ok (<0.05%)
2008,ID,cand:McCain,403012,403012,0,0,NA,ok (<0.05%)
2008,ID,cand:Obama,236440,236440,0,0,NA,ok (<0.05%)
2008,IL,cand:McCain,2031179,2031527,348,1.7132906553287525e-4,NA,ok (<0.05%)
2008,IL,cand:Obama,3419348,3419673,325,9.504735990604057e-5,NA,ok (<0.05%)
2008,IN,cand:McCain,1345648,1345648,0,0,NA,ok (<0.05%)
2008,IN,cand:Obama,1374039,1374039,0,0,NA,ok (<0.05%)
2008,KS,cand:McCain,699655,699655,0,0,NA,ok (<0.05%)
2008,KS,cand:Obama,514765,514765,0,0,NA,ok (<0.05%)
2008,KY,cand:McCain,1048462,1048462,0,0,NA,ok (<0.05%)
2008,KY,cand:Obama,751985,751985,0,0,NA,ok (<0.05%)
2008,LA,cand:McCain,1148275,1148015,-260,-2.2642659641636367e-4,NA,ok (<0.05%)
2008,LA,cand:Obama,782989,781574,-1415,-0.0018071773677535699,NA,small (<0.5%)
2008,MA,cand:McCain,1108854,1108885,31,2.7956791426102985e-5,NA,ok (<0.05%)
2008,MA,cand:Obama,1904097,1904103,6,3.1510999702221055e-6,NA,ok (<0.05%)
2008,MD,cand:McCain,959862,959862,0,0,NA,ok (<0.05%)
2008,MD,cand:Obama,1629467,1629467,0,0,NA,ok (<0.05%)
2008,ME,cand:McCain,295273,295273,0,0,NA,ok (<0.05%)
2008,ME,cand:Obama,421923,421923,0,0,NA,ok (<0.05%)
2008,MI,cand:McCain,2048639,2048639,0,0,NA,ok (<0.05%)
2008,MI,cand:Obama,2872579,2872579,0,0,NA,ok (<0.05%)
2008,MN,cand:McCain,1275409,1275409,0,0,NA,ok (<0.05%)
2008,MO,cand:McCain,1445814,1445814,0,0,NA,ok (<0.05%)
2008,MO,cand:Obama,1441911,1441911,0,0,NA,ok (<0.05%)
2008,MS,cand:McCain,724597,724497,-100,-1.3800774775495897e-4,NA,ok (<0.05%)
2008,MS,cand:Obama,554662,554662,0,0,NA,ok (<0.05%)
2008,MT,cand:McCain,242763,243860,1097,0.004518810527139638,NA,small (<0.5%)
2008,MT,cand:Obama,231667,232156,489,0.0021107883298009645,NA,small (<0.5%)
2008,NC,cand:McCain,2128474,2128474,0,0,NA,ok (<0.05%)
2008,NC,cand:Obama,2142651,2142651,0,0,NA,ok (<0.05%)
2008,ND,cand:McCain,168601,168601,0,0,NA,ok (<0.05%)
2008,NE,cand:McCain,452979,452979,0,0,NA,ok (<0.05%)
2008,NE,cand:Obama,333319,333319,0,0,NA,ok (<0.05%)
2008,NH,cand:McCain,316534,316534,0,0,NA,ok (<0.05%)
2008,NH,cand:Obama,384826,384826,0,0,NA,ok (<0.05%)
2008,NJ,cand:McCain,1613207,1613207,0,0,NA,ok (<0.05%)
2008,NJ,cand:Obama,2215422,2215422,0,0,NA,ok (<0.05%)
2008,NM,cand:McCain,346832,346832,0,0,NA,ok (<0.05%)
2008,NM,cand:Obama,472422,472422,0,0,NA,ok (<0.05%)
2008,NV,cand:McCain,412827,412827,0,0,NA,ok (<0.05%)
2008,NV,cand:Obama,533736,533736,0,0,NA,ok (<0.05%)
2008,NY,cand:McCain,2752771,2742298,-10473,-0.0038045300535351468,NA,small (<0.5%)
2008,NY,cand:Obama,4804945,4769700,-35245,-0.007335151599029749,NA,check (0.5-2%)
2008,OH,cand:McCain,2677820,2674491,-3329,-0.0012431754188108237,NA,small (<0.5%)
2008,OH,cand:Obama,2940044,2933388,-6656,-0.0022639116965596433,NA,small (<0.5%)
2008,OK,cand:McCain,960165,960165,0,0,NA,ok (<0.05%)
2008,OK,cand:Obama,502496,502496,0,0,NA,ok (<0.05%)
2008,OR,cand:McCain,738475,738475,0,0,NA,ok (<0.05%)
2008,OR,cand:Obama,1037291,1037291,0,0,NA,ok (<0.05%)
2008,PA,cand:McCain,2655885,2649934,-5951,-0.002240684366981251,NA,small (<0.5%)
2008,PA,cand:Obama,3276363,3266523,-9840,-0.0030033302170730165,NA,small (<0.5%)
2008,RI,cand:McCain,165391,165391,0,0,NA,ok (<0.05%)
2008,RI,cand:Obama,296571,296571,0,0,NA,ok (<0.05%)
2008,SC,cand:McCain,1034896,1034896,0,0,NA,ok (<0.05%)
2008,SC,cand:Obama,862449,862449,0,0,NA,ok (<0.05%)
2008,SD,cand:McCain,203054,203054,0,0,NA,ok (<0.05%)
2008,SD,cand:Obama,170924,170924,0,0,NA,ok (<0.05%)
2008,TN,cand:McCain,1479178,1479178,0,0,NA,ok (<0.05%)
2008,TN,cand:Obama,1087437,1087437,0,0,NA,ok (<0.05%)
2008,TX,cand:McCain,4479328,4479328,0,0,NA,ok (<0.05%)
2008,TX,cand:Obama,3528633,3528633,0,0,NA,ok (<0.05%)
2008,UT,cand:McCain,596030,596030,0,0,NA,ok (<0.05%)
2008,UT,cand:Obama,327670,327670,0,0,NA,ok (<0.05%)
2008,VA,cand:McCain,1725005,1725005,0,0,NA,ok (<0.05%)
2008,VA,cand:Obama,1959532,1959532,0,0,NA,ok (<0.05%)
2008,VT,cand:McCain,98974,98974,0,0,NA,ok (<0.05%)
2008,VT,cand:Obama,219262,219262,0,0,NA,ok (<0.05%)
2008,WA,cand:McCain,1229216,1229216,0,0,NA,ok (<0.05%)
2008,WA,cand:Obama,1750848,1750848,0,0,NA,ok (<0.05%)
2008,WI,cand:McCain,1262393,1262393,0,0,NA,ok (<0.05%)
2008,WI,cand:Obama,1677211,1677211,0,0,NA,ok (<0.05%)
2008,WV,cand:McCain,397466,397466,0,0,NA,ok (<0.05%)
2008,WV,cand:Obama,303857,303857,0,0,NA,ok (<0.05%)
2008,WY,cand:McCain,164958,164958,0,0,NA,ok (<0.05%)
2008,WY,cand:Obama,82868,82868,0,0,NA,ok (<0.05%)
2012,AL,cand:Obama,795696,795696,0,0,NA,ok (<0.05%)
2012,AL,cand:Romney,1255925,1255925,0,0,NA,ok (<0.05%)
2012,AR,cand:Obama,394409,394409,0,0,NA,ok (<0.05%)
2012,AR,cand:Romney,647744,647744,0,0,NA,ok (<0.05%)
2012,AZ,cand:Obama,1025232,1025232,0,0,NA,ok (<0.05%)
2012,AZ,cand:Romney,1233654,1233654,0,0,NA,ok (<0.05%)
2012,CA,cand:Obama,7854285,7854285,0,0,NA,ok (<0.05%)
2012,CA,cand:Romney,4839958,4839958,0,0,NA,ok (<0.05%)
2012,CO,cand:Obama,1323102,1322998,-104,-7.860316135868587e-5,NA,ok (<0.05%)
2012,CO,cand:Romney,1185243,1185050,-193,-1.6283580666580607e-4,NA,ok (<0.05%)
2012,CT,cand:Obama,905083,905083,0,0,NA,ok (<0.05%)
2012,CT,cand:Romney,634892,634892,0,0,NA,ok (<0.05%)
2012,DE,cand:Obama,242584,242584,0,0,NA,ok (<0.05%)
2012,DE,cand:Romney,165484,165484,0,0,NA,ok (<0.05%)
2012,FL,cand:Obama,4237756,4237756,0,0,NA,ok (<0.05%)
2012,FL,cand:Romney,4163447,4163447,0,0,NA,ok (<0.05%)
2012,GA,cand:Obama,1773827,1773827,0,0,NA,ok (<0.05%)
2012,GA,cand:Romney,2078688,2078688,0,0,NA,ok (<0.05%)
2012,IA,cand:Obama,822544,822544,0,0,NA,ok (<0.05%)
2012,IA,cand:Romney,730617,730617,0,0,NA,ok (<0.05%)
2012,ID,cand:Obama,212787,212787,0,0,NA,ok (<0.05%)
2012,ID,cand:Romney,420911,420911,0,0,NA,ok (<0.05%)
2012,IL,cand:Obama,3019512,3019512,0,0,NA,ok (<0.05%)
2012,IL,cand:Romney,2135216,2135102,-114,-5.339038298701396e-5,NA,ok (<0.05%)
2012,IN,cand:Obama,1152887,1152887,0,0,NA,ok (<0.05%)
2012,IN,cand:Romney,1420543,1420543,0,0,NA,ok (<0.05%)
2012,KS,cand:Obama,440726,439908,-818,-0.0018560284621283972,NA,small (<0.5%)
2012,KS,cand:Romney,692634,689809,-2825,-0.004078633159792906,NA,small (<0.5%)
2012,KY,cand:Obama,679370,679370,0,0,NA,ok (<0.05%)
2012,KY,cand:Romney,1087190,1087190,0,0,NA,ok (<0.05%)
2012,LA,cand:Obama,809141,809141,0,0,NA,ok (<0.05%)
2012,LA,cand:Romney,1152262,1152262,0,0,NA,ok (<0.05%)
2012,MA,cand:Obama,1921290,1921290,0,0,NA,ok (<0.05%)
2012,MA,cand:Romney,1188314,1188314,0,0,NA,ok (<0.05%)
2012,MD,cand:Obama,1677844,1677844,0,0,NA,ok (<0.05%)
2012,MD,cand:Romney,971869,971869,0,0,NA,ok (<0.05%)
2012,ME,cand:Obama,401306,399235,-2071,-0.005160650476195222,NA,check (0.5-2%)
2012,ME,cand:Romney,292276,291418,-858,-0.002935581436724192,NA,small (<0.5%)
2012,MI,cand:Obama,2564569,2564569,0,0,NA,ok (<0.05%)
2012,MI,cand:Romney,2115256,2115256,0,0,NA,ok (<0.05%)
2012,MN,cand:Romney,1320225,1320225,0,0,NA,ok (<0.05%)
2012,MO,cand:Obama,1223796,1223796,0,0,NA,ok (<0.05%)
2012,MO,cand:Romney,1482440,1482440,0,0,NA,ok (<0.05%)
2012,MS,cand:Obama,562949,562949,0,0,NA,ok (<0.05%)
2012,MS,cand:Romney,710746,710746,0,0,NA,ok (<0.05%)
2012,MT,cand:Obama,201839,201839,0,0,NA,ok (<0.05%)
2012,MT,cand:Romney,267928,267928,0,0,NA,ok (<0.05%)
2012,NC,cand:Obama,2178391,2178391,0,0,NA,ok (<0.05%)
2012,NC,cand:Romney,2270395,2270395,0,0,NA,ok (<0.05%)
2012,ND,cand:Romney,188163,188320,157,8.343829552037329e-4,NA,small (<0.5%)
2012,NE,cand:Obama,302081,302081,0,0,NA,ok (<0.05%)
2012,NE,cand:Romney,475064,475064,0,0,NA,ok (<0.05%)
2012,NH,cand:Obama,369561,369561,0,0,NA,ok (<0.05%)
2012,NH,cand:Romney,329918,329918,0,0,NA,ok (<0.05%)
2012,NJ,cand:Obama,2125101,2125101,0,0,NA,ok (<0.05%)
2012,NJ,cand:Romney,1477568,1477568,0,0,NA,ok (<0.05%)
2012,NM,cand:Obama,415335,415335,0,0,NA,ok (<0.05%)
2012,NM,cand:Romney,335788,335788,0,0,NA,ok (<0.05%)
2012,NV,cand:Obama,531373,531373,0,0,NA,ok (<0.05%)
2012,NV,cand:Romney,463567,463567,0,0,NA,ok (<0.05%)
2012,OH,cand:Obama,2827709,2827621,-88,-3.1120599750540105e-5,NA,ok (<0.05%)
2012,OH,cand:Romney,2661437,2661407,-30,-1.1272106008896697e-5,NA,ok (<0.05%)
2012,OK,cand:Obama,443547,443547,0,0,NA,ok (<0.05%)
2012,OK,cand:Romney,891325,891325,0,0,NA,ok (<0.05%)
2012,OR,cand:Obama,970488,970488,0,0,NA,ok (<0.05%)
2012,OR,cand:Romney,754175,754175,0,0,NA,ok (<0.05%)
2012,PA,cand:Obama,2990274,2990274,0,0,NA,ok (<0.05%)
2012,PA,cand:Romney,2680434,2680434,0,0,NA,ok (<0.05%)
2012,RI,cand:Obama,279677,279409,-268,-9.582482649627964e-4,NA,small (<0.5%)
2012,RI,cand:Romney,157204,157151,-53,-3.371415485611053e-4,NA,ok (<0.05%)
2012,SC,cand:Obama,865941,865941,0,0,NA,ok (<0.05%)
2012,SC,cand:Romney,1071645,1071645,0,0,NA,ok (<0.05%)
2012,SD,cand:Obama,145039,145039,0,0,NA,ok (<0.05%)
2012,SD,cand:Romney,210610,210610,0,0,NA,ok (<0.05%)
2012,TN,cand:Obama,960709,960709,0,0,NA,ok (<0.05%)
2012,TN,cand:Romney,1462330,1462330,0,0,NA,ok (<0.05%)
2012,TX,cand:Obama,3308124,3308124,0,0,NA,ok (<0.05%)
2012,TX,cand:Romney,4569843,4569843,0,0,NA,ok (<0.05%)
2012,UT,cand:Obama,251813,251813,0,0,NA,ok (<0.05%)
2012,UT,cand:Romney,740600,740600,0,0,NA,ok (<0.05%)
2012,VA,cand:Obama,1971820,1971820,0,0,NA,ok (<0.05%)
2012,VA,cand:Romney,1822522,1822522,0,0,NA,ok (<0.05%)
2012,VT,cand:Obama,199239,199239,0,0,NA,ok (<0.05%)
2012,VT,cand:Romney,92698,92698,0,0,NA,ok (<0.05%)
2012,WA,cand:Obama,1755396,1755396,0,0,NA,ok (<0.05%)
2012,WA,cand:Romney,1290670,1290670,0,0,NA,ok (<0.05%)
2012,WI,cand:Obama,1620985,1620985,0,0,NA,ok (<0.05%)
2012,WI,cand:Romney,1407966,1410966,3000,0.0021307332705477263,NA,small (<0.5%)
2012,WV,cand:Obama,238269,238269,0,0,NA,ok (<0.05%)
2012,WV,cand:Romney,417655,417655,0,0,NA,ok (<0.05%)
2012,WY,cand:Obama,69286,69286,0,0,NA,ok (<0.05%)
2012,WY,cand:Romney,170962,170962,0,0,NA,ok (<0.05%)
2016,AL,cand:Clinton,729547,729547,0,0,NA,ok (<0.05%)
2016,AL,cand:Trump,1318255,1318250,-5,-3.7928928773264656e-6,NA,ok (<0.05%)
2016,AR,cand:Clinton,380494,380494,0,0,NA,ok (<0.05%)
2016,AR,cand:Trump,684872,684872,0,0,NA,ok (<0.05%)
2016,AZ,cand:Carter,42,0,-42,-1,NA,BAD (>=2%)
2016,AZ,cand:Clinton,1161167,1161167,0,0,NA,ok (<0.05%)
2016,AZ,cand:Trump,1252401,1252401,0,0,NA,ok (<0.05%)
2016,CA,cand:Clinton,8753792,8753788,-4,-4.569448303089678e-7,NA,ok (<0.05%)
2016,CO,cand:Clinton,1338870,1338870,0,0,NA,ok (<0.05%)
2016,CO,cand:Trump,1202484,1202484,0,0,NA,ok (<0.05%)
2016,CT,cand:Clinton,897572,897572,0,0,NA,ok (<0.05%)
2016,CT,cand:Trump,673215,673215,0,0,NA,ok (<0.05%)
2016,DE,cand:Clinton,235603,235603,0,0,NA,ok (<0.05%)
2016,DE,cand:Trump,185127,185127,0,0,NA,ok (<0.05%)
2016,FL,cand:Clinton,4504975,4504975,0,0,NA,ok (<0.05%)
2016,FL,cand:Trump,4617886,4617886,0,0,NA,ok (<0.05%)
2016,GA,cand:Clinton,1877963,1877963,0,0,NA,ok (<0.05%)
2016,GA,cand:Trump,2089104,2089104,0,0,NA,ok (<0.05%)
