year,state_po,district,off_total,off_dem,off_rep,our_dem,our_rep,our_total,n_counties,rel_tot,rel_dem,rel_rep,status_tot
1990,LA,03,176822,155351,0,155251,0,176717,10,-5.938175113956409e-4,-6.437036131083804e-4,NA,small (<0.5%)
1990,LA,04,164247,74388,0,74388,89859,164247,9,0,0,NA,ok (<0.05%)
1990,LA,05,174294,152187,16331,152167,16331,173874,20,-0.0024097215050432027,-1.314172695433907e-4,0,small (<0.5%)
1990,LA,07,179207,110677,68530,110677,68430,179107,9,-5.580139168670867e-4,0,-0.0014592149423610099,small (<0.5%)
1990,LA,08,201288,59511,113607,87681,113607,201288,15,0,0.4733578666128951,0,ok (<0.05%)
1990,MD,03,118386,82545,35841,82545,35841,118386,3,0,0,0,ok (<0.05%)
1990,MD,04,145447,85601,59846,85601,59846,145447,3,0,0,0,ok (<0.05%)
1990,MD,05,105061,84747,20314,84747,20314,105061,1,0,0,0,ok (<0.05%)
1990,MD,06,162981,106502,56479,106502,56479,162981,7,0,0,0,ok (<0.05%)
1990,MD,07,70160,59628,10529,59628,10529,70160,2,0,0,0,ok (<0.05%)
1990,MD,08,176887,39343,130059,39343,130059,176887,1,0,0,0,ok (<0.05%)
1990,MA,01,194504,43611,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MA,03,151910,150992,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MA,04,218969,143473,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MA,05,211334,110232,101017,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MA,06,229546,149284,80177,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MA,07,155509,155380,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MA,08,173689,125479,39310,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MA,09,177248,124534,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MA,10,258061,137805,120217,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MA,11,145972,145480,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,01,85756,76556,7298,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,02,149766,49678,95962,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,03,142390,82376,60007,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,04,131302,55449,75850,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,05,167498,41170,126308,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,06,97791,97547,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,07,132068,90307,41759,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,08,144165,98903,45259,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,09,162694,73604,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,10,153716,50923,99952,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,11,154316,59759,94555,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,12,151825,98232,51119,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,13,67824,54345,11203,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,14,123421,78506,40499,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,15,112335,68742,41092,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,16,133614,88962,42629,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,17,132314,92205,40100,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MI,18,190834,64185,126629,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MN,01,200663,156749,0,156749,43856,200605,16,-2.890418263456641e-4,0,NA,ok (<0.05%)
1990,MN,02,204404,77935,0,77935,126367,204302,31,-4.990117610222892e-4,0,NA,ok (<0.05%)
1990,MN,03,292852,96395,0,96395,195833,292228,5,-0.0021307691257017197,0,NA,small (<0.5%)
1990,MN,04,221396,143353,0,143353,77639,220992,3,-0.0018247845489530073,0,NA,small (<0.5%)
1990,MN,05,198886,144682,0,144682,53720,198402,1,-0.002433554900797442,0,NA,small (<0.5%)
1990,MN,06,255219,164816,0,164816,90138,254954,6,-0.0010383239492357543,0,NA,small (<0.5%)
1990,MN,07,200186,107126,0,107126,92876,200002,23,-9.191451949686791e-4,0,NA,small (<0.5%)
1990,MN,08,207312,151145,0,151145,56068,207213,17,-4.7754109747626767e-4,0,NA,ok (<0.05%)
1990,MS,01,67318,43668,23650,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MS,02,70617,59393,11224,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MS,04,70891,57137,13754,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MS,05,110514,89926,20588,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MO,03,156609,88950,67659,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MO,04,170622,105527,65095,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MO,05,115787,71890,43897,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MO,06,152049,73093,78956,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MO,07,160334,0,83609,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MO,08,142203,60751,81452,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,MO,09,163670,94156,69514,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NE,01,200381,70587,129654,70587,129654,200381,27,0,0,0,ok (<0.05%)
1990,NE,02,193421,111903,80845,111903,80845,193421,5,0,0,0,ok (<0.05%)
1990,NE,03,192944,94234,98607,94234,98607,192944,62,0,0,0,ok (<0.05%)
1990,NV,01,137852,84650,47377,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NV,02,175209,59581,103508,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NH,01,148368,66176,81684,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NH,02,142263,74866,67225,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NJ,02,110818,97698,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NJ,03,158643,77866,73696,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NJ,04,159299,54961,99920,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NJ,05,156109,35010,118101,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NJ,06,126022,63745,58147,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NJ,07,134072,31099,100066,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NJ,08,72540,55797,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NJ,09,154766,82535,69658,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NJ,10,51703,42106,8954,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NJ,11,143686,47414,92681,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NJ,12,168390,52256,107851,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NJ,13,1,67587,99688,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NJ,14,85276,56455,25179,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NM,01,138681,41306,97375,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NM,03,139976,104225,35751,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,01,133585,0,51491,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,02,101731,56722,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,03,137033,0,4915,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,04,129661,41308,6706,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,05,131868,0,6000,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,06,60641,0,16335,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,08,78042,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,09,54644,35177,13330,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,10,76431,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,11,39056,0,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,12,42750,0,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,13,59003,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,14,97611,0,4370,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,15,90037,0,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,18,40796,0,1189,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,19,74761,0,17135,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,20,130808,82203,35575,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,21,139919,34128,5925,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,22,139185,37034,102151,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,23,182999,0,65760,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,24,177877,56671,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,25,108829,0,91348,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,27,150755,0,3097,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,28,150892,97815,53077,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,29,141417,34835,93983,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,30,164814,97280,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,31,159565,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,32,124273,0,39053,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,33,109546,0,18181,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NY,34,129059,37421,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NC,01,163358,105832,57526,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NC,02,175242,0,44263,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NC,03,141535,83930,57605,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NC,04,240057,139396,100661,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NC,05,192561,113814,78747,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NC,06,188305,62913,125392,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NC,07,144627,94946,49681,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NC,08,179552,0,80852,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NC,09,212738,80802,131936,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NC,10,172110,65710,106400,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,NC,11,201309,99318,101991,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,ND,01,233979,152530,81443,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,01,164294,83932,80362,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,02,161162,57345,103817,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,04,168364,64467,103897,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,05,1651920,411693,113615,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,06,1641635,471415,117220,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,07,1561472,0,97123,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,08,1631539,631584,99955,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,09,1511472,117681,331791,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,10,1671665,611656,106009,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,11,1701305,111923,581372,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,12,1811279,501784,130495,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,13,1641862,93431,601925,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,14,1641335,97875,661460,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,15,1671919,681510,99251,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,16,1711613,701516,101097,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,17,1711406,133207,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,18,162605,120782,41823,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,19,205266,132951,72315,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,20,149139,109390,39749,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OH,21,129249,103338,25906,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OK,01,135139,59521,75618,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OK,02,148151,90820,57331,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OK,03,133902,107641,26261,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OK,04,137111,100879,36232,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OK,05,164694,50086,114608,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OK,06,137640,110100,27540,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OR,01,238259,150292,72382,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OR,02,188185,60131,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OR,03,210193,169731,40216,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OR,04,189352,162494,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,OR,05,226550,124610,101650,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,PA,01,92441,73423,19018,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,PA,02,102702,94584,8118,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,PA,03,149809,89908,59901,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,PA,04,132583,74114,58469,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,PA,05,131489,50597,75097,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,PA,06,130487,74394,56093,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,PA,07,162160,56292,105868,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,PA,08,150115,85015,65100,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,PA,12,130693,80686,50007,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,PA,13,148544,58967,89577,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,PA,14,108133,77636,30497,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,PA,15,127411,50233,77178,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,PA,16,129445,43849,85596,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,PA,18,166577,80880,85697,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,PA,20,125134,82080,43054,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,PA,22,123884,78375,45509,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,PA,23,131654,53465,78189,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,RI,01,163094,73131,89963,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,RI,02,183771,108818,74953,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,SC,01,123503,42555,80839,42555,80842,123506,7,2.42909079131681e-5,0,3.711080047996635e-5,ok (<0.05%)
1990,SC,02,101529,0,90054,0,90054,101344,5,-0.001822139487240099,NA,0,small (<0.5%)
1990,SC,03,125050,72561,52419,86103,52433,138616,12,0.10848460615753698,0.18662918096498118,2.6707873099448675e-4,BAD (>=2%)
1990,SC,04,133535,81927,51338,81927,51338,133535,3,0,0,0,ok (<0.05%)
1990,SC,05,91898,91775,0,78203,0,78362,10,-0.14729373871030926,-0.1478834105148461,NA,BAD (>=2%)
1990,SC,06,94524,94121,0,94121,0,94540,10,1.6926918031399434e-4,0,NA,ok (<0.05%)
1990,SD,01,257298,173814,83484,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TN,01,47860,0,47796,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TN,02,77944,0,62797,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TN,03,93665,49662,36855,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TN,04,77276,52101,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TN,05,76760,55607,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TN,06,90768,60538,26424,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TN,07,106676,40516,66141,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TN,08,62266,62241,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TN,09,83657,48629,25730,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,01,146195,89241,56954,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,02,138529,76974,61555,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,03,154474,0,153857,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,04,108694,108300,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,05,109474,65228,41307,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,06,188130,62344,125049,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,09,138185,79786,58399,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,10,235496,152784,73766,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,11,138079,73810,64269,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,12,137464,98026,39438,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,13,144860,81815,63045,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,14,164349,89251,75098,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,16,65309,62455,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,18,54720,54477,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,21,193155,48585,144570,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,22,131146,37721,93425,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,23,111908,71052,40856,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,TX,26,210014,62158,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,UT,01,158666,69491,82746,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,UT,02,147871,85167,58869,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,UT,03,135676,79163,49452,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,VT,01,209856,6315,82938,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,VA,01,141293,69194,72000,69194,72000,141293,22,0,0,0,ok (<0.05%)
1990,VA,03,118154,36253,77125,36253,77125,118154,3,0,0,0,ok (<0.05%)
1990,VA,04,90731,71051,0,71051,0,90731,20,0,0,NA,ok (<0.05%)
1990,VA,05,66905,66532,0,66532,0,66905,22,0,0,NA,ok (<0.05%)
1990,VA,06,112377,92968,0,92968,0,112377,19,0,0,NA,ok (<0.05%)
1990,VA,07,140620,58684,81688,58684,81688,140620,23,0,0,0,ok (<0.05%)
1990,VA,08,171121,88475,76367,88475,76367,171121,4,0,0,0,ok (<0.05%)
1990,VA,09,69230,0,0,67215,0,69230,21,0,NA,NA,ok (<0.05%)
1990,VA,10,168825,57249,103761,57249,103761,168825,5,0,0,0,ok (<0.05%)
1990,WA,01,192786,92447,100339,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WA,02,183671,92837,75669,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WA,03,177914,95645,82269,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WA,04,150786,44241,106545,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WA,05,160199,0,49965,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WA,06,128865,79079,49786,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WA,07,147642,106761,35511,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WA,08,171354,75031,96323,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WV,01,108506,72849,35657,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WV,02,113882,0,50708,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WV,04,76894,0,36946,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WI,01,94539,0,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WI,02,182118,85156,0,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WI,03,154935,60409,94509,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WI,04,140221,96981,43001,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WI,05,114115,77557,31255,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WI,06,111556,0,111036,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WI,07,161041,100069,60961,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WI,08,179142,0,95902,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WI,09,118321,0,117967,NA,NA,NA,NA,NA,NA,NA,MISSING
1990,WY,01,158055,70977,87078,NA,NA,NA,NA,NA,NA,NA,MISSING
1992,AL,01,214204,0,128874,78742,128874,214164,6,-1.8673787604339787e-4,NA,0,ok (<0.05%)
1992,AL,02,228160,0,112906,109335,112906,228147,15,-5.697755960729313e-5,NA,0,ok (<0.05%)
1992,AL,03,197604,119175,73800,119175,73800,197545,14,-2.9857695188356513e-4,0,0,ok (<0.05%)
1992,AL,04,230523,157907,66934,157907,66934,230487,14,-1.561666297939902e-4,0,0,ok (<0.05%)
1992,AL,05,244133,160060,77951,160060,77951,244017,7,-4.751508399110321e-4,0,0,ok (<0.05%)
1992,AL,06,280139,126062,146599,126062,146599,280018,4,-4.319284355266493e-4,0,0,ok (<0.05%)
1992,AL,07,207,144320,36086,144320,36086,207633,14,1002.0579710144928,0,0,BAD (>=2%)
1992,AZ,01,254789,130715,0,130715,113613,254789,1,0,0,NA,ok (<0.05%)
1992,AZ,02,137378,90693,41257,90693,41257,137378,5,0,0,0,ok (<0.05%)
1992,AZ,03,258503,88830,158906,88830,158906,258503,6,0,0,0,ok (<0.05%)
1992,AZ,04,264066,0,156330,70572,156330,264066,1,0,NA,0,ok (<0.05%)
1992,AZ,05,259813,77256,0,77256,172867,259813,4,0,0,NA,ok (<0.05%)
1992,AZ,06,234372,124251,97074,124251,97074,234372,8,0,0,0,ok (<0.05%)
1992,AR,01,214176,149558,64618,149558,64618,214176,25,0,0,0,ok (<0.05%)
1992,AR,02,208924,154946,53978,154946,53978,208924,8,0,0,0,ok (<0.05%)
1992,AR,03,249494,0,125295,117775,125295,249494,16,0,NA,0,ok (<0.05%)
1992,AR,04,215927,102918,113009,102918,113009,215927,26,0,0,0,ok (<0.05%)
1992,CA,01,251206,119676,113266,119656,113266,251186,7,-7.961593274046003e-5,-1.67117884956048e-4,0,ok (<0.05%)
1992,CA,02,256556,71780,167247,71780,167247,256556,10,0,0,0,ok (<0.05%)
1992,CA,03,238685,122149,96092,122149,96092,238685,8,0,0,0,ok (<0.05%)
1992,CA,04,283365,129489,141155,129489,141155,283365,8,0,0,0,ok (<0.05%)
1992,CA,05,230560,158250,58698,158250,58698,230560,1,0,0,0,ok (<0.05%)
1992,CA,06,291786,190322,98171,190322,98171,291786,2,0,0,0,ok (<0.05%)
1992,CA,07,217982,153320,54822,153320,54822,217982,2,0,0,0,ok (<0.05%)
1992,CA,08,232691,191906,25693,191906,25693,232691,1,0,0,0,ok (<0.05%)
1992,CA,09,228467,164265,53707,164265,53707,228467,1,0,0,0,ok (<0.05%)
1992,CA,10,280429,134635,145702,134635,145702,280429,2,0,0,0,ok (<0.05%)
1992,CA,11,198490,90539,94453,90539,94453,198490,2,0,0,0,ok (<0.05%)
1992,CA,12,228407,157205,53278,157205,53278,228407,2,0,0,0,ok (<0.05%)
1992,CA,13,205516,123795,64953,123795,64953,205516,2,0,0,0,ok (<0.05%)
1992,CA,14,259222,146873,101202,146873,101202,259222,2,0,0,0,ok (<0.05%)
1992,CA,15,265370,168617,82875,168617,82875,265370,2,0,0,0,ok (<0.05%)
1992,CA,16,155883,96661,49843,96661,49843,155883,1,0,0,0,ok (<0.05%)
1992,CA,17,210367,151565,49947,151565,49947,210367,3,0,0,0,ok (<0.05%)
1992,CA,18,165011,139704,0,139704,0,165011,5,0,0,NA,ok (<0.05%)
1992,CA,19,216640,101619,100590,101619,100590,216640,4,0,0,0,ok (<0.05%)
1992,CA,20,112067,72679,39388,72679,39388,112067,4,0,0,0,ok (<0.05%)
1992,CA,21,195965,68058,0,68058,127758,195965,2,0,0,NA,ok (<0.05%)
1992,CA,22,249926,87328,131242,87328,131242,249924,2,-8.002368701135536e-6,0,0,ok (<0.05%)
1992,CA,23,212881,88225,115504,88225,115504,212881,2,0,0,0,ok (<0.05%)
1992,CA,24,255267,141742,99835,141742,99835,255267,2,0,0,0,ok (<0.05%)
1992,CA,25,218715,72233,113611,72233,113611,218715,1,0,0,0,ok (<0.05%)
1992,CA,26,120908,73807,36453,73807,36453,120908,1,0,0,0,ok (<0.05%)
1992,CA,27,212450,83805,105521,83805,105521,212450,1,0,0,0,ok (<0.05%)
1992,CA,28,209382,76525,122353,76525,122353,209382,1,0,0,0,ok (<0.05%)
1992,CA,29,261486,160312,67141,160312,67141,261486,1,0,0,0,ok (<0.05%)
1992,CA,30,83543,48800,20034,48800,20034,83543,1,0,0,0,ok (<0.05%)
1992,CA,31,109197,68324,40873,68324,40873,109197,1,0,0,0,ok (<0.05%)
1992,CA,32,172812,150644,0,150644,0,172812,1,0,0,NA,ok (<0.05%)
1992,CA,33,50779,32010,15428,32010,15428,50779,1,0,0,0,ok (<0.05%)
1992,CA,34,149718,91738,50907,91738,50907,149718,1,0,0,0,ok (<0.05%)
1992,CA,35,124776,0,17417,102941,17417,124776,1,0,NA,0,ok (<0.05%)
1992,CA,36,259757,125751,109684,125751,109684,259757,1,0,0,0,ok (<0.05%)
1992,CA,37,113337,NA,NA,97159,0,113337,1,0,NA,NA,ok (<0.05%)
1992,CA,38,189321,82108,92038,82108,92038,189321,1,0,0,0,ok (<0.05%)
1992,CA,39,213684,81728,122472,81728,122472,213684,2,0,0,0,ok (<0.05%)
1992,CA,40,205283,63881,129563,63881,129563,205283,2,0,0,0,ok (<0.05%)
1992,CA,41,170666,58777,101753,58777,101753,170666,3,0,0,0,ok (<0.05%)
1992,CA,42,157455,0,69251,79780,69251,157455,1,0,NA,0,ok (<0.05%)
1992,CA,43,190639,88468,88987,88468,88987,190639,1,0,0,0,ok (<0.05%)
1992,CA,44,203541,81693,110333,81693,110333,203541,1,0,0,0,ok (<0.05%)
1992,CA,45,227016,88508,123731,88508,123731,227016,1,0,0,0,ok (<0.05%)
1992,CA,46,110806,45435,55659,45435,55659,110806,1,0,0,0,ok (<0.05%)
1992,CA,47,254257,76924,165004,76924,165004,254257,1,0,0,0,ok (<0.05%)
1992,CA,48,230495,67415,140935,67415,140935,230495,3,0,0,0,ok (<0.05%)
1992,CA,49,248898,127280,106170,127280,106170,248898,1,0,0,0,ok (<0.05%)
1992,CA,52,213784,88076,112995,88076,112995,213784,2,0,0,0,ok (<0.05%)
1992,FL,01,228632,118941,100349,118753,100136,228209,6,-0.0018501347143007104,-0.0015806155993307606,-0.0021225921533846873,small (<0.5%)
1992,FL,02,227726,167215,60425,167151,60378,227615,18,-4.8742787384839677e-4,-3.827407828245074e-4,-7.778237484484899e-4,ok (<0.05%)
1992,FL,03,150033,91918,63115,91880,63071,154951,14,0.032779455186525634,-4.134119541330316e-4,-6.971401410124376e-4,BAD (>=2%)
1992,FL,04,239471,103531,135883,103487,135776,239320,5,-6.305565183258098e-4,-4.249934802136558e-4,-7.874421377214221e-4,small (<0.5%)
