"state","year","cty_fips","sample","demovote","repuvote","totalvote","o_dem","o_rep","o_tot","same"
"ILLINOIS",2022,17003,"HE",0.375147232037691,0.624852767962309,1698,0.374045801526718,0.623018203170875,1703,FALSE
"ILLINOIS",2022,17011,"HE",0.352824342575673,0.647175657424327,12587,0.352572245157193,0.646713242299143,12596,FALSE
"ILLINOIS",2022,17019,"HE",0.595772962913731,0.404197498043038,67707,0.595008407823701,0.403678791633478,67794,FALSE
"ILLINOIS",2022,17031,"HE",0.761036697874667,0.23278861705278,1404768,0.761735685017922,0.233286458224016,857598,FALSE
"ILLINOIS",2022,17037,"HE",0.518213797714917,0.481786202285083,34397,0.517882564862431,0.481478253290334,34419,FALSE
"ILLINOIS",2022,17043,"HE",0.568376927443004,0.430609095639012,338272,0.593133410226836,0.406866589773164,130050,FALSE
"ILLINOIS",2022,17055,"HE",0.226175720014583,0.773824279985417,13715,0.226142742582197,0.773711452941605,13717,FALSE
"ILLINOIS",2022,17057,"HE",0.399891101431238,0.599953329184816,12856,0.398867251144387,0.598417255023664,12889,FALSE
"ILLINOIS",2022,17073,"HE",0.347516641065028,0.652380952380952,19530,0.347285473059407,0.651946988691603,19543,FALSE
"ILLINOIS",2022,17077,"HE",0.482856976541126,0.517143023458874,17179,0.48243573339537,0.516691869256718,17194,FALSE
"ILLINOIS",2022,17081,"HE",0.218659558263519,0.781340441736481,13130,0.218476523856632,0.78068640133932,13141,FALSE
"ILLINOIS",2022,17091,"HE",0.392482192407815,0.607489201018394,34957,0.392268984446478,0.607159194876487,34976,FALSE
"ILLINOIS",2022,17093,"HE",0.508140512321373,0.491793124806442,45206,0.507747397272386,0.491412656660993,45241,FALSE
"ILLINOIS",2022,17095,"HE",0.462110380325994,0.537889619674006,17485,0.461899045332419,0.537643628880124,17493,FALSE
"ILLINOIS",2022,17097,"HE",0.616692987790207,0.38239707419932,228587,0.616671405761281,0.382383691681795,228595,FALSE
"ILLINOIS",2022,17099,"HE",0.437704626786122,0.562244613080886,39401,0.437338337475275,0.561774103565451,39434,FALSE
"ILLINOIS",2022,17109,"HE",0.365764604810997,0.634235395189003,9312,0.365725330183614,0.634167293031247,9313,FALSE
"ILLINOIS",2022,17113,"HE",0.459235925765005,0.540764074234995,64444,0.458609682018223,0.540026653443253,64532,FALSE
"ILLINOIS",2022,17115,"HE",0.393289047862374,0.606654175892806,35226,0.393088185223017,0.606344342299398,35244,FALSE
"ILLINOIS",2022,17117,"HE",0.367630638677981,0.632369361322019,17912,0.36734352337387,0.631875488117818,17926,FALSE
"ILLINOIS",2022,17119,"HE",0.445145561451312,0.554823707770789,97622,0.444849365831687,0.554454533356537,97687,FALSE
"ILLINOIS",2022,17133,"HE",0.276480347115875,0.723519652884125,15672,0.276321663159237,0.723104393852433,15681,FALSE
"ILLINOIS",2022,17143,"HE",0.485382926159758,0.514582761460335,58288,0.485399581374601,0.514600418625399,58286,FALSE
"ILLINOIS",2022,17145,"HE",0.23407521105142,0.76592478894858,7818,0.234015345268542,0.765728900255754,7820,FALSE
"ILLINOIS",2022,17147,"HE",0.351308485329104,0.648691514670896,7566,0.351215644820296,0.648520084566596,7568,FALSE
"ILLINOIS",2022,17153,"HE",0.283656234475907,0.715846994535519,2013,0.283234126984127,0.714781746031746,2016,FALSE
"ILLINOIS",2022,17157,"HE",0.250482540796631,0.749517459203369,11398,0.250372708936245,0.749188809962291,11403,FALSE
"ILLINOIS",2022,17161,"HE",0.553311355005634,0.446688644994366,47926,0.552366272287952,0.445925679053491,48008,FALSE
"ILLINOIS",2022,17163,"HE",0.523213136229658,0.476707811494201,88549,0.522847050591913,0.4763742650461,88611,FALSE
"ILLINOIS",2022,17167,"HE",0.469771925818809,0.530202704416876,78834,0.469289742127606,0.529658493315593,78915,FALSE
"ILLINOIS",2022,17177,"HE",0.388230313293819,0.611769686706181,16534,0.387714423773858,0.61095675283885,16556,FALSE
"ILLINOIS",2022,17181,"HE",0.25748502994012,0.74251497005988,7014,0.257301609915942,0.741986037897136,7019,FALSE
"ILLINOIS",2022,17195,"HE",0.44172517552658,0.55827482447342,19940,0.440929114937926,0.55726872246696,19976,FALSE
"ILLINOIS",2022,17197,"HE",0.509913082506883,0.49005239217311,231714,0.509297654249679,0.489460934334509,231994,FALSE
"ILLINOIS",2022,17199,"HE",0.271545882165351,0.728454117834649,25086,0.271275536617419,0.727728883756123,25111,FALSE
"ILLINOIS",2022,17201,"HE",0.474979154054394,0.525020845945606,87547,0.474881516587678,0.524912921829498,87565,FALSE
