year,state_fips,po,district,kind,candidate,party_group,votes,new,method,evidence
1992,6,CA,37,placeholder,Other Candidate 1,OTHER,16178,B. Kwaku Duren,vote_total,wikipedia votes 16178
1992,6,CA,37,placeholder,Republican Candidate,REP,0,NA,unmatched,NA
1992,6,CA,38,placeholder,Democratic Candidate,DEM,82108,Evan Anderson Braude,vote_total,wikipedia votes 82108
1992,6,CA,38,placeholder,Other Candidate 2,OTHER,15175,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
1992,6,CA,38,placeholder,Republican Candidate,REP,92038,Steve Horn,vote_total,wikipedia votes 92038
1992,6,CA,39,placeholder,Democratic Candidate,DEM,81728,Molly McClanahan,vote_total,wikipedia votes 81728
1992,6,CA,39,placeholder,Other Candidate 1,OTHER,9484,Jack Dean,vote_total,wikipedia votes 9484
1992,6,CA,39,placeholder,Republican Candidate,REP,122472,Ed Royce,vote_total,wikipedia votes 122472
1992,6,CA,40,placeholder,Democratic Candidate,DEM,63881,"Donald M. ""Don"" Rusk",vote_total,wikipedia votes 63881
1992,6,CA,40,placeholder,Other Candidate 1,OTHER,11839,Margie Akin,vote_total,wikipedia votes 11839
1992,6,CA,40,placeholder,Republican Candidate,REP,129563,Jerry Lewis,vote_total,wikipedia votes 129563
1992,6,CA,41,placeholder,Democratic Candidate,DEM,58777,Bob Baker,vote_total,wikipedia votes 58777
1992,6,CA,41,placeholder,Other Candidate 1,OTHER,10136,"James Michael ""Mike"" Noonan",vote_total,wikipedia votes 10136
1992,6,CA,41,placeholder,Republican Candidate,REP,101753,Jay Kim,vote_total,wikipedia votes 101753
1992,6,CA,42,placeholder,Democratic Candidate,DEM,79780,"George Brown, Jr.",vote_total,wikipedia votes 79780
1992,6,CA,42,placeholder,Other Candidate 1,OTHER,8424,Fritz R. Ward,vote_total,wikipedia votes 8424
1992,6,CA,42,placeholder,Republican Candidate,REP,69251,Dick Rutan,vote_total,wikipedia votes 69251
1992,6,CA,43,placeholder,Democratic Candidate,DEM,88468,Mark A. Takano,vote_total,wikipedia votes 88468
1992,6,CA,43,placeholder,Other Candidate 1,OTHER,13184,Gary Odom / Gene L. Berkman / John Schwab,pooled_minor_sum,sum of 3 wikipedia candidates = 13184
1992,6,CA,43,placeholder,Republican Candidate,REP,88987,Ken Calvert,vote_total,wikipedia votes 88987
1992,6,CA,44,placeholder,Democratic Candidate,DEM,81693,Georgia Smith,vote_total,wikipedia votes 81693
1992,6,CA,44,placeholder,Other Candidate 1,OTHER,11515,Phil Turner,vote_total,wikipedia votes 11515
1992,6,CA,44,placeholder,Republican Candidate,REP,110333,Al McCandless,vote_total,wikipedia votes 110333
1992,6,CA,45,placeholder,Democratic Candidate,DEM,88508,"Patricia ""Pat"" McCabe",vote_total,wikipedia votes 88508
1992,6,CA,45,placeholder,Other Candidate 1,OTHER,14777,Gary David Copeland,vote_total,wikipedia votes 14777
1992,6,CA,45,placeholder,Republican Candidate,REP,123731,Dana Rohrabacher,vote_total,wikipedia votes 123731
1992,6,CA,46,placeholder,Democratic Candidate,DEM,45435,Robert John Banuelos,vote_total,wikipedia votes 45435
1992,6,CA,46,placeholder,Other Candidate 1,OTHER,9712,Richard G. Newhouse,vote_total,wikipedia votes 9712
1992,6,CA,46,placeholder,Republican Candidate,REP,55659,Bob Dornan,vote_total,wikipedia votes 55659
1992,6,CA,47,placeholder,Democratic Candidate,DEM,76924,John F. Anwiler,vote_total,wikipedia votes 76924
1992,6,CA,47,placeholder,Other Candidate 1,OTHER,12329,Maxine Bell Quirk / Barry M. Charles,pooled_minor_sum,sum of 2 wikipedia candidates = 12329
1992,6,CA,47,placeholder,Republican Candidate,REP,165004,Christopher Cox,vote_total,wikipedia votes 165004
1992,6,CA,48,placeholder,Democratic Candidate,DEM,67415,"Michael P. ""Mike"" Farber",vote_total,wikipedia votes 67415
1992,6,CA,48,placeholder,Other Candidate 2,OTHER,22145,Donna White / Ted Lowe,pooled_minor_sum,sum of 2 wikipedia candidates = 22145
1992,6,CA,48,placeholder,Republican Candidate,REP,140935,Ron Packard,vote_total,wikipedia votes 140935
1992,6,CA,49,placeholder,Democratic Candidate,DEM,127280,Lynn Schenk,vote_total,wikipedia votes 127280
1992,6,CA,49,placeholder,Other Candidate 1,OTHER,15448,John Wallner / Milton Zaslow / Perry T. Thompson,pooled_minor_sum,sum of 3 wikipedia candidates = 15448
1992,6,CA,49,placeholder,Republican Candidate,REP,106170,Judy Jarvis,vote_total,wikipedia votes 106170
1992,6,CA,50,placeholder,Democratic Candidate,DEM,77293,Bob Filner,vote_total,wikipedia votes 77293
1992,6,CA,50,placeholder,Other Candidate 1,OTHER,19802,Barbara Hutchinson / Roger Bruce Batchelder / Lincoln Pickard,pooled_minor_sum,sum of 3 wikipedia candidates = 19802
1992,6,CA,50,placeholder,Republican Candidate,REP,39531,Tony Valencia,vote_total,wikipedia votes 39531
1992,6,CA,51,placeholder,Democratic Candidate,DEM,85145,Bea Herbert,party_D_R,wikipedia votes 85148 vs ours 85145
1992,6,CA,51,placeholder,Other Candidate 1,OTHER,25957,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
1992,6,CA,51,placeholder,Republican Candidate,REP,141890,Duke Cunningham,vote_total,wikipedia votes 141890
1992,6,CA,52,placeholder,Democratic Candidate,DEM,88076,Janet M. Gastil,vote_total,wikipedia votes 88076
1992,6,CA,52,placeholder,Other Candidate 1,OTHER,12713,Joe Shea / Dennis P. Gretsinger / David Marmon,pooled_minor_sum,sum of 3 wikipedia candidates = 12713
1992,6,CA,52,placeholder,Republican Candidate,REP,112995,Duncan Hunter,vote_total,wikipedia votes 112995
1992,12,FL,19,surname,Neff,OTHER,0,NA,unmatched,NA
1992,23,ME,01,surname,Andrews,DEM,232696,Thomas Andrews,surname,wikipedia party Democratic
1992,23,ME,01,surname,Bean,REP,125236,Linda Bean,surname,wikipedia party Republican
1992,23,ME,02,surname,Carter,OTHER,27526,Jonathan Carter,surname,wikipedia party Green
1992,23,ME,02,surname,McGowan,DEM,130824,Patrick K. McGowan,surname,wikipedia party Democratic
1992,23,ME,02,surname,Snowe,REP,153022,Olympia Snowe,surname,wikipedia party Republican
1994,4,AZ,01,placeholder,Democratic Candidate,DEM,70627,Chuck Blanchard,vote_share,wikipedia share 39.1% vs ours 39%
1994,4,AZ,01,placeholder,Republican Candidate,REP,101350,Matt Salmon,vote_share,wikipedia share 56% vs ours 56%
1994,4,AZ,02,placeholder,Democratic Candidate,DEM,62589,Ed Pastor,vote_share,wikipedia share 62.3% vs ours 62.3%
1994,4,AZ,02,placeholder,Republican Candidate,REP,32797,Robert MacDonald,vote_share,wikipedia share 32.7% vs ours 32.7%
1994,4,AZ,03,placeholder,Democratic Candidate,DEM,61939,Howard Lee Sprague,vote_share,wikipedia share 29.9% vs ours 29.9%
1994,4,AZ,03,placeholder,Republican Candidate,REP,145396,Bob Stump,vote_share,wikipedia share 70.1% vs ours 70.1%
1994,4,AZ,04,placeholder,Democratic Candidate,DEM,69760,Carol Cure,vote_share,wikipedia share 36% vs ours 36%
1994,4,AZ,04,placeholder,Republican Candidate,REP,116714,John Shadegg,vote_share,wikipedia share 60.2% vs ours 60.2%
1994,4,AZ,05,placeholder,Democratic Candidate,DEM,63436,Gary Auerbach,vote_share,wikipedia share 28.7% vs ours 28.7%
1994,4,AZ,05,placeholder,Republican Candidate,REP,149514,Jim Kolbe,vote_share,wikipedia share 67.7% vs ours 67.7%
1994,4,AZ,06,placeholder,Democratic Candidate,DEM,81321,Karan English,vote_share,wikipedia share 41.5% vs ours 41.5%
1994,4,AZ,06,placeholder,Republican Candidate,REP,107060,J. D. Hayworth,vote_share,wikipedia share 54.6% vs ours 54.6%
1994,6,CA,01,placeholder,Democratic Candidate,DEM,93717,Dan Hamburg,vote_total,wikipedia votes 93717
1994,6,CA,01,placeholder,Other Candidate 1,OTHER,86,Russel J. Chase,vote_total,wikipedia votes 86
1994,6,CA,01,placeholder,Republican Candidate,REP,106870,Frank Riggs,vote_total,wikipedia votes 106870
1994,6,CA,02,placeholder,Democratic Candidate,DEM,55959,Mary Jacobs,vote_total,wikipedia votes 55959
1994,6,CA,02,placeholder,Other Candidate 1,OTHER,21037,"Devvy Kidd / Harry H. ""Doc"" Pendery",pooled_minor_sum,sum of 2 wikipedia candidates = 21037
1994,6,CA,02,placeholder,Republican Candidate,REP,137864,Wally Herger,vote_total,wikipedia votes 137864
1994,6,CA,03,placeholder,Democratic Candidate,DEM,97093,Vic Fazio,vote_total,wikipedia votes 97093
1994,6,CA,03,placeholder,Other Candidate 1,OTHER,8100,Ross Crain,vote_total,wikipedia votes 8100
1994,6,CA,03,placeholder,Republican Candidate,REP,89964,Tim Lefever,vote_total,wikipedia votes 89964
1994,6,CA,04,placeholder,Democratic Candidate,DEM,82505,Katie Hirning,vote_total,wikipedia votes 82505
1994,6,CA,04,placeholder,Other Candidate 1,OTHER,8882,Damon C. Falconi,vote_total,wikipedia votes 8882
1994,6,CA,04,placeholder,Republican Candidate,REP,144936,John Doolittle,vote_total,wikipedia votes 144936
1994,6,CA,05,placeholder,Democratic Candidate,DEM,125042,Robert Matsui,vote_total,wikipedia votes 125042
1994,6,CA,05,placeholder,Other Candidate 1,OTHER,4649,Gordon Mors,vote_total,wikipedia votes 4649
1994,6,CA,05,placeholder,Republican Candidate,REP,52905,Robert S. Dinsmore,vote_total,wikipedia votes 52905
1994,6,CA,06,placeholder,Democratic Candidate,DEM,137642,Lynn Woolsey,vote_total,wikipedia votes 137642
1994,6,CA,06,placeholder,Other Candidate 1,OTHER,10258,"Louis Beary / Ernest K. Jones, Jr.",pooled_minor_sum,sum of 2 wikipedia candidates = 10258
1994,6,CA,06,placeholder,Republican Candidate,REP,88940,Michael J. Nugent,vote_total,wikipedia votes 88940
1994,6,CA,07,placeholder,Democratic Candidate,DEM,116105,George Miller,party_D_R,wikipedia votes 116015 vs ours 116105
1994,6,CA,07,placeholder,Other Candidate 1,OTHER,4798,"William A. ""Bill"" Callison",vote_total,wikipedia votes 4798
1994,6,CA,07,placeholder,Republican Candidate,REP,45698,Charles V. Hughes,vote_total,wikipedia votes 45698
1994,6,CA,08,placeholder,Democratic Candidate,DEM,137642,Nancy Pelosi,vote_total,wikipedia votes 137642
1994,6,CA,08,placeholder,Other Candidate 1,OTHER,1,Robert Bowman,vote_total,wikipedia votes 1
1994,6,CA,08,placeholder,Republican Candidate,REP,30528,Elsa C. Cheung,vote_total,wikipedia votes 30528
1994,6,CA,09,placeholder,Democratic Candidate,DEM,129233,Ronald Dellums,vote_total,wikipedia votes 129233
1994,6,CA,09,placeholder,Other Candidate 1,OTHER,9194,Emma Wong Mar,vote_total,wikipedia votes 9194
1994,6,CA,09,placeholder,Republican Candidate,REP,40448,Deborah Wright,vote_total,wikipedia votes 40448
1994,6,CA,10,placeholder,Democratic Candidate,DEM,90523,Ellen Schwartz,vote_total,wikipedia votes 90523
1994,6,CA,10,placeholder,Other Candidate 1,OTHER,4802,Craig W. Cooper,vote_total,wikipedia votes 4802
1994,6,CA,10,placeholder,Republican Candidate,REP,138916,Bill Baker,vote_total,wikipedia votes 138916
1994,6,CA,11,placeholder,Democratic Candidate,DEM,55794,Randy A. Perry,vote_total,wikipedia votes 55794
1994,6,CA,11,placeholder,Other Candidate 1,OTHER,4718,Joseph B. Miller,vote_total,wikipedia votes 4718
1994,6,CA,11,placeholder,Republican Candidate,REP,99302,Richard Pombo,vote_total,wikipedia votes 99302
1994,6,CA,12,placeholder,Democratic Candidate,DEM,118408,Tom Lantos,vote_total,wikipedia votes 118408
1994,6,CA,12,placeholder,Republican Candidate,REP,57228,Deborah Wilder,vote_total,wikipedia votes 57228
1994,6,CA,13,placeholder,Democratic Candidate,DEM,97344,Pete Stark,vote_total,wikipedia votes 97344
1994,6,CA,13,placeholder,Other Candidate 1,OTHER,7743,"Robert ""Bob"" Gough",vote_total,wikipedia votes 7743
1994,6,CA,13,placeholder,Republican Candidate,REP,45555,Larry Molton,vote_total,wikipedia votes 45555
1994,6,CA,14,placeholder,Democratic Candidate,DEM,120713,Anna Eshoo,party_D_R,wikipedia votes 130713 vs ours 120713
1994,6,CA,14,placeholder,Republican Candidate,REP,78475,Ben Brink,vote_total,wikipedia votes 78475
1994,6,CA,15,placeholder,Democratic Candidate,DEM,119921,Norm Mineta,vote_total,wikipedia votes 119921
1994,6,CA,15,placeholder,Other Candidate 1,OTHER,17,Doris F. Liu,vote_total,wikipedia votes 17
1994,6,CA,15,placeholder,Republican Candidate,REP,80266,Robert Wick,vote_total,wikipedia votes 80266
1994,6,CA,16,placeholder,Democratic Candidate,DEM,74935,Zoe Lofgren,vote_total,wikipedia votes 74935
1994,6,CA,16,placeholder,Other Candidate 1,OTHER,8,Fred Luke Barraza,vote_total,wikipedia votes 8
1994,6,CA,16,placeholder,Republican Candidate,REP,40409,Lyle J. Smith,vote_total,wikipedia votes 40409
1994,6,CA,17,placeholder,Democratic Candidate,DEM,87222,Sam Farr,vote_total,wikipedia votes 87222
1994,6,CA,17,placeholder,Other Candidate 1,OTHER,5591,E. Craig Coffin,vote_total,wikipedia votes 5591
1994,6,CA,17,placeholder,Republican Candidate,REP,74380,Bill McCampbell,party_D_R,wikipedia votes 74830 vs ours 74380
1994,6,CA,18,placeholder,Democratic Candidate,DEM,91106,Gary Condit,vote_total,wikipedia votes 91106
1994,6,CA,18,placeholder,Other Candidate 1,OTHER,3902,James B. Morzella,vote_total,wikipedia votes 3902
1994,6,CA,18,placeholder,Republican Candidate,REP,44046,Tom Carter,vote_total,wikipedia votes 44046
1994,6,CA,19,placeholder,Democratic Candidate,DEM,72912,Richard Lehman,vote_total,wikipedia votes 72912
1994,6,CA,19,placeholder,Other Candidate 1,OTHER,6579,Dolores Comstock,vote_total,wikipedia votes 6579
1994,6,CA,19,placeholder,Republican Candidate,REP,104435,George Radanovich,vote_total,wikipedia votes 104435
1994,6,CA,20,placeholder,Democratic Candidate,DEM,57394,Cal Dooley,vote_total,wikipedia votes 57394
1994,6,CA,20,placeholder,Republican Candidate,REP,43836,Paul Young,vote_total,wikipedia votes 43836
1994,6,CA,21,placeholder,Democratic Candidate,DEM,47517,John L. Evans,vote_total,wikipedia votes 47517
1994,6,CA,21,placeholder,Other Candidate 1,OTHER,7238,Mike Hodges / Deborah A. Vollmer,pooled_minor_sum,sum of 2 wikipedia candidates = 7238
1994,6,CA,21,placeholder,Republican Candidate,REP,116874,Bill Thomas,vote_total,wikipedia votes 116874
1994,6,CA,22,placeholder,Democratic Candidate,DEM,101424,Walter Capps,vote_total,wikipedia votes 101424
1994,6,CA,22,placeholder,Other Candidate 1,OTHER,4597,David L. Bersohn,vote_total,wikipedia votes 4597
1994,6,CA,22,placeholder,Republican Candidate,REP,102987,Andrea Seastrand,vote_total,wikipedia votes 102987
1994,6,CA,23,placeholder,Democratic Candidate,DEM,47345,Kevin Ready,vote_total,wikipedia votes 47345
1994,6,CA,23,placeholder,Other Candidate 1,OTHER,10952,Bill Brown / Robert T. Marston / Mark Nagode,pooled_minor_sum,sum of 3 wikipedia candidates = 10952
1994,6,CA,23,placeholder,Republican Candidate,REP,114043,Elton Gallegly,vote_total,wikipedia votes 114043
1994,6,CA,24,placeholder,Democratic Candidate,DEM,95342,Anthony C. Beilenson,vote_total,wikipedia votes 95342
1994,6,CA,24,placeholder,Other Candidate 1,OTHER,6031,John C. Koehler,vote_total,wikipedia votes 6031
1994,6,CA,24,placeholder,Republican Candidate,REP,91806,Rich Sybert,vote_total,wikipedia votes 91806
1994,6,CA,25,placeholder,Democratic Candidate,DEM,53445,James H. Gilmartin,vote_total,wikipedia votes 53445
1994,6,CA,25,placeholder,Other Candidate 1,OTHER,6225,Devin Cutler / Sandra F. Tulley,pooled_minor_sum,sum of 2 wikipedia candidates = 6225
1994,6,CA,25,placeholder,Republican Candidate,REP,110301,Howard McKeon,vote_total,wikipedia votes 110301
1994,6,CA,26,placeholder,Democratic Candidate,DEM,55145,Howard Berman,vote_total,wikipedia votes 55145
1994,6,CA,26,placeholder,Other Candidate 1,OTHER,4570,Erich D. Miller,vote_total,wikipedia votes 4570
1994,6,CA,26,placeholder,Republican Candidate,REP,28423,Gary E. Forsch,vote_total,wikipedia votes 28423
1994,6,CA,27,placeholder,Democratic Candidate,DEM,70267,Doug Kahn,vote_total,wikipedia votes 70267
1994,6,CA,27,placeholder,Other Candidate 1,OTHER,8166,Bill Gibbs / Dennis Decherd,pooled_minor_sum,sum of 2 wikipedia candidates = 8166
1994,6,CA,27,placeholder,Republican Candidate,REP,88341,Carlos J. Moorhead,vote_total,wikipedia votes 88341
1994,6,CA,28,placeholder,Democratic Candidate,DEM,50022,Tommy Randle,vote_total,wikipedia votes 50022
1994,6,CA,28,placeholder,Other Candidate 1,OTHER,4076,Jorj Clayton Baker / Barry L. Hatch,pooled_minor_sum,sum of 2 wikipedia candidates = 4076
1994,6,CA,28,placeholder,Republican Candidate,REP,110179,David Dreier,vote_total,wikipedia votes 110179
1994,6,CA,29,placeholder,Democratic Candidate,DEM,129413,Henry Waxman,vote_total,wikipedia votes 129413
1994,6,CA,29,placeholder,Other Candidate 1,OTHER,7162,Mike Binkley,vote_total,wikipedia votes 7162
1994,6,CA,29,placeholder,Republican Candidate,REP,53801,Paul Stepanek,vote_total,wikipedia votes 53801
1994,6,CA,30,placeholder,Democratic Candidate,DEM,43943,Xavier Becerra,vote_total,wikipedia votes 43943
1994,6,CA,30,placeholder,Other Candidate 1,OTHER,3741,R. William Weilberg,vote_total,wikipedia votes 3741
1994,6,CA,30,placeholder,Republican Candidate,REP,18741,David A. Ramirez,vote_total,wikipedia votes 18741
1994,6,CA,31,placeholder,Democratic Candidate,DEM,50541,Matthew G. Martinez,vote_total,wikipedia votes 50541
1994,6,CA,31,placeholder,Republican Candidate,REP,34926,John V. Flores,vote_total,wikipedia votes 34926
1994,6,CA,32,placeholder,Democratic Candidate,DEM,98017,Julian C. Dixon,vote_total,wikipedia votes 98017
1994,6,CA,32,placeholder,Other Candidate 1,OTHER,6099,John Honigsfeld,vote_total,wikipedia votes 6099
1994,6,CA,32,placeholder,Republican Candidate,REP,22190,Ernie A. Farhat,vote_total,wikipedia votes 22190
1994,6,CA,33,placeholder,Democratic Candidate,DEM,33814,Lucille Roybal-Allard,vote_total,wikipedia votes 33814
1994,6,CA,33,placeholder,Other Candidate 1,OTHER,7694,Kermit Booker,vote_total,wikipedia votes 7694
1994,6,CA,33,placeholder,Republican Candidate,REP,0,NA,unmatched,NA
1994,6,CA,34,placeholder,Democratic Candidate,DEM,72439,Esteban Torres,vote_total,wikipedia votes 72439
1994,6,CA,34,placeholder,Other Candidate 1,OTHER,4948,"Carl M. ""Marty"" Swinney / James W. Scott",pooled_minor_sum,sum of 2 wikipedia candidates = 4948
1994,6,CA,34,placeholder,Republican Candidate,REP,40068,Albert J. Nunez,vote_total,wikipedia votes 40068
1994,6,CA,35,placeholder,Democratic Candidate,DEM,65688,Maxine Waters,vote_total,wikipedia votes 65688
1994,6,CA,35,placeholder,Other Candidate 1,OTHER,3,Gordon Michael Mego,vote_total,wikipedia votes 3
1994,6,CA,35,placeholder,Republican Candidate,REP,18390,Nate Truman,party_D_R,wikipedia votes 18930 vs ours 18390
1994,6,CA,36,placeholder,Democratic Candidate,DEM,93939,Jane Harman,vote_total,wikipedia votes 93939
1994,6,CA,36,placeholder,Other Candidate 2,OTHER,8742,"Jack Tyler / Joseph J. ""Joe"" Fields",pooled_minor_sum,sum of 2 wikipedia candidates = 8742
1994,6,CA,36,placeholder,Republican Candidate,REP,93127,Susan Brooks,vote_total,wikipedia votes 93127
1994,6,CA,37,placeholder,Democratic Candidate,DEM,64166,Walter Tucker,vote_total,wikipedia votes 64166
1994,6,CA,37,placeholder,Other Candidate 1,OTHER,18765,Guy Wilson / Lewis B. Prulitsky,pooled_minor_sum,sum of 2 wikipedia candidates = 18765
1994,6,CA,37,placeholder,Republican Candidate,REP,0,NA,unmatched,NA
1994,6,CA,38,placeholder,Democratic Candidate,DEM,53681,Peter Mathews,vote_total,wikipedia votes 53681
1994,6,CA,38,placeholder,Other Candidate 1,OTHER,6863,Lester W. Mueller / Richard K. Green / John Duke,pooled_minor_sum,sum of 3 wikipedia candidates = 6863
1994,6,CA,38,placeholder,Republican Candidate,REP,85225,Steve Horn,vote_total,wikipedia votes 85225
1994,6,CA,39,placeholder,Democratic Candidate,DEM,49696,"R. O. ""Bob"" Davis",vote_total,wikipedia votes 49696
1994,6,CA,39,placeholder,Other Candidate 1,OTHER,7907,Jack Dean,vote_total,wikipedia votes 7907
1994,6,CA,39,placeholder,Republican Candidate,REP,113641,Ed Royce,vote_total,wikipedia votes 113641
1994,6,CA,40,placeholder,Democratic Candidate,DEM,48003,"Donald M. ""Don"" Rusk",vote_total,wikipedia votes 48003
1994,6,CA,40,placeholder,Republican Candidate,REP,115728,Jerry Lewis,vote_total,wikipedia votes 115728
1994,6,CA,41,placeholder,Democratic Candidate,DEM,50043,Ed Tessier,vote_total,wikipedia votes 50043
1994,6,CA,41,placeholder,Republican Candidate,REP,82100,Jay Kim,vote_total,wikipedia votes 82100
1994,6,CA,42,placeholder,Democratic Candidate,DEM,58888,"George Brown, Jr.",vote_total,wikipedia votes 58888
1994,6,CA,42,placeholder,Other Candidate 1,OTHER,58,Denis LaBine / Manuel M. Sanchez,pooled_minor_sum,sum of 2 wikipedia candidates = 58
1994,6,CA,42,placeholder,Republican Candidate,REP,56259,Rob Guzman,vote_total,wikipedia votes 56259
1994,6,CA,43,placeholder,Democratic Candidate,DEM,59342,Mark A. Takano,vote_total,wikipedia votes 59342
1994,6,CA,43,placeholder,Other Candidate 1,OTHER,10544,Gene L. Berkman / John Schwab / Velma Hickey,pooled_minor_sum,sum of 3 wikipedia candidates = 10544
1994,6,CA,43,placeholder,Republican Candidate,REP,84500,Ken Calvert,vote_total,wikipedia votes 84500
1994,6,CA,44,placeholder,Democratic Candidate,DEM,65370,Steve Clute,vote_total,wikipedia votes 65370
1994,6,CA,44,placeholder,Other Candidate 1,OTHER,10885,Donald Cochran,vote_total,wikipedia votes 10885
1994,6,CA,44,placeholder,Republican Candidate,REP,95521,Sonny Bono,vote_total,wikipedia votes 95521
1994,6,CA,45,placeholder,Democratic Candidate,DEM,55849,Brett Williamson,vote_total,wikipedia votes 55849
1994,6,CA,45,placeholder,Republican Candidate,REP,124875,Dana Rohrabacher,vote_total,wikipedia votes 124875
1994,6,CA,46,placeholder,Democratic Candidate,DEM,33004,"Michael P. ""Mike"" Farber",vote_total,wikipedia votes 33004
1994,6,CA,46,placeholder,Other Candidate 1,OTHER,5077,Richard G. Newhouse,vote_total,wikipedia votes 5077
1994,6,CA,46,placeholder,Republican Candidate,REP,50616,Bob Dornan,vote_total,wikipedia votes 50616
1994,6,CA,47,placeholder,Democratic Candidate,DEM,53669,Gary Kingsbury,vote_total,wikipedia votes 53669
1994,6,CA,47,placeholder,Other Candidate 1,OTHER,7257,"Victor A. Wagner, Jr.",vote_total,wikipedia votes 7257
1994,6,CA,47,placeholder,Republican Candidate,REP,154071,Christopher Cox,vote_total,wikipedia votes 154071
1994,6,CA,48,placeholder,Democratic Candidate,DEM,43523,Andrei Leschick,vote_total,wikipedia votes 43523
1994,6,CA,48,placeholder,Other Candidate 1,OTHER,8543,Donna White,vote_total,wikipedia votes 8543
1994,6,CA,48,placeholder,Republican Candidate,REP,143570,Ron Packard,vote_total,wikipedia votes 143570
1994,6,CA,49,placeholder,Democratic Candidate,DEM,85597,Lynn Schenk,vote_total,wikipedia votes 85597
1994,6,CA,49,placeholder,Other Candidate 1,OTHER,10238,Chris Hoogenboom / Renate M. Kline / Perry T. Thompson,pooled_minor_sum,sum of 3 wikipedia candidates = 10238
1994,6,CA,49,placeholder,Republican Candidate,REP,90283,Brian Bilbray,vote_total,wikipedia votes 90283
1994,6,CA,50,placeholder,Democratic Candidate,DEM,59214,Bob Filner,vote_total,wikipedia votes 59214
1994,6,CA,50,placeholder,Other Candidate 1,OTHER,8282,Richardo Duenez / Guillermo Ramirez / Kip Krueger,pooled_minor_sum,sum of 3 wikipedia candidates = 8282
1994,6,CA,50,placeholder,Republican Candidate,REP,36955,Mary Alice Acevedo,vote_total,wikipedia votes 36955
1994,6,CA,51,placeholder,Democratic Candidate,DEM,57374,Rita K. Tamerius,vote_total,wikipedia votes 57374
1994,6,CA,51,placeholder,Other Candidate 1,OTHER,11067,Bill Holmes / Miriam Clark,pooled_minor_sum,sum of 2 wikipedia candidates = 11067
1994,6,CA,51,placeholder,Republican Candidate,REP,138547,Duke Cunningham,vote_total,wikipedia votes 138547
1994,6,CA,52,placeholder,Democratic Candidate,DEM,53024,Janet M. Gastil,vote_total,wikipedia votes 53024
1994,6,CA,52,placeholder,Other Candidate 1,OTHER,8461,Joe Shea / Art Edelman,pooled_minor_sum,sum of 2 wikipedia candidates = 8461
1994,6,CA,52,placeholder,Republican Candidate,REP,109201,Duncan Hunter,vote_total,wikipedia votes 109201
1994,12,FL,02,surname,Prescott,OTHER,8,NA,unmatched,NA
1994,12,FL,21,surname,Tobias,OTHER,1,NA,no_wikipedia_district,NA
1994,13,GA,01,surname,Jack,DEM,27197,NA,unmatched,NA
1994,13,GA,01,surname,Kingston,REP,88788,Jack Kingston,surname,wikipedia party Republican
1994,13,GA,02,surname,Clayton,REP,33429,John Clayton,surname,wikipedia party Republican
1994,13,GA,02,surname,John,DEM,65383,NA,unmatched,NA
1994,13,GA,03,surname,Collins,REP,94717,Mac Collins,surname,wikipedia party Republican
1994,13,GA,03,surname,Mac,DEM,49828,NA,unmatched,NA
1994,13,GA,04,surname,John,DEM,65566,NA,unmatched,NA
1994,13,GA,04,surname,Linder,REP,90063,John Linder,surname,wikipedia party Republican
1994,13,GA,05,surname,Dale,DEM,85094,NA,unmatched,NA
1994,13,GA,05,surname,Dixon,REP,37999,Dale Dixon,surname,wikipedia party Republican
1994,13,GA,06,surname,Gingrich,REP,119432,Newt Gingrich,surname,wikipedia party Republican
1994,13,GA,06,surname,Newt,DEM,66700,NA,unmatched,NA
1994,13,GA,07,surname,Barr,REP,71265,Bob Barr,surname,wikipedia party Republican
1994,13,GA,07,surname,Bob,DEM,65978,NA,unmatched,NA
1994,13,GA,08,surname,Chambliss,REP,89591,Saxby Chambliss,surname,wikipedia party Republican
1994,13,GA,08,surname,Saxby,DEM,53408,NA,unmatched,NA
1994,13,GA,09,surname,Castello,REP,57568,Robert L. Castello,surname,wikipedia party Republican
1994,13,GA,09,surname,Robert,DEM,79145,NA,unmatched,NA
1994,13,GA,10,surname,Charlie,DEM,51192,NA,unmatched,NA
1994,13,GA,10,surname,Norwood,REP,96099,Charlie Norwood,surname,wikipedia party Republican
1994,13,GA,11,surname,Lovett,REP,37533,Woodrow Lovett,surname,wikipedia party Republican
1994,13,GA,11,surname,Woodrow,DEM,71560,NA,unmatched,NA
1994,40,OK,01,surname,Largent,REP,107085,Steve Largent,surname,wikipedia party Republican
1994,40,OK,01,surname,Price,DEM,63753,Stuart Price,surname,wikipedia party Democratic
1994,40,OK,02,surname,Coburn,REP,82479,Tom Coburn,surname,wikipedia party Republican
1994,40,OK,02,surname,Cooper,DEM,75943,Virgil R. Cooper,surname,wikipedia party Democratic
1994,40,OK,03,surname,Brewster,DEM,115731,Bill Brewster,surname,wikipedia party Democratic
1994,40,OK,03,surname,Tallant,REP,41147,Darrel Dewayne Tallant,surname,wikipedia party Republican
1994,40,OK,04,surname,Perryman,DEM,67237,David Perryman,surname,wikipedia party Democratic
1994,40,OK,04,surname,Tiffee,OTHER,7913,Bill Tiffee,surname,wikipedia party Independent
1994,40,OK,04,surname,Watts,REP,80251,J. C. Watts,surname,wikipedia party Republican
