year,state_fips,po,district,kind,candidate,party_group,votes,new,method,evidence
1994,40,OK,05,surname,Istook,REP,136877,Ernest Istook,surname,wikipedia party Republican
1994,40,OK,05,surname,Keith,OTHER,38270,Tom Keith,surname_unique,only candidate with this surname in the district; wikipedia party Democratic
1994,40,OK,06,surname,Lucas,REP,106961,Frank Lucas,surname,wikipedia party Republican
1994,40,OK,06,surname,Tollett,DEM,45399,Jeffrey S. Tollett,surname,wikipedia party Democratic
1996,4,AZ,01,surname,Cox,DEM,89738,John Cox,surname,wikipedia party Democratic
1996,4,AZ,01,surname,Salmon,REP,135634,Matt Salmon,surname,wikipedia party Republican
1996,4,AZ,02,surname,Bangle,OTHER,5333,Alice Bangle,surname,wikipedia party Libertarian
1996,4,AZ,02,surname,Buster,REP,38786,Jim Buster,surname,wikipedia party Republican
1996,4,AZ,02,surname,Pastor,DEM,81982,Ed Pastor,surname,wikipedia party Democratic
1996,4,AZ,03,surname,Schneider,DEM,88214,Alexander Schneider,surname,wikipedia party Democratic
1996,4,AZ,03,surname,Stump,REP,175231,Bob Stump,surname,wikipedia party Republican
1996,4,AZ,04,surname,Milton,DEM,74857,Maria Milton,surname,wikipedia party Democratic
1996,4,AZ,04,surname,Shadegg,REP,150486,John Shadegg,surname,wikipedia party Republican
1996,4,AZ,05,surname,Finkelstein,OTHER,6630,Ed Finkelstein,surname,wikipedia party Reform
1996,4,AZ,05,surname,Kolbe,REP,179349,Jim Kolbe,surname,wikipedia party Republican
1996,4,AZ,05,surname,Nelson,DEM,67597,Mort Nelson,surname,wikipedia party Democratic
1996,4,AZ,05,surname,Zajac,OTHER,7322,John Zajac,surname,wikipedia party Libertarian
1996,4,AZ,06,surname,Anderson,OTHER,14899,Robert Anderson,surname,wikipedia party Libertarian
1996,4,AZ,06,surname,Hayworth,REP,121431,J. D. Hayworth,surname,wikipedia party Republican
1996,4,AZ,06,surname,Owens,DEM,118957,Steve Owens,surname,wikipedia party Democratic
1996,6,CA,01,placeholder,Democratic Candidate,DEM,96522,Michela Alioto,vote_total,wikipedia votes 96522
1996,6,CA,01,placeholder,Other Candidate 1,OTHER,15376,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
1996,6,CA,01,placeholder,Republican Candidate,REP,110262,Frank Riggs,party_D_R,wikipedia votes 110242 vs ours 110262
1996,6,CA,02,placeholder,Democratic Candidate,DEM,80401,Roberts Braden,vote_total,wikipedia votes 80401
1996,6,CA,02,placeholder,Other Candidate 2,OTHER,13019,Patrice Thiessen / William Brunner / Bob Todd,pooled_minor_sum,sum of 3 wikipedia candidates = 13019
1996,6,CA,02,placeholder,Republican Candidate,REP,144885,Wally Herger,party_D_R,wikipedia votes 144913 vs ours 144885
1996,6,CA,03,placeholder,Democratic Candidate,DEM,118487,Vic Fazio,party_D_R,wikipedia votes 118663 vs ours 118487
1996,6,CA,03,placeholder,Other Candidate 2,OTHER,11940,Timothy Erich / Erin Donelle,pooled_minor_sum,sum of 2 wikipedia candidates = 11940
1996,6,CA,03,placeholder,Republican Candidate,REP,91134,Tim Lefever,vote_total,wikipedia votes 91134
1996,6,CA,04,placeholder,Democratic Candidate,DEM,97948,Katie Hirning,vote_total,wikipedia votes 97948
1996,6,CA,04,placeholder,Other Candidate 1,OTHER,9319,Patrick McHargue,vote_total,wikipedia votes 9319
1996,6,CA,04,placeholder,Republican Candidate,REP,163827,John Doolittle,party_D_R,wikipedia votes 164048 vs ours 163827
1996,6,CA,05,placeholder,Democratic Candidate,DEM,142618,Robert Matsui,vote_total,wikipedia votes 142618
1996,6,CA,05,placeholder,Other Candidate 2,OTHER,6902,Joseph Miller / Gordon Mors / Charles Kersey,pooled_minor_sum,sum of 3 wikipedia candidates = 6902
1996,6,CA,05,placeholder,Republican Candidate,REP,52940,Robert Dinsmore,vote_total,wikipedia votes 52940
1996,6,CA,06,placeholder,Democratic Candidate,DEM,156958,Lynn Woolsey,vote_total,wikipedia votes 156958
1996,6,CA,06,placeholder,Other Candidate 2,OTHER,10602,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
1996,6,CA,06,placeholder,Republican Candidate,REP,86278,Duane Hughes,vote_total,wikipedia votes 86278
1996,6,CA,07,placeholder,Democratic Candidate,DEM,137069,George Miller,party_D_R,wikipedia votes 137089 vs ours 137069
1996,6,CA,07,placeholder,Other Candidate 2,OTHER,11266,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
1996,6,CA,07,placeholder,Republican Candidate,REP,42542,Norman Reece,vote_total,wikipedia votes 42542
1996,6,CA,08,placeholder,Democratic Candidate,DEM,175216,Nancy Pelosi,vote_total,wikipedia votes 175216
1996,6,CA,08,placeholder,Other Candidate 1,OTHER,6805,David Smithstein / Ed Murray,pooled_minor_sum,sum of 2 wikipedia candidates = 6805
1996,6,CA,08,placeholder,Republican Candidate,REP,25739,Justin Raimondo,vote_total,wikipedia votes 25739
1996,6,CA,09,placeholder,Democratic Candidate,DEM,154806,Ronald Dellums,vote_total,wikipedia votes 154806
1996,6,CA,09,placeholder,Other Candidate 2,OTHER,9044,Tom Condit / Jack Forem / Omari Musa,pooled_minor_sum,sum of 3 wikipedia candidates = 9044
1996,6,CA,09,placeholder,Republican Candidate,REP,37128,Deborah Wright,party_D_R,wikipedia votes 37126 vs ours 37128
1996,6,CA,10,placeholder,Democratic Candidate,DEM,137726,Ellen Tauscher,vote_total,wikipedia votes 137726
1996,6,CA,10,placeholder,Other Candidate 3,OTHER,11824,John Place / Valerie Janlois / Gregory Lyon,pooled_minor_sum,sum of 3 wikipedia candidates = 11824
1996,6,CA,10,placeholder,Republican Candidate,REP,133633,Bill Baker,vote_total,wikipedia votes 133633
1996,6,CA,11,placeholder,Democratic Candidate,DEM,65536,Jason Silva,vote_total,wikipedia votes 65536
1996,6,CA,11,placeholder,Other Candidate 1,OTHER,8083,Kelly Rego / Selene Bush,pooled_minor_sum,sum of 2 wikipedia candidates = 8083
1996,6,CA,11,placeholder,Republican Candidate,REP,107477,Richard Pombo,vote_total,wikipedia votes 107477
1996,6,CA,12,placeholder,Democratic Candidate,DEM,149052,Tom Lantos,vote_total,wikipedia votes 149052
1996,6,CA,12,placeholder,Other Candidate 1,OTHER,9583,Christopher Schmidt / Richard Borg,pooled_minor_sum,sum of 2 wikipedia candidates = 9583
1996,6,CA,12,placeholder,Republican Candidate,REP,49278,Storm Jenkins,vote_total,wikipedia votes 49278
1996,6,CA,13,placeholder,Democratic Candidate,DEM,114408,Pete Stark,vote_total,wikipedia votes 114408
1996,6,CA,13,placeholder,Other Candidate 1,OTHER,7746,Terry Savage,vote_total,wikipedia votes 7746
1996,6,CA,13,placeholder,Republican Candidate,REP,53385,James Fay,vote_total,wikipedia votes 53385
1996,6,CA,14,placeholder,Democratic Candidate,DEM,149313,Anna Eshoo,vote_total,wikipedia votes 149313
1996,6,CA,14,placeholder,Other Candidate 3,OTHER,9289,Timothy Thompson / Joseph Dehn / Robert Wells,pooled_minor_sum,sum of 3 wikipedia candidates = 9289
1996,6,CA,14,placeholder,Republican Candidate,REP,71573,Ben Brink,vote_total,wikipedia votes 71573
1996,6,CA,15,placeholder,Democratic Candidate,DEM,79048,Dick Lane,vote_total,wikipedia votes 79048
1996,6,CA,15,placeholder,Other Candidate 3,OTHER,15099,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
1996,6,CA,15,placeholder,Republican Candidate,REP,132737,Tom Campbell,vote_total,wikipedia votes 132737
1996,6,CA,16,placeholder,Democratic Candidate,DEM,94020,Zoe Lofgren,vote_total,wikipedia votes 94020
1996,6,CA,16,placeholder,Other Candidate 1,OTHER,6012,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
1996,6,CA,16,placeholder,Republican Candidate,REP,43197,Chuck Wojslaw,vote_total,wikipedia votes 43197
1996,6,CA,17,placeholder,Democratic Candidate,DEM,115114,Sam Farr,party_D_R,wikipedia votes 115116 vs ours 115114
1996,6,CA,17,placeholder,Other Candidate 1,OTHER,6572,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
1996,6,CA,17,placeholder,Republican Candidate,REP,73856,Jess Brown,vote_total,wikipedia votes 73856
1996,6,CA,18,placeholder,Democratic Candidate,DEM,108827,Gary Condit,vote_total,wikipedia votes 108827
1996,6,CA,18,placeholder,Other Candidate 1,OTHER,4064,James Morzella / Page Riskin,pooled_minor_sum,sum of 2 wikipedia candidates = 4064
1996,6,CA,18,placeholder,Republican Candidate,REP,52695,Bill Conrad,vote_total,wikipedia votes 52695
1996,6,CA,19,placeholder,Democratic Candidate,DEM,58432,Paul Barile,party_D_R,wikipedia votes 58452 vs ours 58432
1996,6,CA,19,placeholder,Other Candidate 1,OTHER,10825,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
1996,6,CA,19,placeholder,Republican Candidate,REP,137402,George Radanovich,vote_total,wikipedia votes 137402
1996,6,CA,20,placeholder,Democratic Candidate,DEM,65381,Cal Dooley,vote_total,wikipedia votes 65381
1996,6,CA,20,placeholder,Other Candidate 1,OTHER,5048,Jonathan Richter,vote_total,wikipedia votes 5048
1996,6,CA,20,placeholder,Republican Candidate,REP,45276,Trice Harvey,vote_total,wikipedia votes 45276
1996,6,CA,21,placeholder,Democratic Candidate,DEM,50684,Deborah Vollmer,party_D_R,wikipedia votes 50694 vs ours 50684
1996,6,CA,21,placeholder,Other Candidate 3,OTHER,14714,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
1996,6,CA,21,placeholder,Republican Candidate,REP,125916,Bill Thomas,vote_total,wikipedia votes 125916
1996,6,CA,22,placeholder,Democratic Candidate,DEM,118299,Walter Capps,vote_total,wikipedia votes 118299
1996,6,CA,22,placeholder,Other Candidate 4,OTHER,17802,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
1996,6,CA,22,placeholder,Republican Candidate,REP,107987,Andrea Seastrand,vote_total,wikipedia votes 107987
1996,6,CA,23,placeholder,Democratic Candidate,DEM,70017,Robert Unruhe,party_D_R,wikipedia votes 70035 vs ours 70017
1996,6,CA,23,placeholder,Other Candidate 1,OTHER,10592,Gail Lightfoot / Stephen Hospodar,pooled_minor_sum,sum of 2 wikipedia candidates = 10592
1996,6,CA,23,placeholder,Republican Candidate,REP,118880,Elton Gallegly,vote_total,wikipedia votes 118880
1996,6,CA,24,placeholder,Democratic Candidate,DEM,106193,Brad Sherman,vote_total,wikipedia votes 106193
1996,6,CA,24,placeholder,Other Candidate 3,OTHER,15026,Ralph Shroyer / Erich Miller / Ron Lawrence,pooled_minor_sum,sum of 3 wikipedia candidates = 15026
1996,6,CA,24,placeholder,Republican Candidate,REP,93629,Rich Sybert,vote_total,wikipedia votes 93629
1996,6,CA,25,placeholder,Democratic Candidate,DEM,65089,Diane Trautman,vote_total,wikipedia votes 65089
1996,6,CA,25,placeholder,Other Candidate 1,OTHER,8686,Bruce Acker / Justin Gerber,pooled_minor_sum,sum of 2 wikipedia candidates = 8686
1996,6,CA,25,placeholder,Republican Candidate,REP,122428,Howard McKeon,vote_total,wikipedia votes 122428
1996,6,CA,26,placeholder,Democratic Candidate,DEM,67525,Howard Berman,vote_total,wikipedia votes 67525
1996,6,CA,26,placeholder,Other Candidate 1,OTHER,5658,Scott Fritschler / Gary Hearne,pooled_minor_sum,sum of 2 wikipedia candidates = 5658
1996,6,CA,26,placeholder,Republican Candidate,REP,29332,Bill Glass,vote_total,wikipedia votes 29332
1996,6,CA,27,placeholder,Democratic Candidate,DEM,82014,Doug Kahn,vote_total,wikipedia votes 82014
1996,6,CA,27,placeholder,Other Candidate 2,OTHER,12828,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
1996,6,CA,27,placeholder,Republican Candidate,REP,95310,Jim Rogan,vote_total,wikipedia votes 95310
1996,6,CA,28,placeholder,Democratic Candidate,DEM,69037,David Levering,vote_total,wikipedia votes 69037
1996,6,CA,28,placeholder,Other Candidate 1,OTHER,4459,Ken Saurenman,vote_total,wikipedia votes 4459
1996,6,CA,28,placeholder,Republican Candidate,REP,113389,David Dreier,vote_total,wikipedia votes 113389
1996,6,CA,29,placeholder,Democratic Candidate,DEM,145276,Henry Waxman,party_D_R,wikipedia votes 145278 vs ours 145276
1996,6,CA,29,placeholder,Other Candidate 3,OTHER,16682,John Daly / Mike Binkley / Brian Rees,pooled_minor_sum,sum of 3 wikipedia candidates = 16682
1996,6,CA,29,placeholder,Republican Candidate,REP,52857,Paul Stepanek,vote_total,wikipedia votes 52857
1996,6,CA,30,placeholder,Democratic Candidate,DEM,58283,Xavier Becerra,vote_total,wikipedia votes 58283
1996,6,CA,30,placeholder,Other Candidate 1,OTHER,7229,Pam Probst / Shirley Mandel / Rosemary Watson-Frith,pooled_minor_sum,sum of 3 wikipedia candidates = 7229
1996,6,CA,30,placeholder,Republican Candidate,REP,15078,Patricia Parker,vote_total,wikipedia votes 15078
1996,6,CA,31,placeholder,Democratic Candidate,DEM,69285,Matthew G. Martinez,vote_total,wikipedia votes 69285
1996,6,CA,31,placeholder,Other Candidate 1,OTHER,4700,Michael Everling,vote_total,wikipedia votes 4700
1996,6,CA,31,placeholder,Republican Candidate,REP,28705,John Flores,vote_total,wikipedia votes 28705
1996,6,CA,32,placeholder,Democratic Candidate,DEM,124712,Julian C. Dixon,vote_total,wikipedia votes 124712
1996,6,CA,32,placeholder,Other Candidate 1,OTHER,7947,Neal Donner / Rashied Jibri,pooled_minor_sum,sum of 2 wikipedia candidates = 7947
1996,6,CA,32,placeholder,Republican Candidate,REP,18766,Larry Ardito,party_D_R,wikipedia votes 18768 vs ours 18766
1996,6,CA,33,placeholder,Democratic Candidate,DEM,47478,Lucille Roybal-Allard,vote_total,wikipedia votes 47478
1996,6,CA,33,placeholder,Other Candidate 1,OTHER,2203,Howard Johnson,vote_total,wikipedia votes 2203
1996,6,CA,33,placeholder,Republican Candidate,REP,8147,John Leonard,vote_total,wikipedia votes 8147
1996,6,CA,34,placeholder,Democratic Candidate,DEM,94730,Esteban Torres,vote_total,wikipedia votes 94730
1996,6,CA,34,placeholder,Other Candidate 1,OTHER,6858,J. Scott / David Argall,pooled_minor_sum,sum of 2 wikipedia candidates = 6858
1996,6,CA,34,placeholder,Republican Candidate,REP,36852,David Nunez,vote_total,wikipedia votes 36852
1996,6,CA,35,placeholder,Democratic Candidate,DEM,92762,Maxine Waters,vote_total,wikipedia votes 92762
1996,6,CA,35,placeholder,Other Candidate 1,OTHER,2610,Gordon Mego,vote_total,wikipedia votes 2610
1996,6,CA,35,placeholder,Republican Candidate,REP,13116,Eric Carlson,vote_total,wikipedia votes 13116
1996,6,CA,36,placeholder,Democratic Candidate,DEM,117752,Jane Harman,vote_total,wikipedia votes 117752
1996,6,CA,36,placeholder,Other Candidate 1,OTHER,8169,Bruce Dovner / Bradley McManus,pooled_minor_sum,sum of 2 wikipedia candidates = 8169
1996,6,CA,36,placeholder,Republican Candidate,REP,98538,Susan Brooks,vote_total,wikipedia votes 98538
1996,6,CA,37,placeholder,Democratic Candidate,DEM,87247,Juanita Millender-McDonald,vote_total,wikipedia votes 87247
1996,6,CA,37,placeholder,Republican Candidate,REP,15399,Michael Voetee,party_D_R,wikipedia votes 15339 vs ours 15399
1996,6,CA,38,placeholder,Democratic Candidate,DEM,71827,Rick Zbur,party_D_R,wikipedia votes 71627 vs ours 71827
1996,6,CA,38,placeholder,Other Candidate 1,OTHER,7882,William Yeager / Paul Gautreau,pooled_minor_sum,sum of 2 wikipedia candidates = 7882
1996,6,CA,38,placeholder,Republican Candidate,REP,88138,Steve Horn,party_D_R,wikipedia votes 88136 vs ours 88138
1996,6,CA,39,placeholder,Democratic Candidate,DEM,61392,R. Davis,vote_total,wikipedia votes 61392
1996,6,CA,39,placeholder,Other Candidate 1,OTHER,10139,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
1996,6,CA,39,placeholder,Republican Candidate,REP,120761,Ed Royce,vote_total,wikipedia votes 120761
1996,6,CA,40,placeholder,Democratic Candidate,DEM,44102,Robert Conaway,vote_total,wikipedia votes 44102
1996,6,CA,40,placeholder,Other Candidate 1,OTHER,9338,Hale McGee / Joseph Kelley,pooled_minor_sum,sum of 2 wikipedia candidates = 9338
1996,6,CA,40,placeholder,Republican Candidate,REP,98821,Jerry Lewis,vote_total,wikipedia votes 98821
1996,6,CA,41,placeholder,Democratic Candidate,DEM,47346,Richard Waldron,vote_total,wikipedia votes 47346
1996,6,CA,41,placeholder,Other Candidate 1,OTHER,12285,Richard Newhouse / David Kramer / Marjorie Mikels,pooled_minor_sum,sum of 3 wikipedia candidates = 12285
1996,6,CA,41,placeholder,Republican Candidate,REP,83934,Jay Kim,vote_total,wikipedia votes 83934
1996,6,CA,42,placeholder,Democratic Candidate,DEM,52166,"George Brown, Jr.",vote_total,wikipedia votes 52166
1996,6,CA,42,placeholder,Republican Candidate,REP,51170,Linda Wilde,vote_total,wikipedia votes 51170
1996,6,CA,43,placeholder,Democratic Candidate,DEM,67422,Guy Kimborough,vote_total,wikipedia votes 67422
1996,6,CA,43,placeholder,Other Candidate 2,OTHER,15057,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
1996,6,CA,43,placeholder,Republican Candidate,REP,97247,Ken Calvert,vote_total,wikipedia votes 97247
1996,6,CA,44,placeholder,Democratic Candidate,DEM,73844,Anita Rufus,vote_total,wikipedia votes 73844
1996,6,CA,44,placeholder,Other Candidate 1,OTHER,7139,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
1996,6,CA,44,placeholder,Republican Candidate,REP,110843,Sonny Bono,party_D_R,wikipedia votes 110643 vs ours 110843
1996,6,CA,45,placeholder,Democratic Candidate,DEM,68312,Sally Alexander,vote_total,wikipedia votes 68312
1996,6,CA,45,placeholder,Other Candidate 1,OTHER,11884,Mark Murphy / Rand McDevitt,pooled_minor_sum,sum of 2 wikipedia candidates = 11884
1996,6,CA,45,placeholder,Republican Candidate,REP,125326,Dana Rohrabacher,vote_total,wikipedia votes 125326
1996,6,CA,46,placeholder,Democratic Candidate,DEM,47984,Loretta Sanchez,party_D_R,wikipedia votes 47964 vs ours 47984
1996,6,CA,46,placeholder,Other Candidate 3,OTHER,7540,Lawrence Stafford / Thomas Reimer / J. Aguirre,pooled_minor_sum,sum of 3 wikipedia candidates = 7540
1996,6,CA,46,placeholder,Republican Candidate,REP,46980,Bob Dornan,vote_total,wikipedia votes 46980
1996,6,CA,47,placeholder,Democratic Candidate,DEM,70362,Tina Laine,vote_total,wikipedia votes 70362
1996,6,CA,47,placeholder,Other Candidate 2,OTHER,13337,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
1996,6,CA,47,placeholder,Republican Candidate,REP,160078,Christopher Cox,vote_total,wikipedia votes 160078
1996,6,CA,48,placeholder,Democratic Candidate,DEM,59558,Dan Farrell,vote_total,wikipedia votes 59558
1996,6,CA,48,placeholder,Other Candidate 2,OTHER,16019,William Dreu / Sharon Miles,pooled_minor_sum,sum of 2 wikipedia candidates = 16019
1996,6,CA,48,placeholder,Republican Candidate,REP,145814,Ron Packard,vote_total,wikipedia votes 145814
1996,6,CA,49,placeholder,Democratic Candidate,DEM,86657,Peter Navarro,vote_total,wikipedia votes 86657
1996,6,CA,49,placeholder,Other Candidate 1,OTHER,11305,Ernie Lippe / Kevin Hambsch / Peter Sterling,pooled_minor_sum,sum of 3 wikipedia candidates = 11305
1996,6,CA,49,placeholder,Republican Candidate,REP,108806,Brian Bilbray,vote_total,wikipedia votes 108806
1996,6,CA,50,placeholder,Democratic Candidate,DEM,73200,Bob Filner,vote_total,wikipedia votes 73200
1996,6,CA,50,placeholder,Other Candidate 3,OTHER,6789,Earl Shepard / Dan Clark / Philip Zoebisch,pooled_minor_sum,sum of 3 wikipedia candidates = 6789
1996,6,CA,50,placeholder,Republican Candidate,REP,38351,Jim Baize,vote_total,wikipedia votes 38351
1996,6,CA,51,placeholder,Democratic Candidate,DEM,66250,Rita Tamerius,vote_total,wikipedia votes 66250
1996,6,CA,51,placeholder,Other Candidate 3,OTHER,13742,Miriam Clark / J.C. Anderson / Eric Bourdette,pooled_minor_sum,sum of 3 wikipedia candidates = 13742
1996,6,CA,51,placeholder,Republican Candidate,REP,149032,Duke Cunningham,vote_total,wikipedia votes 149032
1996,6,CA,52,placeholder,Democratic Candidate,DEM,53104,Darity Wesley,vote_total,wikipedia votes 53104
1996,6,CA,52,placeholder,Other Candidate 3,OTHER,8491,Other / write-in candidates,aggregate_label,generic pooled or unnamed row
1996,6,CA,52,placeholder,Republican Candidate,REP,116766,Duncan Hunter,party_D_R,wikipedia votes 116746 vs ours 116766
1996,13,GA,01,surname,Kaszans,DEM,50622,Rosemary Kaszans,surname,wikipedia party Democratic
1996,13,GA,01,surname,Kingston,REP,108616,Jack Kingston,surname,wikipedia party Republican
1996,13,GA,02,surname,Bishop,DEM,88256,Sanford Bishop,surname,wikipedia party Democratic
1996,13,GA,02,surname,Ealum,REP,75282,Darrel Ealum,surname,wikipedia party Republican
1996,13,GA,03,surname,Chafin,DEM,76538,Jim Chafin,surname,wikipedia party Democratic
1996,13,GA,03,surname,Collins,REP,120251,Mac Collins,surname,wikipedia party Republican
1996,13,GA,04,surname,McKinney,DEM,127157,Cynthia McKinney,surname,wikipedia party Democratic
1996,13,GA,04,surname,Mitnick,REP,92985,John Mitnick,surname,wikipedia party Republican
1996,13,GA,05,surname,Lewis,DEM,136555,John Lewis,page_text,'John Lewis' appears 3 times on the page
1996,13,GA,06,surname,Coles,DEM,127135,Michael Coles,surname,wikipedia party Democratic
1996,13,GA,06,surname,Gingrich,REP,174155,Newt Gingrich,surname,wikipedia party Republican
1996,13,GA,07,surname,Barr,REP,112009,Bob Barr,surname,wikipedia party Republican
1996,13,GA,07,surname,Watts,DEM,81765,Charlie Watts,surname,wikipedia party Democratic
1996,13,GA,08,surname,Chambliss,REP,93619,Saxby Chambliss,surname,wikipedia party Republican
1996,13,GA,08,surname,Wiggins,DEM,84506,Jim Wiggins,surname,wikipedia party Democratic
1996,13,GA,09,surname,Deal,REP,132532,Nathan Deal,surname,wikipedia party Republican
1996,13,GA,09,surname,Poston,DEM,69662,Ken Poston,surname,wikipedia party Democratic
1996,13,GA,10,surname,Bell,DEM,88054,David Bell,surname,wikipedia party Democratic
1996,13,GA,10,surname,Norwood,REP,96723,Charlie Norwood,surname,wikipedia party Republican
1996,13,GA,11,surname,Linder,REP,145821,John Linder,surname,wikipedia party Republican
1996,13,GA,11,surname,Stephenson,DEM,80940,Tommy Stephenson,surname,wikipedia party Democratic
1996,33,NH,01,surname,Flanders,OTHER,8176,Gary Flanders,surname,wikipedia party Libertarian
1996,33,NH,01,surname,Keefe,DEM,115462,Joe Keefe,surname,wikipedia party Democratic
1996,33,NH,01,surname,Sununu,REP,123939,John E. Sununu,surname,wikipedia party Republican
1996,33,NH,02,surname,Arnesen,DEM,105867,Deborah Arnesen,surname,wikipedia party Democratic
1996,33,NH,02,surname,Bass,REP,123001,Charles Bass,surname,wikipedia party Republican
1996,33,NH,02,surname,Kendel,OTHER,3727,Roy Kendel,surname,wikipedia party Independent American
1996,33,NH,02,surname,Lamirande,OTHER,10757,Carole Lamirande,surname,wikipedia party Independent
1998,6,CA,29,surname,Blasdell-,OTHER,2717,Karen Blasdell-Wilkinson,vote_total,wikipedia votes 2717
1998,13,GA,01,surname,Kingston,REP,92229,Jack Kingston,page_text,'Jack Kingston' appears 2 times on the page
1998,13,GA,02,surname,Bishop,DEM,77953,Sanford Bishop,surname,wikipedia party Democratic
1998,13,GA,02,surname,McCormick,REP,59305,Joseph F. McCormick,surname,wikipedia party Republican
1998,13,GA,03,surname,Collins,REP,123064,Mac Collins,page_text,'Mac Collins' appears 2 times on the page
1998,13,GA,04,surname,McKinney,DEM,100622,Cynthia McKinney,surname,wikipedia party Democratic
1998,13,GA,04,surname,Warren,REP,64146,Sunny Warren,surname,wikipedia party Republican
1998,13,GA,05,surname,Lewis,DEM,109177,John Lewis,surname,wikipedia party Democratic
1998,13,GA,06,surname,Gingrich,REP,164966,Newt Gingrich,surname,wikipedia party Republican
1998,13,GA,06,surname,Pelphrey,DEM,68366,Gary Pelphrey,surname,wikipedia party Democratic
1998,13,GA,07,surname,Barr,REP,85982,Bob Barr,surname,wikipedia party Republican
1998,13,GA,07,surname,Williams,DEM,69293,James Williams,surname,wikipedia party Democratic
1998,13,GA,08,surname,Cain,DEM,53079,Ronald Cain,surname,wikipedia party Democratic
1998,13,GA,08,surname,Chambliss,REP,87993,Saxby Chambliss,surname,wikipedia party Republican
1998,13,GA,09,surname,Deal,REP,122713,Nathan Deal,page_text,'Nathan Deal' appears 2 times on the page
1998,13,GA,10,surname,Freeman,DEM,60004,Marion Freeman,surname,wikipedia party Democratic
1998,13,GA,10,surname,Norwood,REP,88527,Charlie Norwood,surname,wikipedia party Republican
1998,13,GA,11,surname,Linder,REP,120909,John Linder,surname,wikipedia party Republican
1998,13,GA,11,surname,Littman,DEM,53510,Vince Littman,surname,wikipedia party Democratic
1998,23,ME,01,surname,Allen,DEM,134335,Tom Allen,surname,wikipedia party Democratic
1998,23,ME,01,surname,Connelly,REP,79160,Ross Connelly,surname,wikipedia party Republican
1998,23,ME,01,surname,Greiner,OTHER,9182,Eric Greiner,surname,wikipedia party U.S. Taxpayers
1998,23,ME,02,surname,Baldacci,DEM,146202,John Baldacci,surname,wikipedia party Democratic
1998,23,ME,02,surname,Reisman,REP,45674,Johnathan Reisman,surname,wikipedia party Republican
2000,1,AL,01,surname,Callahan,REP,151188,Sonny Callahan,surname,wikipedia party Republican
2000,1,AL,01,surname,Coffee,OTHER,14031,Dick Coffee,surname,wikipedia party Libertarian
2000,1,AL,02,surname,Everett,REP,154980,Terry Everett,surname,wikipedia party Republican
2000,1,AL,02,surname,McGahan,OTHER,4214,Wallace B. McGahan,surname,wikipedia party Libertarian
2000,1,AL,02,surname,Woods,DEM,67696,Charles Woods,surname,wikipedia party Democratic
2000,1,AL,03,surname,Riley,REP,147317,Bob Riley,surname,wikipedia party Republican
2000,1,AL,03,surname,Sophocleus,OTHER,21119,John Sophocleus,surname,wikipedia party Libertarian
2000,1,AL,04,surname,Folsom,DEM,86400,Marsha Folsom,surname,wikipedia party Democratic
2000,1,AL,04,surname,Goodrich,OTHER,3519,Craig Goodrich,surname,wikipedia party Libertarian
2000,1,AL,05,surname,Barksdale,OTHER,22110,Alan F. Barksdale,surname,wikipedia party Libertarian
2000,1,AL,05,surname,Cramer,DEM,186059,Robert E. Cramer,surname,wikipedia party Democratic
2000,1,AL,06,surname,Bachus,REP,212751,Spencer Bachus,surname,wikipedia party Republican
2000,1,AL,06,surname,Reagin,OTHER,28189,Terry Reagin,surname,wikipedia party Libertarian
2000,1,AL,07,surname,Hager,OTHER,3829,Ken Hager,surname,wikipedia party Libertarian
2000,1,AL,07,surname,Hilliard,DEM,148243,Earl Hilliard,surname,wikipedia party Democratic
2000,19,IA,03,surname,Atkinson,OTHER,5563,Sue Atkinson,surname,wikipedia party Independence
2000,23,ME,01,surname,Allen,DEM,202823,Tom Allen,surname,wikipedia party Democratic
2000,23,ME,01,surname,Amero,REP,123915,Jane Amero,surname,wikipedia party Republican
2000,23,ME,01,surname,Staples,OTHER,12356,J. Frederic Staples,surname,wikipedia party Libertarian
2000,23,ME,02,surname,Baldacci,DEM,219783,John Baldacci,surname,wikipedia party Democratic
2000,23,ME,02,surname,Campbell,REP,79522,Richard Campbell,surname,wikipedia party Republican
2000,33,NH,01,surname,Belforti,OTHER,5713,Dan Belforti,surname,wikipedia party Libertarian
2000,33,NH,01,surname,Clark,DEM,128387,Martha Fuller Clark,surname,wikipedia party Democratic
2000,33,NH,01,surname,Sununu,REP,150609,John E. Sununu,surname,wikipedia party Republican
2000,33,NH,02,surname,Bass,REP,152581,Charlie Bass,surname,wikipedia party Republican
