state,cd,year,total_vote,rep_vote,rep_candidate,dem_vote,dem_candidate,other_vote,plurality_vote,plurality_party,source_volume,confidence
NEVADA,2,2014,2014.0,186210.0,"AMODEI, MARK E.*",122402.0,"SPEES, KRISTEN",,70386.0,R,31,low
NEVADA,2,2012,2012.0,281449.0,"AMODEI, MARK E.*",162213.0,"KOEPNICK, SAMUEL",,60194.0,R,31,low
NEVADA,3,2014,2014.0,145719.0,"HECK, JOSEPH J.*",88528.0,"BILBRAY, ERIN",,35884.0,R,31,low
NEVADA,3,2012,2012.0,272523.0,"HECK, JOSEPH J.*",137244.0,"OCEGUERA, JOHN",,20421.0,R,31,low
NEVADA,4,2014,2014.0,130781.0,"HARDY, CRESENT",63466.0,"HORSFORD, STEVEN A.*",,3622.0,R,31,low
NEVADA,4,2012,2012.0,240492.0,Ww,101261.0,"TARKANIAN, DANNY",,19240.0,D,31,low
NEW HAMPSHIRE,1,2014,2014.0,242736.0,"GUINTA, FRANK C.",125508.0,"SHEAPORTER, CAROL*",,8739.0,R,31,low
NEW HAMPSHIRE,1,2012,2012.0,345022.0,"GUINTA, FRANK C.*",158659.0,"SHEAPORTER, CAROL",,12991.0,D,31,low
NEW HAMPSHIRE,2,2014,2014.0,238184.0,"GARCIA, MARILINDA",106871.0,"KUSTER, ANN M.*",,23829.0,D,31,low
NEW HAMPSHIRE,2,2012,2012.0,337394.0,"BASS, CHARLES*",152977.0,"KUSTER, ANN M.",,16298.0,D,31,low
NEW MEXICO,1,2014,2014.0,180032.0,"FRESE, MICHAEL H.",74558.0,"GRISHAM, MICHELLE LUJAN*",,30916.0,D,31,low
NEW MEXICO,1,2012,2012.0,275856.0,"ARNOLDJONES, JANICE E.",112473.0,"GRISHAM, MICHELLE LUJAN",,50451.0,D,31,low
NEW MEXICO,2,2014,2014.0,147777.0,"PEARCE, STEVE*",95209.0,"LARA, ROXANNE ROCKY",,42710.0,R,31,low
NEW MEXICO,2,2012,2012.0,225515.0,"PEARCE, STEVE*",133180.0,"ERHARD, EVELYN MADRID",,41018.0,R,31,low
NEW MEXICO,3,2014,2014.0,184076.0,"BYRD, JEFFERSON L.",70775.0,"LUJAN, BEN RAY*",,42474.0,D,31,low
NEW MEXICO,3,2012,2012.0,264719.0,Roh,97616.0,"BYRD, JEFFERSON L.",,69487.0,D,31,low
NEW YORK,1,2014,2014.0,172865.0,"ZELDIN, LEE M.",94035.0,"BISHOP, TIMOTHY H.*",,,,31,low
NEW YORK,1,2012,2012.0,278659.0,"ALTSCHULER, RANDY",132304.0,"BISHOP, TIMOTHY H.*",,,,31,low
NEW YORK,2,2014,2014.0,139330.0,"KING, PETER T.*",95177.0,"MAHER, PATRICIA M.",,,,31,low
NEW YORK,2,2012,2012.0,242943.0,"KING, PETER T.*",142309.0,"FALCONE, VIVIANNE",,,,31,low
NEW YORK,3,2014,2014.0,164375.0,"LALLY, GRANT M.",74269.0,"ISRAEL, STEVE*",,,,31,low
NEW YORK,3,2012,113203.0,157880.0,AVI      RMAIVAl,44677.0,"LABATE, STEPHEN",,,,31,low
NEW YORK,4,2014,2014.0,170099.0,"BLAKEMAN, BRUCE",80127.0,"RICE, KATHLEEN M.",,,,31,low
NEW YORK,4,2012,2012.0,265300.0,"BECKER, FRANCIS X. JR.",85693.0,"MCCARTHY, CAROLYN*",,,,31,low
NEW YORK,5,2014,2014.0,79821.0,"MEEKS, GREGORY W.*",75712.0,,,,,31,low
NEW YORK,5,2012,2012.0,187141.0,"JENNINGS, ALLAN JR.",17875.0,"MEEKS, GREGORY W.*",,,,31,low
NEW YORK,6,2014,2014.0,55963.0,"MENG, GRACE*",55368.0,,,,,31,low
NEW YORK,6,2012,2012.0,164374.0,"HALLORAN, DANIEL",50846.0,"MENG, GRACE",,,,31,low
NEW YORK,7,2014,2014.0,63812.0,"FERNANDEZ, JOSE LUIS",5713.0,"VELAZQUEZ, NYDIA M.*",,,,31,low
NEW YORK,7,2012,2012.0,152.0,"VELAZQUEZ, NYDIA M.*",111.0,,,,,31,low
NEW YORK,8,2014,2014.0,83999.0,"JEFFRIES, HAKEEM S.*",77255.0,,,,,31,low
NEW YORK,8,2012,2012.0,204207.0,"BELLONE, ALAN",17650.0,"JEFFRIES, HAKEEM S.",,,,31,low
NEW YORK,9,2014,2014.0,92569.0,"CLARKE, YVETTE D.*",82659.0,,,,,31,low
NEW YORK,9,2012,202.0,213431.0,See,24164.0,"CAVANAGH, DANIEL",,,,31,low
NEW YORK,10,2014,10.0,2014.0,"NADLER, JERROLD*",101881.0,,,,,31,low
NEW YORK,10,2012,10.0,2012.0,"CHAN, MICHAEL",205349.0,"NADLER, JERROLD*",,,,31,low
NEW YORK,11,2014,11.0,2014.0,"GRIMM, MICHAEL G.*",107363.0,"RECCHIA JR., DOMENIC M.",,,,31,low
NEW YORK,11,2012,11.0,2012.0,"GRIMM, MICHAEL G.*",197635.0,"MURPHY, MARK",,,,31,low
NEW YORK,12,2014,12.0,2014.0,"DI IORIO, NICHOLAS S.",113429.0,"MALONEY, CAROLYN B.*",,,,31,low
NEW YORK,12,2012,12.0,2012.0,"WIGHT, CHRISTOPHER",241426.0,"MALONEY, CAROLYN B.*",,,,31,low
NEW YORK,13,2014,13.0,2014.0,"RANGEL, CHARLES B.*",78353.0,,,,,31,low
NEW YORK,13,2012,2012.0,192913.0,teeee,12147.0,"SCHLEY, CRAIG",,,,31,low
NEW YORK,14,2014,14.0,2014.0,"CROWLEY, JOSEPH*",57204.0,,,,,31,low
NEW YORK,14,2012,14.0,2012.0,"GIBBONS, WILLIAM JR.",145190.0,"CROWLEY, JOSEPH*",,,,31,low
NEW YORK,15,2014,15.0,2014.0,"SERRANO, JOSE E.*",56563.0,,,,,31,low
NEW YORK,15,2012,4427.0,152661.0,iss  ON              ABYAITIS,148234.0,"DELLA VALLE, FRANK",,,,31,low
NEW YORK,16,2014,16.0,2014.0,"ENGEL, ELIOT L.*",100391.0,,,,,31,low
NEW YORK,16,2012,16.0,2012.0,"MCLAUGHLIN, JOSEPH",236553.0,"ENGEL, ELIOT L.*",,,,31,low
NEW YORK,17,2014,17.0,2014.0,Ss,174054.0,"DAY, CHRIS",,,,31,low
NEW YORK,17,2012,17.0,2012.0,"CARVIN, JOE",266205.0,"LOWEY, NITA M.*",,,,31,low
NEW YORK,18,2014,18.0,2014.0,"HAYWORTH, NAN",179091.0,"MALONEY, SEAN PATRICK*",,,,31,low
NEW YORK,18,2012,2012.0,277063.0,ieeee,133049.0,"HAYWORTH, NAN*",,,,31,low
NEW YORK,19,2014,19.0,2014.0,"GIBSON, CHRISTOPHER P.*",204173.0,"ELDRIDGE, SEAN",,,,31,low
NEW YORK,19,2012,19.0,2012.0,"GIBSON, CHRISTOPHER P.*",284679.0,"SCHREIBMAN, JULIAN",,,,31,low
NEW YORK,20,2014,20.0,2014.0,"FISCHER, IM",204329.0,"TONKO, PAUL*",,,,31,low
NEW YORK,20,2012,20.0,2012.0,"DIETERICH, ROBERT",297314.0,"TONKO, PAUL*",,,,31,low
NEW YORK,21,2014,21.0,2014.0,"STEFANIK, ELISE M.",174668.0,"WOOLF, AARON",,,,31,low
NEW YORK,21,2012,21.0,2012.0,"DOHENY, MATTHEW A.",252556.0,"OWENS, WILLIAM L. BILL*",,,,31,low
NEW YORK,22,2014,129851.0,129851.0,Pe       IAS       eH BY,98.0,"HANNA, RICHARD L.*",,,,31,low
NEW YORK,22,2012,22.0,2012.0,"HANNA, RICHARD L.*",260863.0,"LAMB, DAN",,,,31,low
NEW YORK,23,2014,23.0,2014.0,"REED, TOM*",183481.0,"ROBERTSON, MARTHA",,,,31,low
NEW YORK,23,2012,23.0,2012.0,se,265282.0,"REED, TOM*",,,,31,low
NEW YORK,24,2014,2014.0,199222.0,pAree,118474.0,"KATKO, JOHN",,,,31,low
NEW YORK,24,2012,24.0,2012.0,"BUERKLE, ANN MARIE*",292988.0,"MAFFEI, DANIEL B.",,,,31,low
NEW YORK,25,2014,25.0,2014.0,"ASSINI, MARK W.",192971.0,"SLAUGHTER, LOUISE M.*",,,,31,low
NEW YORK,25,2012,25.0,20.0,"BROOKS, MAGGIE",313402.0,"SLAUGHTER, LOUISE M.*",,,,31,low
NEW YORK,26,2014,26.0,2014.0,"WEPPNER, KATHLEEN KATHY",166124.0,"HIGGINS, BRIAN*",,,,31,low
NEW YORK,26,2012,26.0,82012.0,"MADIGAN, MICHAEL H.",284271.0,"HIGGINS, BRIAN*",,,,31,low
NEW YORK,27,2014,27.0,2014.0,"COLLINS, CHRIS*",203645.0,"O'DONNELL, IM",,,,31,low
NEW YORK,27,2012,50.0,49.0,ee,50.0,,,,,31,low
NEW YORK,28,2014,34.0,64.0,Kea,35.0,,,,,31,low
NORTH CAROLINA,1,2014,2014.0,210323.0,"RICH, ARTHUR",154333.0,"BUTTERFIELD, G. K.*",,98343.0,D,31,low
NORTH CAROLINA,1,2012,2012.0,338066.0,"DILAURO, PETE",254644.0,"BUTTERFIELD, G. K.*",,177356.0,D,31,low
NORTH CAROLINA,2,2014,2014.0,207607.0,"ELLMERS, RENEE L.*",122128.0,"AIKEN, CLAY",,36649.0,R,31,low
NORTH CAROLINA,2,2012,2012.0,311397.0,RS,174066.0,"ELLMERS, RENEE L.*",,,,31,low
NORTH CAROLINA,3,2014,2014.0,205597.0,"JONES, WALTER B. JR.*",139415.0,"ADAME, MARSHALL",,73233.0,R,31,low
NORTH CAROLINA,3,2012,2012.0,309885.0,"JONES, WALTER B.JR.*",195571.0,"ANDERSON, ERIK",,81257.0,R,31,low
NORTH CAROLINA,4,2014,2014.0,227362.0,"WRIGHT, PAUL",57416.0,"PRICE, DAVID E.*",,112530.0,D,31,low
NORTH CAROLINA,4,2012,2012.0,348485.0,"DANNUNZIO, TIM",88951.0,"PRICE, DAVID E.*",,88951.0,D,31,low
NORTH CAROLINA,5,2014,2014.0,228252.0,"FOXX, VIRGINIA*",139279.0,"BRANNON, JOSHUA JOSH",,50306.0,R,31,low
NORTH CAROLINA,5,2012,2012.0,349197.0,"FOXX, VIRGINIA*",200945.0,"MOTSINGER, ELISABETH",,52693.0,R,31,low
NORTH CAROLINA,6,2014,2014.0,251070.0,"WALKER, MARK",147312.0,"FIELD, LAURA",,43554.0,R,31,low
NORTH CAROLINA,6,2012,2012.0,364583.0,"COBLE, HOWARD*",222116.0,"FORIEST, TONY",,79649.0,R,31,low
NORTH CAROLINA,7,2014,2014.0,226504.0,"ROUZER, DAVID",134431.0,"BARFIELD JR., JONATHAN",,50377.0,R,31,low
NORTH CAROLINA,7,2012,2012.0,336736.0,"ROUZER, DAVID",168041.0,"MCINTYRE, MIKE*",,,,31,low
NORTH CAROLINA,8,2014,2014.0,187422.0,"HUDSON, RICHARD*",121568.0,"BLUE, ANTONIO",,55714.0,R,31,low
NORTH CAROLINA,8,2012,2012.0,302280.0,"HUDSON, RICHARD",160695.0,"KISSELL, LARRY*",,23556.0,R,31,low
NORTH CAROLINA,9,2014,2014.0,173668.0,"PITTENGER, ROBERT*",163080.0,,,163080.0,R,31,low
NORTH CAROLINA,9,2012,2012.0,375690.0,"PITTENGER, ROBERT",194537.0,"ROBERTS, JENNIFER",,23034.0,R,31,low
NORTH CAROLINA,10,2014,10.0,2014.0,"MCHENRY, PATRICK T.*",218796.0,"MACQUEEN IV, TATE",,,,31,low
NORTH CAROLINA,10,2012,10.0,2012.0,"MCHENRY, PATRICK T.*",334849.0,"KEEVER, PATRICIA R. PATSY",,46803.0,R,31,low
NORTH CAROLINA,11,2014,11.0,2014.0,"MEADOWS, MARK*",230024.0,"HILL, THOMAS",,59340.0,R,31,low
NORTH CAROLINA,11,2012,11.0,2012.0,"MEADOWS, MARK",331426.0,"ROGERS, HAYDEN",,,,31,low
NORTH CAROLINA,12,2014,12.0,2014.0,"COAKLEY, VINCE",172664.0,"ADAMS, ALMA S.",,87528.0,D,31,low
NORTH CAROLINA,12,2012,12.0,2012.0,"BROSCH, JACK",310908.0,"WATT, MELVIN*",,184274.0,D,31,low
NORTH CAROLINA,13,2014,13.0,2014.0,"HOLDING, GEORGE*",268709.0,"CLEARY, BRENDA",,39273.0,R,31,low
NORTH CAROLINA,13,2012,13.0,2012.0,"HOLDING, GEORGE",370610.0,"MALONE, CHARLES",,50380.0,R,31,low
OHIO,1,2014,197383.0,124779.0,"CHABOT, STEVE*",72604.0,"KUNDRATA, FRED",,52175.0,R,31,low
OHIO,1,2012,349716.0,201907.0,"CHABOT, STEVE*",131490.0,"SINNARD, JEFF",,70417.0,R,31,low
OHIO,2,2014,201111.0,132658.0,"WENSTRUP, BRAD R.*",68453.0,"TYSZKIEWICZ, MAREK",,64205.0,R,31,low
OHIO,2,2012,331381.0,194299.0,"WENSTRUP, BRAD R.",137082.0,"SMITH, WILLIAM",,57217.0,R,31,low
OHIO,3,2014,143261.0,51475.0,"ADAMS, JOHN",91769.0,"BEATTY, JOYCE*",,40294.0,D,31,low
OHIO,3,2012,295938.0,77903.0,"LONG, CHRIS",201921.0,"BEATTY, JOYCE",,124018.0,D,31,low
OHIO,4,2014,186072.0,125907.0,"JORDAN, JIM*",60165.0,"GARRETT, JANET",,65742.0,R,31,low
OHIO,4,2012,312998.0,182643.0,"JORDAN, IM*",114214.0,"SLONE, IM",,68429.0,R,31,low
OHIO,5,2014,202300.0,134449.0,NooO,58507.0,"LATTA, ROBERT E.*",,75942.0,R,31,low
OHIO,5,2012,351878.0,201514.0,"LATTA, ROBERT E.*",137806.0,"ZIMMANN, ANGELA",,63708.0,R,31,low
OHIO,6,2014,190652.0,111026.0,"JOHNSON, BILL*",73561.0,"GARRISON, JENNIFER",,37465.0,R,31,low
OHIO,6,2012,308980.0,164536.0,"JOHNSON, BILL*",144444.0,"WILSON, CHARLES A. JR.",,20092.0,R,31,low
OHIO,7,2014,143959.0,143959.0,"GIBBS, BOB*",143959.0,,,143959.0,R,31,low
OHIO,7,2012,315812.0,178104.0,"GIBBS, BOB*",137708.0,"HEALYABRAMS, JOYCE",,40396.0,R,31,low
OHIO,8,2014,188330.0,126539.0,"BOEHNER, JOHN A.*",51534.0,"POETTER, TOM",,75005.0,R,31,low
OHIO,8,2012,246442.0,246380.0,"BOEHNER, JOHN A.*",62.0,,,246380.0,R,31,low
OHIO,9,2014,20128.0,298.0,SI,1166.0,"WURZELBACHER, SAMUEL       .",,149109.0,D,31,low
OHIO,9,2012,10.0,2014.0,"TURNER, MICHAEL R.*",200606.0,"KLEPINGER, ROBERT",,67503.0,R,31,low
OHIO,10,2014,10.0,2012.0,"sTURNER, MICHAEL R.*",349671.0,"NEUHARDT, SHAREN SWARTZ",,77104.0,R,31,low
OHIO,10,2012,11.0,2014.0,"ZETZER, MARK",172566.0,"FUDGE, MARCIA L.*",,101644.0,D,31,low
OHIO,11,2014,11.0,2012.0,"FUDGE, MARCIA L.*",258378.0,,,258378.0,D,31,low
OHIO,11,2012,12.0,2014.0,"TIBERI, PATRICK    J.*",221081.0,"TIBBS, DAVID ARTHUR",,89213.0,R,31,low
OHIO,12,2014,12.0,2012.0,"TIBERI, PATRICK      J.*",368488.0,"REESE, JIM",,99260.0,R,31,low
OHIO,12,2012,2014599.0,175549.0,Toe,55233.0,"PEKAREK, THOMAS",,64997.0,D,31,low
OHIO,13,2014,14.0,2014.0,"JOYCE, DAVID P.*",214580.0,"WAGER, MICHAEL",,64880.0,R,31,low
OHIO,13,2012,14.0,2012.0,"JOYCE, DAVID P.",339884.0,"BLANCHARD, DALE VIRGIL",,52022.0,R,31,low
OHIO,14,2014,15.0,2014.0,"STIVERS, STEVE*",194621.0,"WHARTON, SCOTT",,62371.0,R,31,low
OHIO,14,2012,20129.0,333.0,See,4659.0,STIVERS SSTEVE,,77089.0,R,31,low
OHIO,15,2014,16.0,2014.0,"RENACCI, JAMES B.*",207375.0,"CROSSLAND, PETE",,56977.0,R,31,low
OHIO,15,2012,16.0,2012.0,"RENACCI, JAMES B.*",355771.0,"SUTTON, BETTY",,14563.0,R,31,low
OKLAHOMA,1,2014,2012.0,285312.0,"BRIDENSTINE, IM",181084.0,"OLSON, JOHN",,89663.0,R,31,low
OKLAHOMA,1,2012,2014.0,158407.0,"MULLIN, MARKWAYNE*",110925.0,"EVERETT, EARL E.",,71961.0,R,31,low
OKLAHOMA,2,2014,2012.0,250612.0,"MULLIN, MARKWAYNE",143701.0,"WALLACE, ROB",,47620.0,R,31,low
OKLAHOMA,2,2012,2014.0,169605.0,"LUCAS, FRANK D.*",133335.0,"ROBBINS, FRANKIE",,97065.0,R,31,low
OKLAHOMA,3,2014,2012.0,268003.0,"LUCAS, FRANK D.*",201744.0,"MURRAY, TIMOTHY RAY",,148272.0,R,31,low
OKLAHOMA,3,2012,2014.0,166268.0,"COLE, TOM*",117721.0,"SMITH, BERT",,76723.0,R,31,low
OKLAHOMA,4,2014,2012.0,260331.0,"COLE, TOM*",176740.0,"BEBO, DONNA MARIE",,104894.0,R,31,low
OKLAHOMA,4,2012,2014.0,95632.0,Sores,57790.0,"RUSSELL, STEVE",,37842.0,R,31,low
OKLAHOMA,5,2014,2012.0,261677.0,AW,153603.0,"LANKFORD, JAMES*",,56099.0,R,31,low
OREGON,1,2014,2014.0,279253.0,"YATES, JASON",96245.0,"BONAMICI, SUZANNE*",,63793.0,D,31,low
OREGON,1,2012,2012.0,331980.0,"MORGAN, DELINDA",109699.0,"BONAMICI, SUZANNE*",,88146.0,D,31,low
OREGON,2,2014,2014.0,287425.0,".       WALDEN, GREG*",202374.0,"CHRISTOFFERSON, AELEA",,128589.0,R,31,low
OREGON,2,2012,2012.0,332255.0,"WALDEN, GREG*",228043.0,"SEGERS, JOYCE B.",,,,31,low
OREGON,3,2014,2014.0,292757.0,"BUCHAL, JAMES",57424.0,"BLUMENAUER, EARL*",,154324.0,D,31,low
OREGON,3,2012,2012.0,355875.0,"GREEN, RONALD",70325.0,"BLUMENAUER, EARL*",,194654.0,D,31,low
OREGON,4,2014,2014.0,310179.0,"ROBINSON, ART",116534.0,"DEFAZIO, PETER A.*",,65090.0,D,31,low
OREGON,4,2012,2012.0,360088.0,"ROBINSON, ART",140549.0,"DEFAZIO, PETER A.*",,72317.0,D,31,low
OREGON,5,2014,2014.0,281088.0,"SMITH, TOOTIE",110332.0,"SCHRADER, KURT*",,40612.0,D,31,low
OREGON,5,2012,2012.0,327970.0,WW,139223.0,"THOMPSON, FRED",,38006.0,D,31,low
PENNSYLVANIA,1,2014,2014.0,158441.0,"RATH, MEGAN ANN",27193.0,"BRADY, ROBERT A.*",,104055.0,D,31,low
PENNSYLVANIA,1,2012,2012.0,277102.0,ieee,41708.0,"FEATHERMAN, JOHNJ.",,193686.0,D,31,low
PENNSYLVANIA,2,2014,2014.0,206538.0,"JAMES, ARMOND",25397.0,"FATTAH, CHAKA*",,155744.0,D,31,low
PENNSYLVANIA,2,2012,201.0,28.0,Dee,356386.0,"MANSFIELD, ROBERT",,284795.0,D,31,low
PENNSYLVANIA,3,2014,2014.0,187790.0,"KELLY, MIKE*",113859.0,"LAVALLEE, DANIEL",,39928.0,R,31,low
PENNSYLVANIA,3,2012,2012.0,302514.0,"KELLY, MIKE*",165826.0,"EATON, MISSA",,41893.0,R,31,low
PENNSYLVANIA,4,2014,2014.0,197340.0,"PERRY, SCOTT*",147090.0,"THOMPSON, LINDA DELIAH",,96840.0,R,31,low
PENNSYLVANIA,4,2012,2012.0,303980.0,"PERRY, SCOTT",181603.0,"PERKINSON, HARRY",,76960.0,R,31,low
PENNSYLVANIA,5,2014,2014.0,180857.0,"THOMPSON, GLENN*",115018.0,"TAYLOR, KERITH STRANO",,49179.0,R,31,low
PENNSYLVANIA,5,2012,2014.0,212544.0,"COSTELLO, RYAN A.",119643.0,"TRIVEDI, MANAN",,26742.0,R,31,low
PENNSYLVANIA,6,2014,2012.0,335528.0,"GERLACH, JAMES W.*",191725.0,"TRIVEDI, MANAN",,47922.0,R,31,low
PENNSYLVANIA,6,2012,2014.0,235125.0,"MEEHAN, PATRICK*",145869.0,"BALCHUNIS, MARY ELLEN",,56613.0,R,31,low
PENNSYLVANIA,7,2014,2012.0,353451.0,"MEEHAN, PATRICK*",209942.0,"BADEY, GEORGE",,66433.0,R,31,low
PENNSYLVANIA,7,2012,2014.0,222498.0,"FITZPATRICK, MICHAEL G.*",137731.0,"STROUSE, KEVIN",,52964.0,R,31,low
PENNSYLVANIA,8,2014,2012.0,352238.0,"FITZPATRICK, MICHAELG.*",199379.0,"BOOCKVAR, KATHY",,46520.0,R,31,low
PENNSYLVANIA,8,2012,2014.0,173317.0,"SHUSTER, BILL*",110094.0,"HARTZOK, ALANNA K.",,46871.0,R,31,low
PENNSYLVANIA,9,2014,2012.0,274305.0,"SHUSTER, BILL*",169177.0,"RAMSBURG, KAREN",,64049.0,R,31,low
PENNSYLVANIA,9,2012,10.0,2014.0,"MARINO, TOM*",180322.0,"BRION, SCOTT F.",,68114.0,R,31,low
PENNSYLVANIA,10,2014,10.0,2012.0,"MARINO, TOM*",273790.0,"SCOLLO, PHILLIP",,85336.0,R,31,low
PENNSYLVANIA,10,2012,11.0,2014.0,"BARLETTA, LOU*",184692.0,"OSTROWSKI, ANDYJ.",,60236.0,R,31,low
PENNSYLVANIA,11,2014,11.0,2012.0,"BARLETTA, LOU*",285198.0,"STILP, GENE",,48736.0,R,31,low
PENNSYLVANIA,11,2012,2115.0,27993.0,a        OL Ane,87928.0,Zee,,40065.0,R,31,low
PENNSYLVANIA,12,2014,12.0,2012.0,"ROTHFUS, KEITH J.",338941.0,"CRITZ, MARK S.*",,11763.0,R,31,low
PENNSYLVANIA,12,2012,2012.0,303819.0,Sie,93918.0,"ROONEY, JOE",,115983.0,D,31,low
PENNSYLVANIA,13,2014,14.0,2014.0,"DOYLE, MICHAEL F.*",148351.0,,,148351.0,D,31,low
PENNSYLVANIA,13,2012,14.0,2012.0,"LESSMANN, HANS",327634.0,"DOYLE, MICHAEL      F.*",,176230.0,D,31,low
PENNSYLVANIA,14,2014,15.0,2014.0,"DENT, CHARLES W.*",128285.0,,,128285.0,R,31,low
PENNSYLVANIA,14,2012,15.0,2012.0,"DENT, CHARLES W.*",297724.0,"DAUGHERTY, RICK",,40196.0,R,31,low
PENNSYLVANIA,15,2014,16.0,2014.0,"PITTS, JOSEPH R.*",176235.0,". HOUGHTON, THOMAS D.",,27209.0,R,31,low
PENNSYLVANIA,15,2012,16.0,2012.0,"PITTS, JOSEPH R.*",284781.0,"STRADER, ARYANNA",,45007.0,R,31,low
PENNSYLVANIA,16,2014,17.0,2014.0,"MOYLAN II, DAVIDJ.",165051.0,"CARTWRIGHT, MATT*",,22309.0,D,31,low
PENNSYLVANIA,16,2012,2012.0,267601.0,"CUMMINGS, LAUREEN",106208.0,"CARTWRIGHT, MATT",,55185.0,D,31,low
PENNSYLVANIA,17,2014,18.0,2014.0,"MURPHY, TIM*",166076.0,,,166076.0,R,31,low
PENNSYLVANIA,17,2012,18.0,2012.0,"MURPHY, TIM*",338873.0,"MAGGI, LARRY",,94581.0,R,31,low
RHODE ISLAND,1,2014,2014.0,146353.0,"LYNCH, CORMICK",58877.0,"CICILLINE, DAVID N.*",,28183.0,D,31,low
RHODE ISLAND,1,2012,2012.0,205115.0,"DOHERTY, BRENDAN P.",83737.0,"CICILLINE, DAVID N.*",,24875.0,D,31,low
RHODE ISLAND,2,2014,2014.0,169904.0,"REIS, RHUE",63844.0,"LANGEVIN, JAMES R.*",,41872.0,D,31,low
RHODE ISLAND,2,2012,2012.0,222660.0,ae,78189.0,"RILEY, MICHAEL G.",,45878.0,D,31,low
SOUTH CAROLINA,1,2014,2014.0,127815.0,"SANFORD, MARK*",119392.0,,,119392.0,R,31,low
SOUTH CAROLINA,1,2012,2012.0,290013.0,"SCOTT, TIM*",179908.0,"ROSE, BOBBIE G.",,76351.0,R,31,low
SOUTH CAROLINA,2,2014,2014.0,194808.0,"WILSON, JOE*",121649.0,"BLACK, PHIL",,52930.0,R,31,low
SOUTH CAROLINA,2,2012,2012.0,203718.0,"WILSON, JOE*",196116.0,,,196116.0,R,31,low
SOUTH CAROLINA,3,2014,2014.0,164009.0,"DUNCAN, JEFF*",116741.0,"MULLIS, BARBARA JO",,69560.0,R,31,low
SOUTH CAROLINA,3,2012,2012.0,254763.0,"DUNCAN, JEFF*",169512.0,"DOYLE, BRIAN RYAN B.",,,,31,low
SOUTH CAROLINA,4,2014,2014.0,149049.0,"GOWDY, TREY*",126452.0,,,126452.0,R,31,low
SOUTH CAROLINA,4,2012,2012.0,266884.0,"GOWDY, TREY*",173201.0,"MORROW, DEB",,,,31,low
SOUTH CAROLINA,5,2014,2014.0,175145.0,"MULVANEY, MICK*",103078.0,"ADAMS, TOMA.",,31093.0,R,31,low
SOUTH CAROLINA,5,2012,2012.0,278003.0,"MULVANEY, MICK*",154324.0,".   KNOTT, JOYCE",,30881.0,R,31,low
SOUTH CAROLINA,6,2014,2014.0,173432.0,"CULLER, ANTHONY",44311.0,"CLYBURN, JAMES E.*",,81436.0,D,31,low
SOUTH CAROLINA,6,2012,2012.0,233615.0,"CLYBURN, JAMES E.*",218717.0,,,218717.0,D,31,low
SOUTH CAROLINA,7,2014,2014.0,171524.0,"RICE, TOM*",102833.0,"TINUBU, GLORIA BROMELL",,34257.0,R,31,low
SOUTH CAROLINA,7,2012,2012.0,275738.0,"RICE, TOM",153068.0,"TINUBU, GLORIA BROMELL",,30679.0,R,31,low
TENNESSEE,1,2014,2014.0,139470.0,"ROE, PHIL*",115533.0,,,115533.0,R,31,low
TENNESSEE,1,2012,2012.0,239672.0,"ROE, PHIL*",182252.0,"WOODRUFF, ALAN",,134589.0,R,31,low
TENNESSEE,2,2014,2014.0,166751.0,"DUNCAN, JOHN J.JR.*",120883.0,"SCOTT, BOB",,83271.0,R,31,low
TENNESSEE,2,2012,2012.0,264505.0,"DUNCAN, JOHNJ.JR.*",196894.0,"GOODALE, TROY",,142372.0,R,31,low
TENNESSEE,3,2014,2014.0,156097.0,"FLEISCHMANN, CHARLES.CHUCK*",97344.0,"HEADRICK, MARY M.",,43361.0,R,31,low
TENNESSEE,3,2012,2012.0,256909.0,"FLEISCHMANN, CHARLESJ.CHUCK*",157830.0,"HEADRICK, MARY M.",,66736.0,R,31,low
TENNESSEE,4,2014,2014.0,145418.0,"DESJARLAIS, SCOTT*",84815.0,"SHERRELL, LENDA",,33458.0,R,31,low
TENNESSEE,4,2012,2012.0,230590.0,"DESJARLAIS, SCOTT*",128568.0,"STEWART, ERIC",,26546.0,R,31,low
TENNESSEE,5,2014,2014.0,154276.0,"RIES, BOB",55078.0,"COOPER, IM*",,41070.0,D,31,low
TENNESSEE,5,2012,2012.0,263095.0,"STAATS, BRAD",86240.0,"COOPER, JIM*",,85381.0,D,31,low
TENNESSEE,6,2014,2014.0,162097.0,"BLACK, DIANE*",115231.0,"POWERS, AMOS SCOTT",,77999.0,R,31,low
TENNESSEE,6,2012,2012.0,241241.0,"BLACK, DIANE*                                                                 S",184383.0,,,,,31,low
TENNESSEE,7,2014,2014.0,157907.0,"BLACKBURN, MARSHA*",110534.0,"CRAMER, DANIEL N.",,68254.0,R,31,low
TENNESSEE,7,2012,2012.0,257306.0,IRS,182730.0,"BLACKBURN, MARSHA*",,121051.0,R,31,low
TENNESSEE,8,2014,2014.0,172595.0,"FINCHER, STEPHEN LEE*",122255.0,"BRADLEY, WES",,79822.0,R,31,low
TENNESSEE,8,2012,2012.0,279422.0,"FINCHER, STEPHEN LEE*",190923.0,"DIXON, TIMOTHY",,111433.0,R,31,low
TENNESSEE,9,2014,2014.0,116550.0,"BERGMANN, CHARLOTTE",27173.0,"COHEN, STEVE*",,60203.0,D,31,low
