state,cd,year,total_vote,rep_vote,rep_candidate,dem_vote,dem_candidate,other_vote,plurality_vote,plurality_party,source_volume,confidence
IDAHO,1,2014,2014.0,220864.0,"LABRADOR, RAUL R.*",143580.0,"RINGO, SHIRLEY G.",,66303.0,R,31,low
IDAHO,1,2012,2012.0,316724.0,"LABRADOR, RAUL R.*",199402.0,"FARRIS, JIMMY",,101952.0,R,31,low
IDAHO,2,2014,2014.0,214293.0,"SIMPSON, MICHAEL K.*",131492.0,"STALLINGS, RICHARD",,48691.0,R,31,low
IDAHO,2,2012,2012.0,318494.0,"SIMPSON, MICHAEL K.*",207412.0,"LEFAVOUR, NICOLE",,96565.0,R,31,low
ILLINOIS,1,2014,2014.0,222017.0,"TILLMAN, JIMMY LEE",59749.0,"RUSH, BOBBY L.*",,102519.0,D,31,low
ILLINOIS,1,2012,2012.0,320844.0,"PELOQUIN, DONALD E.",83989.0,"RUSH, BOBBY L.*",,152865.0,D,31,low
ILLINOIS,2,2014,2014.0,204266.0,"WALLACE, ERIC M.",43799.0,"KELLY, ROBIN L.*",,116538.0,D,31,low
ILLINOIS,2,2012,69115.0,188303.0,PE             AT ee,40294.0,"WOODWORTH, BRIAN",,119188.0,D,31,low
ILLINOIS,3,2014,2014.0,180855.0,"BRANNIGAN, SHARON M.",64091.0,"LIPINSKI, DANIEL*",,52673.0,D,31,low
ILLINOIS,3,2012,2012.0,246398.0,"GRABOWSKI, RICHARD",77653.0,"LIPINSKI, DANIEL*",,91085.0,D,31,low
ILLINOIS,4,2014,2014.0,101944.0,"CONCEPCION, HECTOR",22278.0,"GUTIERREZ, LUIS V.*",,57388.0,D,31,low
ILLINOIS,4,2012,2012.0,160509.0,"CONCEPCION, HECTOR",27279.0,"GUTIERREZ, LUIS V.*",,105947.0,D,31,low
ILLINOIS,5,2014,2014.0,184019.0,"KOLBER, VINCENTA. VINCE",56350.0,"QUIGLEY, MIKE*",,60014.0,D,31,low
ILLINOIS,5,2012,201122709377.0,77289.0,ieee,177729.0,"SCHMITT, DAN",,100440.0,D,31,low
ILLINOIS,6,2014,2014.0,238752.0,"ROSKAM, PETER J.*",160287.0,"MASON, MICHAEL",,81822.0,R,31,low
ILLINOIS,6,2012,2012.0,326129.0,"ROSKAM, PETER      .*",193138.0,"COOLIDGE, LESLIE",,60147.0,R,31,low
ILLINOIS,7,2014,2014.0,182278.0,"BUMPERS, ROBERT L.",27168.0,"DAVIS, DANNY K.*",,127942.0,D,31,low
ILLINOIS,7,2012,2012.0,286435.0,"ZAK, RITA",31466.0,"DAVIS, DANNY K.*",,210973.0,D,31,low
ILLINOIS,8,2014,2014.0,151056.0,"KAIFESH, LAWRENCE JOSEPH LARRY",66878.0,"DUCKWORTH, TAMMY*",,17300.0,D,31,low
ILLINOIS,8,2012,2012.0,225066.0,"WALSH, JOE*",101860.0,"DUCKWORTH, TAMMY",,21346.0,D,31,low
ILLINOIS,9,2014,2014.0,213450.0,"ATANUS, SUSANNE",72384.0,"SCHAKOWSKY, JANICE D.*",,68616.0,D,31,low
ILLINOIS,9,2012,20.0,293.0,eee,807.0,"WOLFE, TIMOTHY",,95945.0,D,31,low
ILLINOIS,10,2014,10.0,2014.0,"DOLD, ROBERT.",187128.0,"SCHNEIDER, BRAD*",,4856.0,R,31,low
ILLINOIS,10,2012,10.0,2012.0,"DOLD, ROBERT J.*",264454.0,"SCHNEIDER, BRAD",,3326.0,D,31,low
ILLINOIS,11,2014,201.0,474772.0,"SENGER, DARLENE",81335.0,"FOSTER, BILL*",,12101.0,D,31,low
ILLINOIS,11,2012,11.0,2012.0,"BIGGERT, JUDY*",254295.0,"FOSTER, BILL",,43580.0,D,31,low
ILLINOIS,12,2014,12.0,2014.0,"BOST, MIKE",209738.0,"ENYART, WILLIAM*",,22178.0,R,31,low
ILLINOIS,12,2012,12.0,2012.0,"PLUMMER, JASON",303949.0,"ENYART, WILLIAM",,27098.0,D,31,low
ILLINOIS,13,2014,13.0,2014.0,"DAVIS, RODNEY*",210272.0,"CALLIS, ANN E.",,36402.0,R,31,low
ILLINOIS,13,2012,13.0,2012.0,"DAVIS, RODNEY",294385.0,"GILL, DAVID M.",,1002.0,R,31,low
ILLINOIS,14,2014,14.0,2014.0,"HULTGREN, RANDY*",222230.0,"ANDERSON, DENNIS",,68508.0,R,31,low
ILLINOIS,14,2012,14.0,2012.0,"HULTGREN, RANDY*",301954.0,"ANDERSON, DENNIS",,53252.0,R,31,low
ILLINOIS,15,2014,15.0,2014.0,"SHIMKUS, JOHN*",221926.0,"THORSLAND, ERIC",,110622.0,R,31,low
ILLINOIS,15,2012,15.0,2012.0,"SHIMKUS, JOHN*",299937.0,"MICHAEL, ANGELA",,111613.0,R,31,low
ILLINOIS,16,2014,16.0,2014.0,"KINZINGER, ADAM*",217198.0,"OLSEN, RANDALL WAYNE",,89578.0,R,31,low
ILLINOIS,16,2012,16.0,2012.0,"KINZINGER, ADAM*",294090.0,"ROHL, WANDA",,69488.0,R,31,low
ILLINOIS,17,2014,17.0,2014.0,"SCHILLING, BOBBY",199361.0,"BUSTOS, CHERI*",,21775.0,D,31,low
ILLINOIS,17,2012,17.0,2012.0,"SCHILLING, BOBBY*",288161.0,"BUSTOS, CHERI",,18896.0,D,31,low
ILLINOIS,18,2014,18.0,2014.0,"SCHOCK, AARON*",246740.0,"MILLER, DARREL ERVIN",,121986.0,R,31,low
ILLINOIS,18,2012,18.0,2012.0,"SCHOCK, AARON*",329631.0,"WATERWORTH, STEVE",,159303.0,R,31,low
INDIANA,1,2014,142293.0,86579.0,"LEYVA, MARK J.",4714.0,"VISCLOSKY, PETER J.*",,35579.0,D,31,low
INDIANA,1,2012,279034.0,187743.0,"PHELPS, JOEL",96452.0,"VISCLOSKY, PETER J.*",,96452.0,D,31,low
INDIANA,2,2014,145200.0,85583.0,"WALORSKI, JACKIE*",55590.0,"BOCK, JOE",,29993.0,R,31,low
INDIANA,2,2012,273475.0,134033.0,"WALORSKI, JACKIE",130113.0,"MULLEN, BRENDAN",,3920.0,R,31,low
INDIANA,3,2014,148793.0,102889.0,"STUTZMAN, MARLIN A.*",39771.0,"KUHNLE, JUSTIN",,63118.0,R,31,low
INDIANA,3,2012,280235.0,187872.0,"STUTZMAN, MARLIN A.*",92363.0,"BOYD, KEVIN",,95509.0,R,31,low
INDIANA,4,2014,142054.0,94998.0,"ROKITA, TODD*",47056.0,"DALE, JOHN",,47942.0,R,31,low
INDIANA,4,2012,272268.0,168688.0,"ROKITA, TODD*",93015.0,"NELSON, TARA E.",,75673.0,R,31,low
INDIANA,5,2014,161440.0,105277.0,"BROOKS, SUSAN W.*",49756.0,"DENNEY, SHAWN A.",,55521.0,R,31,low
INDIANA,5,2012,333359.0,194570.0,"BROOKS, SUSAN W.",125347.0,"RESKE, SCOTT",,69223.0,R,31,low
INDIANA,6,2014,155071.0,102187.0,"MESSER, LUKE*",45509.0,"HEITZMAN, SUSAN HALL",,56678.0,R,31,low
INDIANA,6,2012,275253.0,162613.0,"MESSER, LUKE",96678.0,"BOOKOUT, BRAD",,65935.0,R,31,low
INDIANA,7,2014,112261.0,46887.0,"PING, CATHERINE CAT",61443.0,"CARSON, ANDRE*",,14556.0,D,31,low
INDIANA,7,2012,257950.0,95828.0,"MAY, CARLOS",162122.0,"CARSON, ANDRE*",,66294.0,D,31,low
INDIANA,8,2014,171315.0,103344.0,"BUCSHON, LARRY",61384.0,"SPANGLER, TOM",,41960.0,R,31,low
INDIANA,8,2012,283992.0,151533.0,"BUCSHON, LARRY*",122325.0,"CROOKS, DAVE",,29208.0,R,31,low
INDIANA,9,2014,162387.0,101594.0,"YOUNG, TODD C.*",55016.0,"BAILEY, BILL",,46578.0,R,31,low
INDIANA,9,2012,298180.0,165332.0,COTT,132848.0,"YOUNG, TODD C.*",,32484.0,R,31,low
IOWA,1,2014,2014.0,289306.0,"BLUM, ROD",147762.0,"MURPHY, PAT",,6617.0,R,31,low
IOWA,1,2012,2012.0,390849.0,"LANGE, BENJAMIN M.",162465.0,"BRALEY, BRUCE*",,59957.0,D,31,low
IOWA,2,2014,2014.0,273329.0,"MILLERMEEKS, MARIANNETTE",129455.0,"LOEBSACK, DAVID*",,13976.0,D,31,low
IOWA,2,2012,2012.0,381275.0,"ARCHER, JOHN",161977.0,"LOEBSACK, DAVID*",,49886.0,D,31,low
IOWA,3,2014,2014.0,282066.0,"YOUNG, DAVID",148814.0,"APPEL, STACI",,29705.0,R,31,low
IOWA,3,2012,2012.0,386842.0,"LATHAM, TOM*",202000.0,"BOSWELL, LEONARDL.",,33368.0,R,31,low
IOWA,4,2014,2014.0,275633.0,"KING, STEVE*",169834.0,"MOWRER, JIM",,64330.0,R,31,low
IOWA,4,2012,2012.0,377883.0,"KING, STEVE*",200063.0,"VILSACK, CHRISTIE",,30593.0,R,31,low
KANSAS,1,2014,2014.0,204161.0,"HUELSKAMP, TIM*",138764.0,"SHEROW, JAMES E.",,,,31,low
KANSAS,1,2012,2012.0,211337.0,"HUELSKAMP, TIM*",211337.0,,,,,31,low
KANSAS,2,2014,2014.0,225686.0,"JENKINS, LYNN*",128742.0,"WAKEFIELD, MARGIE",,,,31,low
KANSAS,2,2012,2012.0,293718.0,"JENKINS, LYNN*",167463.0,"SCHLINGENSIEPEN, TOBIAS",,,,31,low
KANSAS,3,2014,2014.0,224077.0,"YODER, KEVIN*",134493.0,"KULTALA, KELLY",,,,31,low
KANSAS,3,2012,2012.0,293762.0,"YODER, KEVIN*",201087.0,,,,,31,low
KANSAS,4,2014,2014.0,208153.0,"POMPEO, MIKE*",138757.0,"SCHUCKMAN, PERRY",,,,31,low
KANSAS,4,2012,62.0,31.0,,66.0,,,,,31,low
KENTUCKY,1,2014,2014.0,236618.0,"WHITFIELD, ED*",173022.0,"HATCHETT, CHARLES KENDALL",,109426.0,R,31,low
KENTUCKY,1,2012,2012.0,287155.0,"WHITFIELD, ED*",199956.0,"HATCHETT, CHARLES KENDALL",,112757.0,R,31,low
KENTUCKY,2,2014,2014.0,226834.0,"GUTHRIE, BRETT*",156936.0,"LEACH, RON",,87038.0,R,31,low
KENTUCKY,2,2012,2012.0,282267.0,"GUTHRIE, BRETT*",181508.0,"WILLIAMS, DAVID LYNN",,91967.0,R,31,low
KENTUCKY,3,2014,2014.0,247355.0,"MACFARLANE, MICHAEL",87981.0,"YARMUTH, JOHN A.*",,69075.0,D,31,low
KENTUCKY,3,2012,2012.0,322656.0,"WICKER, BROOKS",111452.0,"YARMUTH, JOHN A.*",,94933.0,D,31,low
KENTUCKY,4,2014,2014.0,222158.0,"MASSIE, THOMAS*",150464.0,"NEWBERRY, PETER",,78770.0,R,31,low
KENTUCKY,4,2012,2012.0,299444.0,"MASSIE, THOMAS*",186036.0,"ADKINS, WILLIAM R. BILL",,81302.0,R,31,low
KENTUCKY,5,2014,2014.0,218967.0,"ROGERS, HAROLD*",171350.0,"STEPP, KENNETH",,123733.0,R,31,low
KENTUCKY,5,2012,2012.0,250855.0,"ROGERS, HAROLD*",195408.0,"STEPP, KENNETH",,139961.0,R,31,low
KENTUCKY,6,2014,2014.0,245694.0,"BARR, ANDY*",147404.0,"JENSEN, ELISABETH",,49114.0,R,31,low
KENTUCKY,6,2012,2012.0,303000.0,"BARR, ANDY",153222.0,"CHANDLER, BEN*",,11784.0,R,31,low
LOUISIANA,1,2014,2014.0,244004.0,"SCALISE, STEVE*",189250.0,"MENDOZA,M.V.VINNY",,164489.0,R,31,low
LOUISIANA,1,2012,2012.0,290410.0,"SCALISE, STEVE*",193496.0,"MENDOZA,M.V.VINNY",,131793.0,R,31,low
LOUISIANA,2,2014,2014.0,221570.0,"RICHMOND, CEDRICL.*",152201.0,,,152201.0,D,31,low
LOUISIANA,2,2012,2012.0,287354.0,"BAILEY, DWAYNE",38801.0,"RICHMOND, CEDRICL.*",,119700.0,D,31,low
LOUISIANA,3,2014,2014.0,236268.0,"BOUSTANY, CHARLES W. JR.*",185867.0,,,,,31,low
LOUISIANA,3,2012,2012.0,311393.0,"BOUSTANY, CHARLES W. JR.",139123.0,"RICHARD, RON",,72053.0,R,31,low
LOUISIANA,4,2014,2014.0,207919.0,"FLEMING, JOHN*",152683.0,,,,,31,low
LOUISIANA,4,2012,2012.0,249531.0,"FLEMING, JOHN*",187894.0,,,,,31,low
LOUISIANA,5,2014,2014.0,209622.0,"ABRAHAM, RALPH LEE",134616.0,"MAYO, JAMIE",,59610.0,R,31,low
LOUISIANA,5,2012,2012.0,260216.0,"ALEXANDER, RODNEY*",202536.0,,,,,31,low
LOUISIANA,6,2014,2014.0,222990.0,"GRAVES, GARRET",139209.0,"EDWARDS, EDWIN W.",,55428.0,R,31,low
LOUISIANA,6,2012,2012.0,306713.0,"CASSIDY, BILL*",243553.0,,,,,31,low
MAINE,1,2014,2014.0,308898.0,"MISIUK, ISAAC J.",94751.0,"PINGREE, CHELLIE*",,91923.0,D,31,low
MAINE,1,2012,2012.0,364803.0,"COURTNEY, JONATHAN T. E.",128440.0,"PINGREE, CHELLIE*",,107923.0,D,31,low
MAINE,2,2014,2014.0,283448.0,"POLIQUIN, BRUCE",133308.0,"CAIN, EMILY ANN",,14752.0,R,31,low
MAINE,2,2012,2012.0,328998.0,"RAYE, KEVIN L.",137542.0,"MICHAUD, MICHAEL H.*",,53914.0,D,31,low
MARYLAND,1,2014,250418.0,176342.0,"HARRIS, ANDY*",73843.0,"TILGHMAN, BILL",,102499.0,R,31,low
MARYLAND,1,2012,337760.0,214204.0,"HARRIS, ANDY*",92812.0,"ROSEN, WENDY",,121392.0,R,31,low
MARYLAND,2,2014,196354.0,70411.0,"BANACH, DAVID",120412.0,"RUPPERSBERGER, C. A. DUTCH*",,50001.0,D,31,low
MARYLAND,2,2012,295940.0,92071.0,"JACOBS, NANCY C.",194088.0,"RUPPERSBERGER, C. A. DUTCH*",,102017.0,D,31,low
MARYLAND,3,2014,215946.0,87029.0,"LONG, CHARLES A.",128594.0,"SARBANES, JOHN P.*",,41565.0,D,31,low
MARYLAND,3,2012,319859.0,94549.0,"KNOWLES, ERIC DELANO",213747.0,"SARBANES, JOHN P.*",,119198.0,D,31,low
MARYLAND,4,2014,191837.0,54217.0,"HOYT, NANCY",134628.0,"EDWARDS, DONNA F.*",,80411.0,D,31,low
MARYLAND,4,2012,311512.0,64560.0,"LOUDON, FAITH M.",240385.0,"EDWARDS, DONNA F.*",,175825.0,D,31,low
MARYLAND,5,2014,226040.0,80752.0,hmoOpone,144725.0,"CHAFFEE, CHRIS",,63973.0,D,31,low
MARYLAND,5,2012,343820.0,95271.0,"O'DONNELL, TONY",238618.0,"HOYER, STENY H.*                        .",,143347.0,D,31,low
MARYLAND,6,2014,190536.0,91930.0,"BONGINO, DANIEL JOHN",94704.0,"DELANEY, JOHN K.*",,2774.0,D,31,low
MARYLAND,6,2012,309549.0,117313.0,"BARTLETT, ROSCOE G.*",181921.0,"DELANEY, JOHN K.",,64608.0,D,31,low
MARYLAND,7,2014,206809.0,55860.0,"VAUGHN, CORROGAN R.",144639.0,"CUMMINGS, ELIJAH E.*",,88779.0,D,31,low
MARYLAND,7,2012,323818.0,67405.0,"MIRABILE, FRANK C.",247770.0,"CUMMINGS, ELIJAH E.*",,180365.0,D,31,low
MARYLAND,8,2014,225097.0,87859.0,"WALLACE, DAVE",136722.0,"VAN HOLLEN, CHRIS*",,48863.0,D,31,low
MARYLAND,8,2012,343256.0,113033.0,SHR,217531.0,"TIMMERMAN, KENNETH R.",,104498.0,D,31,low
MASSACHUSETTS,1,2014,171110.0,167612.0,"NEAL, RICHARD E.*",167612.0,,,,,31,low
MASSACHUSETTS,1,2012,266133.0,261936.0,"NEAL, RICHARD E.*",261936.0,,,,,31,low
MASSACHUSETTS,2,2014,172745.0,169640.0,"MCGOVERN, JAMES P.*",169640.0,,,,,31,low
MASSACHUSETTS,2,2012,263335.0,259257.0,"MCGOVERN, JAMES P.*",259257.0,,,,,31,low
MASSACHUSETTS,3,2014,220946.0,81638.0,"WOFFORD, ROSEANN EHRHARD",139104.0,"TSONGAS, NIKI*",,,,31,low
MASSACHUSETTS,3,2012,321753.0,109372.0,"GOLNIK, JONATHAN A.",212119.0,"TSONGAS, NIKI*",,,,31,low
MASSACHUSETTS,4,2014,188098.0,184158.0,"KENNEDY, JOSEPH P. IIl*",184158.0,,,,,31,low
MASSACHUSETTS,4,2012,362245.0,129936.0,"BIELAT, SEAN",221303.0,"KENNEDY, JOSEPH P. III",,,,31,low
MASSACHUSETTS,5,2014,185260.0,182100.0,"CLARK, KATHERINE M.*",182100.0,,,,,31,low
MASSACHUSETTS,5,2012,341109.0,82944.0,NRoO Ro,257490.0,"TIERNEY, TOM",,,,31,low
MASSACHUSETTS,6,2014,272219.0,111989.0,"TISEI, RICHARD",149638.0,"MOULTON, SETH",,,,31,low
MASSACHUSETTS,6,2012,374807.0,176612.0,"TISEI, RICHARD",180942.0,"TIERNEY, JOHN F.*",,,,31,low
MASSACHUSETTS,7,2014,144546.0,142133.0,"CAPUANO, MICHAEL E.*",142133.0,,,,,31,low
MASSACHUSETTS,7,2012,252836.0,210794.0,"CAPUANO, MICHAEL E.*",210794.0,,,,,31,low
MASSACHUSETTS,8,2014,203351.0,200644.0,"LYNCH, STEPHEN F.*",200644.0,,,,,31,low
MASSACHUSETTS,8,2012,346811.0,82242.0,"SELVAGGI, JOE",263999.0,"LYNCH, STEPHEN F.*",,,,31,low
MASSACHUSETTS,9,2014,255541.0,114971.0,"CHAPMAN, JOHN C.",140413.0,"KEATING, WILLIAM R.*",,,,31,low
MASSACHUSETTS,9,2012,362405.0,116531.0,AN,212754.0,"SHELDON, CHRISTOPHER",,,,31,low
MASSACHUSETTS,10,2014,81.0,17.0,joe,82.0,,,,,31,low
MICHIGAN,1,2014,2014.0,250131.0,"BENISHEK, DAN*",130414.0,"CANNON, JERRY",,17151.0,R,31,low
MICHIGAN,1,2012,2012.0,347037.0,"BENISHEK, DAN*",167060.0,"MCDOWELL, GARY",,1881.0,R,31,low
MICHIGAN,2,2014,2014.0,213072.0,"HUIZENGA, BILL*",135568.0,"VANDERSTELT, DEAN",,64717.0,R,31,low
MICHIGAN,2,2012,2012.0,318267.0,"HUIZENGA, BILL*",194653.0,"GERMAN, WILLIE JR.",,85680.0,R,31,low
MICHIGAN,3,2014,2014.0,217165.0,"AMASH, JUSTIN*",125754.0,"GOODRICH, BOB",,41034.0,R,31,low
MICHIGAN,3,2012,2012.0,326283.0,"AMASH, JUSTIN*",171675.0,"PESTKA, STEVE",,27567.0,R,31,low
MICHIGAN,4,2014,2014.0,219423.0,"MOOLENAAR, JOHN R.",123962.0,"HOLMES, JEFF",,38185.0,R,31,low
MICHIGAN,4,2012,2012.0,312949.0,"CAMP, DAVE*",197386.0,"WIRTH, DEBRA FREIDELL",,92390.0,R,31,low
MICHIGAN,5,2014,2014.0,222138.0,"HARDWICK, ALLEN",69222.0,"KILDEE, DANIEL T.*",,78960.0,D,31,low
MICHIGAN,5,2012,2012.0,330146.0,"SLEZAK, JIM",103931.0,"KILDEE, DANIEL T.",,110600.0,D,31,low
MICHIGAN,6,2014,2014.0,208976.0,"UPTON, FRED*",116801.0,"CLEMENTS, PAUL C.",,32410.0,R,31,low
MICHIGAN,6,2012,2012.0,320475.0,"UPTON, FRED*",174955.0,"O'BRIEN, MIKE",,38392.0,R,31,low
MICHIGAN,7,2014,2014.0,223685.0,"WALBERG, TIM*",119564.0,"BYRNES, PAM",,27481.0,R,31,low
MICHIGAN,7,2012,2012.0,318069.0,"WALBERG, TIM*",169668.0,"HASKELL, KURT R.              NIS",,32819.0,R,31,low
MICHIGAN,8,2014,2014.0,243125.0,"BISHOP, MIKE",132739.0,"SCHERTZING, ERIC",,30470.0,R,31,low
MICHIGAN,8,2012,2012.0,345054.0,"ROGERS, MIKE*",202217.0,"ENDERLE, LANCE",,73560.0,R,31,low
MICHIGAN,9,2014,2014.0,225750.0,"BRIKHO, GEORGE",81470.0,"LEVIN, SANDER M.*",,54872.0,D,31,low
MICHIGAN,9,2012,2012.0,337316.0,"VOLARIC, DON",114760.0,"LEVIN, SANDER M.*",,94086.0,D,31,low
MICHIGAN,10,2014,10.0,2014.0,"MILLER, CANDICE S.*",228692.0,"STADLER, CHUCK",,89926.0,R,31,low
MICHIGAN,10,2012,10.0,2012.0,"MILLER, CANDICE S.*",328612.0,"STADLER, CHUCK",,128341.0,R,31,low
MICHIGAN,11,2014,11.0,2014.0,"TROTT, DAVID A.",251238.0,"MCKENZIE, BOBBY",,38754.0,R,31,low
MICHIGAN,11,2012,11.0,2012.0,"BENTIVOLIO, KERRY",358139.0,"TA, SYED",,22909.0,R,31,low
MICHIGAN,12,2014,12.0,2014.0,"BOWMAN, TERRENCE TERRY",206660.0,"DINGELL, DEBBIE",,69630.0,D,31,low
MICHIGAN,12,2012,12.0,2012.0,"KALLGREN, CYNTHIA",319223.0,"DINGELL, JOHN D. JR.*",,124412.0,D,31,low
MICHIGAN,13,2014,13.0,2014.0,"GORMAN, JEFF",166947.0,"CONYERS, JOHN JR.*",,105476.0,D,31,low
MICHIGAN,13,2012,13.0,2012.0,"SAWICKI, HARRY",284270.0,"CONYERS, JOHN JR.*",,196567.0,D,31,low
MICHIGAN,14,2014,14.0,2014.0,"BARR, CHRISTINA",212468.0,"LAWRENCE, BRENDA L.",,123471.0,D,31,low
MICHIGAN,14,2012,14.0,2012.0,"Spe       HAULER, JOHN",328792.0,"PETERS, GARY*",,219055.0,D,31,low
MINNESOTA,1,2014,308.0,19315.0,,45.0,,,19315.0,D,31,low
MINNESOTA,1,2012,2012.0,335880.0,"QUIST, ALLEN",142164.0,"WALZ, TIMOTHYJ.*",,51047.0,D,31,low
MINNESOTA,2,2014,2014.0,245848.0,"KLINE, JOHN*",137778.0,"OBERMUELLER, MIKE",,42213.0,R,31,low
MINNESOTA,2,2012,2012.0,358446.0,"KLINE, JOHN*",193587.0,"OBERMUELLER, MIKE",,29249.0,R,31,low
MINNESOTA,3,2014,2014.0,269585.0,"PAULSEN, ERIK*",167515.0,"SUND, SHARON",,65669.0,R,31,low
MINNESOTA,3,2012,2012.0,382705.0,"PAULSEN, ERIK*",222335.0,"BARNES, BRIAN",,62398.0,R,31,low
MINNESOTA,4,2014,2014.0,241637.0,"WAHLGREN, SHARNA",79492.0,"MCCOLLUM, BETTY*",,68365.0,D,31,low
MINNESOTA,4,2012,2012.0,347991.0,"HERNANDEZ, TONY",109659.0,"MCCOLLUM, BETTY*",,107026.0,D,31,low
MINNESOTA,5,2014,2014.0,236010.0,".    DAGGETT, DOUG",56577.0,"ELLISON, KEITH*",,110502.0,D,31,low
MINNESOTA,5,2012,2012.0,351969.0,"FIELDS, CHRIS",88753.0,"ELLISON, KEITH*",,173349.0,D,31,low
MINNESOTA,6,2014,2014.0,236846.0,"EMMER, TOM",133328.0,"PERSKE, JOE",,42402.0,R,31,low
MINNESOTA,6,2012,2012.0,355153.0,"BACHMANN, MICHELE*",179240.0,"GRAVES, JIM",,4296.0,R,31,low
MINNESOTA,7,2014,2014.0,240835.0,"WESTROM, TORREY NORMAN",109955.0,"PETERSON, COLLIN C.*",,20591.0,D,31,low
MINNESOTA,7,2012,2012.0,327576.0,"BYBERG, LEE",114151.0,"PETERSON, COLLINC.*",,83640.0,D,31,low
MINNESOTA,8,2014,2014.0,266083.0,"MILLS, STEWART",125358.0,"NOLAN, RICHARD M.*",,3732.0,D,31,low
MINNESOTA,8,2012,2012.0,353663.0,"CRAVAACK, CHIP",160520.0,"NOLAN, RICHARD M.",,31456.0,D,31,low
MISSISSIPPI,1,2014,2014.0,151111.0,"NUNNELEE, ALAN*",102622.0,"DICKEY, RONE.",,58909.0,R,31,low
MISSISSIPPI,1,2012,2012.0,309177.0,"NUNNELEE, ALAN*",186760.0,"MORRIS, BRAD",,72684.0,R,31,low
MISSISSIPPI,2,2014,2014.0,148646.0,"THOMPSON, BENNIE G.*",100688.0,,,100688.0,D,31,low
MISSISSIPPI,2,2012,2012.0,320244.0,"MARCY, BILL",99160.0,"THOMPSON, BENNIE G.*",,115818.0,D,31,low
MISSISSIPPI,3,2014,2014.0,170946.0,"HARPER, GREGG*",117771.0,"MAGEE, DOUGLAS MACARTHUR DOUG",,70027.0,R,31,low
MISSISSIPPI,3,2012,2012.0,293322.0,"HARPER, GREGG*",234717.0,,,234717.0,R,31,low
MISSISSIPPI,4,2014,2014.0,155576.0,"PALAZZO, STEVEN M.*",108776.0,"MOORE, MATT",,70907.0,R,31,low
MISSISSIPPI,4,2012,2012.0,285432.0,"PALAZZO, STEVEN M.*",182998.0,"MOORE, MATT",,100654.0,R,31,low
MISSOURI,1,2014,2014.0,163494.0,"ELDER, DANIELJ.",35273.0,"CLAY, WILLIAM LACY*",,84042.0,D,31,low
MISSOURI,1,2012,2012.0,340583.0,"HAMLIN, ROBYN",60832.0,"CLAY, WILLIAM LACY*",,207095.0,D,31,low
MISSOURI,2,2014,2014.0,231117.0,"WAGNER, ANN*",148191.0,"LIEBER, ARTHUR",,72807.0,R,31,low
MISSOURI,2,2012,2012.0,394448.0,"WAGNER, ANN",236971.0,"KOENEN, GLENN",,,,31,low
MISSOURI,3,2014,2014.0,191620.0,"LUETKEMEYER, BLAINE*",130940.0,"DENTON, COURTNEY",,78919.0,R,31,low
MISSOURI,3,2012,2012.0,338385.0,"LUETKEMEYER, BLAINE*",214843.0,"MAYER, ERIC C.",,103654.0,R,31,low
MISSOURI,4,2014,2014.0,176286.0,"HARTZLER, VICKY*",120014.0,"IRVIN, NATEA.",,73550.0,R,31,low
MISSOURI,4,2012,2012.0,318723.0,"HARTZLER, VICKY*",192237.0,"HENSLEY, TERESA",,79117.0,R,31,low
MISSOURI,5,2014,2014.0,153635.0,"TURK, JACOB",69071.0,"CLEAVER, EMANUEL*",,10185.0,D,31,low
MISSOURI,5,2012,2012.0,330942.0,"TURK, JACOB",122149.0,"CLEAVER, EMANUEL*",,78141.0,D,31,low
MISSOURI,6,2014,2014.0,186970.0,"GRAVES, SAM*",124616.0,"HEDGE, W. A. BILL",,69459.0,R,31,low
MISSOURI,6,2012,2012.0,333688.0,"GRAVES, SAM*",216906.0,"YARBER, KYLE",,108403.0,R,31,low
MISSOURI,7,2014,2014.0,163957.0,"LONG, BILLY*",104054.0,"EVANS, IM",,56772.0,R,31,low
MISSOURI,7,2012,2012.0,318740.0,"LONG, BILLY*",203565.0,"EVANS, JIM",,105067.0,R,31,low
MISSOURI,8,2014,2014.0,159224.0,"SMITH, JASON*",106124.0,"STOCKER, BARBARA HAMILL",,67403.0,R,31,low
MISSOURI,8,2012,2012.0,300391.0,"EMERSON, JO ANN*",216083.0,"RUSHIN, JACK",,142328.0,R,31,low
NEBRASKA,1,2014,2014.0,179057.0,"FORTENBERRY, EFF*",123219.0,"CRAWFORD, DENNIS P.",,67381.0,R,31,low
NEBRASKA,1,2012,2012.0,256095.0,"FORTENBERRY, JEFF*",174889.0,"REIMAN, KOREY L.",,93683.0,R,31,low
NEBRASKA,2,2014,2014.0,171509.0,"TERRY, LEE*",78157.0,"ASHFORD, BRAD",,,,31,low
NEBRASKA,2,2012,2012.0,263731.0,"TERRY, LEE*",133964.0,"EWING, JOHN W. JR.",,4197.0,R,31,low
NEBRASKA,3,2014,2014.0,184964.0,"SMITH, ADRIAN*",139440.0,"SULLIVAN, MARK",,93916.0,R,31,low
NEBRASKA,3,2012,2012.0,252689.0,WwW,187423.0,"SMITH, ADRIAN*",,122157.0,R,31,low
NEVADA,1,2014,2014.0,80299.0,"TEIEIRO, ANNETTE",30413.0,"TITUS, DINA*",,15230.0,D,31,low
NEVADA,1,2012,2012.0,179278.0,"EDWARDS, CHRIS",56521.0,"TITUS, DINA",,57446.0,D,31,low
