"year","cty_fips","sample","state_fips","demovote","repuvote","totalvote"
2020,11001,"HE",11,0.862958415368646,0,326587
2016,18169,"HE",18,0.17979297929793,0.817506750675068,4444
2024,11001,"HE",11,0.852514601254797,0.0735686501166623,609023
2024,11001,"SE",11,0.899424810105988,0.0914067239935872,295033
